"Metabolite Abbreviation"	"Metabolite Name"	"Neutral Formula"	"Charged Formula"	"Charge"	"Compartment"	"KEGG ID"	"CAS Number"	"Alternate Names"
"3ig3p[c]"	"C'-(3-Indolyl)-glycerol 3-phosphate"	"C11H14NO6P"	"C11H12NO6P"	-2	"Cytosol"	"C03506"		"Indoleglycerol phosphate/ 1-(Indol-3-yl)glycerol 3-phosphate/ (3-Indolyl)-glycerol phosphate"
"3mob[c]"	"3-Methyl-2-oxobutanoate"	"C5H8O3"	"C5H7O3"	-1	"Cytosol"	"C00141"		"2-Oxoisovalerate/ alpha-Ketovaline/ 2-Oxo-3-methylbutanoate/ 2-Oxoisopentanoate/ 3-Methyl-2-oxobutyric acid/ 2-Ketovaline/ 2-Keto-3-methylbutyric acid"
"3mop[c]"	"(S)-3-Methyl-2-oxopentanoate"	"C6H10O3"	"C6H9O3"	-1	"Cytosol"	"C00671"		"(R)-2-oxo-3-methylpentanoate/ 2-oxo-3-methylpentanoate/ alpha-keto-beta-methylvalerate/ (S)-2-oxo-3-methylpentanoate/ ketoisoleucine/ alpha-oxo-beta-methylvalerate"
"3ocddec5eACP[c]"	"3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]"	"C23H40N2O9PRS"	"C23H39N2O9PRS"	-1	"Cytosol"			
"3ocmrs7eACP[c]"	"3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]"	"C25H44N2O9PRS"	"C25H43N2O9PRS"	-1	"Cytosol"			
"3ocpalm9eACP[c]"	"3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]"	"C27H48N2O9PRS"	"C27H47N2O9PRS"	-1	"Cytosol"			
"3ocvac11eACP[c]"	"3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]"	"C29H52N2O9PRS"	"C29H51N2O9PRS"	-1	"Cytosol"			
"3odcoa[c]"	"3-Oxodecanoyl-CoA"	"C31H52N7O18P3S"	"C31H48N7O18P3S"	-4	"Cytosol"	"C05265"		
"3oddcoa[c]"	"3-Oxododecanoyl-CoA"	"C33H56N7O18P3S"	"C33H52N7O18P3S"	-4	"Cytosol"	"C05263"		
"3oddecACP[c]"	"3-Oxododecanoyl-[acyl-carrier protein]"	"C23H42N2O9PRS"	"C23H41N2O9PRS"	-1	"Cytosol"	"C05756"		"3-Oxododecanoyl-[acp]"
"3odecACP[c]"	"3-Oxodecanoyl-[acyl-carrier protein]"	"C21H38N2O9PRS"	"C21H37N2O9PRS"	-1	"Cytosol"	"C05753"		"3-Oxodecanoyl-[acp]"
"3ohcoa[c]"	"3-Oxohexanoyl-CoA"	"C27H44N7O18P3S"	"C27H40N7O18P3S"	-4	"Cytosol"	"C05269"	"5096-70-8"	"3-ketohexanoyl-CoA"
"3ohdcoa[c]"	"3-Oxohexadecanoyl-CoA"	"C37H64N7O18P3S"	"C37H60N7O18P3S"	-4	"Cytosol"	"C05259"		
"3ohexACP[c]"	"3-Oxohexanoyl-[acyl-carrier protein]"	"C17H30N2O9PRS"	"C17H29N2O9PRS"	-1	"Cytosol"	"C05746"		"3-Oxohexanoyl-[acp]"
"3omrsACP[c]"	"3-Oxotetradecanoyl-[acyl-carrier protein]"	"C25H46N2O9PRS"	"C25H45N2O9PRS"	-1	"Cytosol"	"C05759"		"3-Oxotetradecanoyl-[acp]"
"3oocoa[c]"	"3-Oxooctanoyl-CoA"	"C29H48N7O18P3S"	"C29H44N7O18P3S"	-4	"Cytosol"	"C05267"		
"3ooctACP[c]"	"3-Oxooctanoyl-[acyl-carrier protein]"	"C19H34N2O9PRS"	"C19H33N2O9PRS"	-1	"Cytosol"	"C05750"		"3-Oxooctanoyl-[acp]"
"3ooctdACP[c]"	"3-Oxooctadecanoyl-[acyl-carrier protein]"	"C29H54N2O9PRS"	"C29H53N2O9PRS"	-1	"Cytosol"	"C16219"		"3-Oxooctadecanoyl-[acp]"
"3oodcoa[c]"	"3-Oxooctadecanoyl-CoA"	"C39H68N7O18P3S"	"C39H64N7O18P3S"	-4	"Cytosol"	"C16216"		
"3opalmACP[c]"	"3-Oxohexadecanoyl-[acyl-carrier protein]"	"C27H50N2O9PRS"	"C27H49N2O9PRS"	-1	"Cytosol"	"C05762"		"3-Oxohexadecanoyl-[acp]"
"3ophb[c]"	"3-Octaprenyl-4-hydroxybenzoate"	"C47H70O3"	"C47H69O3"	-1	"Cytosol"	"C05809"		
"3otdcoa[c]"	"3-Oxotetradecanoyl-CoA"	"C35H60N7O18P3S"	"C35H56N7O18P3S"	-4	"Cytosol"	"C05261"		
"3oxdhscoa[c]"	"3-oxo-5,6-dehydrosuberyl-CoA"	"C29H44N7O20P3S"	"C29H39N7O20P3S"	-5	"Cytosol"			
"3pg[c]"	"3-Phospho-D-glycerate"	"C3H7O7P"	"C3H4O7P"	-3	"Cytosol"	"C00197"		"D-Glycerate 3-phosphate/ 3-Phosphoglycerate/ 3-phosphoglyceric acid"
"3php[c]"	"3-Phosphohydroxypyruvate"	"C3H5O7P"	"C3H2O7P"	-3	"Cytosol"	"C03232"		"3-Phosphohydroxypyruvic acid/ 3-Phosphonooxypyruvate/ 3-Phosphonooxypyruvic acid"
"3psme[c]"	"5-O-(1-Carboxyvinyl)-3-phosphoshikimate"	"C10H13O10P"	"C10H9O10P"	-4	"Cytosol"	"C01269"		"O5-(1-Carboxyvinyl)-3-phosphoshikimate/ 3-Phosphate-shikimate"
"3sala[c]"	"3-Sulfino-L-alanine"	"C3H7NO4S"	"C3H5NO4S"	-2	"Cytosol"	"C00606"	"1115-65-7"	"L-Cysteinesulfinic acid/ 3-sulphino-L-alanine/ 3-Sulfinoalanine/ L-Cysteine sulfinic acid"
"4abut[c]"	"4-Aminobutanoate"	"C4H9NO2"	"C4H9NO2"	0	"Cytosol"	"C00334"	12/02/56	"GABA/ 4-Aminobutanoic acid/ 4-Aminobutylate/ 4-Aminobutyric acid/ gamma-Aminobutyric acid/ (4-Aminobutyl)guanidine"
"4abutn[c]"	"4-Aminobutanal"	"C4H9NO"	"C4H10NO"	1	"Cytosol"	"C00555"		"gamma-aminobutanal/ 4-Aminobutyraldehyde/ 4-amino-Butyraldehyde"
"4abz[c]"	"4-Aminobenzoate"	"C7H7NO2"	"C7H6NO2"	-1	"Cytosol"	"C00568"	"150-13-0"	"p-Aminobenzoate/ 4-Aminobenzoic acid/ 4-Aminobenzoate/ ABEE/ p-Aminobenzoic acid/ PABA"
"4adcho[c]"	"4-amino-4-deoxychorismate"	"C10H11NO5"	"C10H10NO5"	-1	"Cytosol"	"C11355"		
"4ahmmp[c]"	"4-Amino-5-hydroxymethyl-2-methylpyrimidine"	"C6H9N3O"	"C6H9N3O"	0	"Cytosol"	"C01279"	"73-67-6"	"Toxopyrimidine/ 4-Amino-2-methyl-5-pyrimidinemethanol"
"4ampm[c]"	"4-Amino-2-methyl-5-phosphomethylpyrimidine"	"C6H10N3O4P"	"C6H8N3O4P"	-2	"Cytosol"	"C04556"		"4-Amino-5-phosphomethyl-2-methylpyrimidine/ 4-amino-2-methyl 5-hydroxymethylpyrimidine phosphate/ HMP-P"
"4c2me[c]"	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"	"C14H25N3O14P2"	"C14H23N3O14P2"	-2	"Cytosol"	"C11435"		
"4crsol[c]"	"p-Cresol"	"C7H8O"	"C7H8O"	0	"Cytosol"	"C01468"	"106-44-5"	"4-Cresol/ p-Cresol/ 4-Hydroxytoluene"
"4fe4s[c]"	"[4Fe-4S] iron-sulfur cluster"	"S4Fe4"	"S4Fe4"	2	"Cytosol"			
"4h2opntn[c]"	"4-Hydroxy-2-oxopentanoate"	"C5H8O4"	"C5H7O4"	-1	"Cytosol"	"C03589"	"111844-33-8"	"4-Hydroxy-2-oxopentanoate/ 4-Hydroxy-2-oxovalerate"
"4hbz[c]"	"4-Hydroxybenzoate"	"C7H6O3"	"C7H5O3"	-1	"Cytosol"	"C00156"	"99-96-7"	"Hydroxybenzenecarboxylic acid/ Hydroxybenzoic acid/ 4-Hydroxybenzoic acid"
"4hthr[c]"	"4-Hydroxy-L-threonine"	"C4H9NO4"	"C4H9NO4"	0	"Cytosol"	"C06056"		
"4mhetz[c]"	"4-Methyl-5-(2-hydroxyethyl)-thiazole"	"C6H9NOS"	"C6H9NOS"	0	"Cytosol"	"C04294"	"137-00-8"	"5-(2-Hydroxyethyl)-4-methylthiazole/ 4-Methyl-5-(2'-hydroxyethyl)-thiazole"
"4mop[c]"	"4-Methyl-2-oxopentanoate"	"C6H10O3"	"C6H9O3"	-1	"Cytosol"	"C00233"		"alpha-ketoisocaproate/ 2-Oxoisocaproate"
"4mpetz[c]"	"4-Methyl-5-(2-phosphoethyl)-thiazole"	"C6H10NO4PS"	"C6H8NO4PS"	-2	"Cytosol"	"C04327"		"4-Methyl-5-(2-phosphono-oxyethyl)-thiazole/ 4-methyl-5-(b-hydroxyethyl)thiazole phosphate"
"4pasp[c]"	"4-Phospho-L-aspartate"	"C4H8NO7P"	"C4H6NO7P"	-2	"Cytosol"	"C03082"		"L-4-Aspartyl phosphate"
"4per[c]"	"4-Phospho-D-erythronate"	"C4H9O8P"	"C4H6O8P"	-3	"Cytosol"	"C03393"		
"4ppan[c]"	"D-4'-Phosphopantothenate"	"C9H18NO8P"	"C9H15NO8P"	-3	"Cytosol"	"C03492"		"(R)-4'-Phosphopantothenate"
"4ppcys[c]"	"N-((R)-4-Phosphopantothenoyl)-L-cysteine"	"C12H23N2O9PS"	"C12H20N2O9PS"	-3	"Cytosol"	"C04352"		"(R)-4'-Phosphopantothenoyl-L-cysteine"
"4r5au[c]"	"4-(1-D-Ribitylamino)-5-aminouracil"	"C9H16N4O6"	"C9H16N4O6"	0	"Cytosol"	"C04732"		"4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine/ 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione"
"56dura[c]"	"5,6-dihydrouracil"	"C4H6N2O2"	"C4H6N2O2"	0	"Cytosol"	"C00429"	07/04/04	"dihydrouracil/ DI-H-uracil/ 2,4-dioxotetrahydropyrimidine/ 4,5-dihydrouracil"
"5aizc[c]"	"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate"	"C9H14N3O9P"	"C9H11N3O9P"	-3	"Cytosol"	"C04751"		"1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate/ 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate/ 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole/ 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole/ 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole/ 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate"
"5aop[c]"	"5-Amino-4-oxopentanoate"	"C5H9NO3"	"C5H9NO3"	0	"Cytosol"	"C00430"	"106-60-5"	"5-Aminolevulinate/ 5-Amino-4-oxovaleric acid"
"5aprbu[c]"	"5-Amino-6-(5'-phosphoribitylamino)uracil"	"C9H17N4O9P"	"C9H15N4O9P"	-2	"Cytosol"	"C04454"		"5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate"
"5apru[c]"	"5-Amino-6-(5'-phosphoribosylamino)uracil"	"C9H15N4O9P"	"C9H13N4O9P"	-2	"Cytosol"	"C01268"		"5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate"
"5caiz[c]"	"5-phosphoribosyl-5-carboxyaminoimidazole"	"C9H14N3O9P"	"C9H11N3O9P"	-3	"Cytosol"	"C15667"		"NCAIR"
"5dglcn[c]"	"5-Dehydro-D-gluconate"	"C6H10O7"	"C6H9O7"	-1	"Cytosol"	"C01062"		"5-k-gluconate/ 5-ketogluconate/ 5-Dehydrogluconate/ 5-keto-D-gluconate"
"5dh4dglc[c]"	"5-Dehydro-4-deoxy-D-glucarate"	"C6H8O7"	"C6H6O7"	-2	"Cytosol"	"C00679"		
"5drib[c]"	"5'-deoxyribose"	"C5H10O4"	"C5H10O4"	0	"Cytosol"			
"5fthf[c]"	"5-Formyltetrahydrofolate"	"C20H23N7O7"	"C20H21N7O7"	-2	"Cytosol"	"C03479"	05/09/58	"L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid/ Folinic acid/ 5-formyl-tetrahydrofolate"
"5mta[c]"	"5-Methylthioadenosine"	"C11H15N5O3S"	"C11H15N5O3S"	0	"Cytosol"	"C00170"	"2457-80-9"	"5'-S-Methylthioadenosine/ 5'-Methylthioadenosine/ Methylthioadenosine/ 5'-Deoxy-5'-(methylthio)adenosine"
"5mthf[c]"	"5-Methyltetrahydrofolate"	"C20H25N7O6"	"C20H24N7O6"	-1	"Cytosol"	"C00440"		"N5-methyl-tetrahydrofolate/ N5-methyl-5,6,7,8-tetrahydrofolate/ 5-methyl-5,6,7,8-tetrahydrofolate"
"5mtr[c]"	"5-Methylthio-D-ribose"	"C6H12O4S"	"C6H12O4S"	0	"Cytosol"	"C03089"		"S5-Methyl-5-thio-D-ribose"
"5prdmbz[c]"	"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole"	"C14H19N2O7P"	"C14H17N2O7P"	-2	"Cytosol"	"C04778"		"DMB-ribose-5'-P/ alpha-ribazole-5'-P"
"6hmhpt[c]"	"6-hydroxymethyl dihydropterin"	"C7H9N5O2"	"C7H9N5O2"	0	"Cytosol"			"6-hydroxymethyl-7,8-dihydropterin"
"6hmhptpp[c]"	"6-hydroxymethyl-dihydropterin pyrophosphate"	"C7H11N5O8P2"	"C7H8N5O8P2"	-3	"Cytosol"			"6-hydroxymethyl-7,8-dihydropterin pyrophosphate"
"6pgc[c]"	"6-Phospho-D-gluconate"	"C6H13O10P"	"C6H10O10P"	-3	"Cytosol"	"C00345"		"6-phosphogluconic acid/ D-gluconate 6-phosphate"
"6pgl[c]"	"6-phospho-D-glucono-1,5-lactone"	"C6H11O9P"	"C6H9O9P"	-2	"Cytosol"	"C01236"		"D-Glucono-1,5-lactone 6-phosphate"
"8aonn[c]"	"8-Amino-7-oxononanoate"	"C9H17NO3"	"C9H17NO3"	0	"Cytosol"	"C01092"		"7-keto-8-aminopelargonate"
"ACP[c]"	"acyl carrier protein"	"C11H22N2O7PRS"	"C11H21N2O7PRS"	-1	"Cytosol"	"C00229"		
"LalaDglu[c]"	"L-alanine-D-glutamate"	"C8H14N2O5"	"C8H13N2O5"	-1	"Cytosol"			"ala-L-glu-D/ alaglu"
"LalaDgluMdap[c]"	"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate"	"C15H26N4O8"	"C15H25N4O8"	-1	"Cytosol"			"ala-L-glu-D-A2pm"
"LalaDgluMdapDala[c]"	"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine"	"C18H31N5O9"	"C18H30N5O9"	-1	"Cytosol"			"ala-L-glu-D-A2pm-ala-D"
"LalaLglu[c]"	"L-alanine-L-glutamate"	"C8H14N2O5"	"C8H13N2O5"	-1	"Cytosol"			"ala-L-glu-L"
"N1aspmd[c]"	"N1-Acetylspermidine"	"C9H21N3O"	"C9H23N3O"	2	"Cytosol"	"C00612"	"34450-16-3"	
"Nmtrp[c]"	"N-Methyltryptophan"	"C12H14N2O2"	"C12H14N2O2"	0	"Cytosol"	"C02983"	"526-31-8"	"L-Abrine/ Abrine/ L-2-Methyltryptophan"
"Sfglutth[c]"	"S-Formylglutathione"	"C11H17N3O7S"	"C11H16N3O7S"	-1	"Cytosol"	"C01031"		
"aacald[c]"	"Aminoacetaldehyde"	"C2H5NO"	"C2H6NO"	1	"Cytosol"	"C06735"	"452-86-8"	"Aminoacetaldehyde"
"aacoa[c]"	"Acetoacetyl-CoA"	"C25H40N7O18P3S"	"C25H36N7O18P3S"	-4	"Cytosol"	"C00332"	"1420-36-6"	"3-ketobutanoyl-CoA/ 3-oxobutyroyl-CoA/ 3-acetoacetyl-CoA/ 3-ketobutyroyl-CoA/ Acetoacetyl coenzyme A/ 3-oxobutanoyl-CoA"
"aact[c]"	"Aminoacetone"	"C3H7NO"	"C3H8NO"	1	"Cytosol"	"C01888"	08/08/98	"1-Amino-2-propanone"
"ac[c]"	"Acetate"	"C2H4O2"	"C2H3O2"	-1	"Cytosol"	"C00033"	"71-50-1"	"vinegar/ Ethylic acid/ Vinegar acid/ Methanecarboxylic acid/ Acetic acid/ Ethanoic acid"
"acACP[c]"	"Acetyl-ACP"	"C13H24N2O8PRS"	"C13H23N2O8PRS"	-1	"Cytosol"	"C03939"		
"acac[c]"	"Acetoacetate"	"C4H6O3"	"C4H5O3"	-1	"Cytosol"	"C00164"	"541-50-4"	"Acetoacetic acid/ beta-Ketobutyric acid/ 3-Oxobutanoic acid"
"acald[c]"	"Acetaldehyde"	"C2H4O"	"C2H4O"	0	"Cytosol"	"C00084"	"75-07-0"	"Aldehyde C(2)/ acetylaldehyde/ Aceteldehyde/ Acetic aldehyde/ Ethyl aldehyde/ Aldehyde/ Ethanal"
"acanth[c]"	"N-Acetylanthranilate"	"C9H9NO3"	"C9H8NO3"	-1	"Cytosol"	"C06332"	"89-52-1"	"2-(Acetylamino)-benzoic acid/ 3-acetylaminobenzoic acid/ 3-Acetamidobenzoic acid"
"accoa[c]"	"Acetyl-CoA"	"C23H38N7O17P3S"	"C23H34N7O17P3S"	-4	"Cytosol"	"C00024"	"72-89-9"	"Acetyl coenzyme A"
"acetol[c]"	"Acetol"	"C3H6O2"	"C3H6O2"	0	"Cytosol"	"C05235"	09/06/16	"Hydroxyacetone/ 1-Hydroxy-2-propanone/ 2-Ketopropyl alcohol/ Acetone alcohol/ Pyruvinalcohol/ Pyruvic alcohol/ Methylketol"
"acg5p[c]"	"N-Acetyl-L-glutamyl 5-phosphate"	"C7H12NO8P"	"C7H9NO8P"	-3	"Cytosol"	"C04133"		"N-Acetyl-L-glutamate 5-phosphate"
"acg5sa[c]"	"N-Acetyl-L-glutamate 5-semialdehyde"	"C7H11NO4"	"C7H10NO4"	-1	"Cytosol"	"C01250"		"2-Acetamido-5-oxopentanoate"
"acgam[c]"	"N-Acetyl-D-glucosamine"	"C8H15NO6"	"C8H15NO6"	0	"Cytosol"	"C00140"	"7512-17-6"	"N-Acetylchitosamine/ 2-Acetamido-2-deoxy-D-glucose/ GlcNAc"
"acgam1p[c]"	"N-Acetyl-D-glucosamine 1-phosphate"	"C8H16NO9P"	"C8H14NO9P"	-2	"Cytosol"	"C04256"		
"acgam6p[c]"	"N-Acetyl-D-glucosamine 6-phosphate"	"C8H16NO9P"	"C8H14NO9P"	-2	"Cytosol"	"C00357"	"102029-88-9"	
"acglc-D[c]"	"6-Acetyl-D-glucose"	"C8H14O7"	"C8H14O7"	0	"Cytosol"	"C02655"	"107-85-7"	
"acglu[c]"	"N-Acetyl-L-glutamate"	"C7H11NO5"	"C7H9NO5"	-2	"Cytosol"	"C00624"	"1188-37-0"	"N-Acetyl-L-glutamic acid"
"acmalt[c]"	"Acetyl-maltose"	"C14H24O12"	"C14H24O12"	0	"Cytosol"	"C02130"		
"acmana[c]"	"N-Acetyl-D-mannosamine"	"C8H15NO6"	"C8H15NO6"	0	"Cytosol"	"C00645"	"3615-17-6"	"2-Acetamido-2-deoxy-D-monnose"
"acmanap[c]"	"N-Acetyl-D-mannosamine 6-phosphate"	"C8H16NO9P"	"C8H14NO9P"	-2	"Cytosol"	"C04257"	"157296-99-6"	"N-Acetyl-D-mannosamine 6-phosphate/ N-Acetylmannosamine 6-phosphate"
"acmum6p[c]"	"N-acetylmuramate 6-phosphate"	"C11H20NO11P"	"C11H17NO11P"	-3	"Cytosol"	"C16698"		"N-Acetylmuramate-6-phosphate/ MurNAc-6-p"
"acnam[c]"	"N-Acetylneuraminate"	"C11H19NO9"	"C11H18NO9"	-1	"Cytosol"	"C00270"	"131-48-6"	"5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid/ N-Acetylneuraminic acid/ Neu5Ac"
"acon-C[c]"	"cis-Aconitate"	"C6H6O6"	"C6H3O6"	-3	"Cytosol"	"C00417"	"585-84-2"	"cis-1,2,3-Propenetricarboxylic acid/ (Z)-1-Propene-1,2,3-tricarboxylic acid/ cis-Aconitic acid"
"acon-T[c]"	"trans-Aconitate"	"C6H6O6"	"C6H3O6"	-3	"Cytosol"	"C02341"	"4023-65-8"	"trans-1,2,3-Propenetricarboxylic acid/ trans-Aconitic acid"
"aconm[c]"	"E-3-carboxy-2-pentenedioate 6-methyl ester"	"C7H8O6"	"C7H6O6"	-2	"Cytosol"	"C11514"		"6-methyl ester of trans-aconitate"
"acorn[c]"	"N2-Acetyl-L-ornithine"	"C7H14N2O3"	"C7H14N2O3"	0	"Cytosol"	"C00437"		
"acser[c]"	"O-Acetyl-L-serine"	"C5H9NO4"	"C5H9NO4"	0	"Cytosol"	"C00979"	"66638-22-0"	"O3-Acetyl-L-serine"
"actACP[c]"	"Acetoacetyl-ACP"	"C15H26N2O9PRS"	"C15H25N2O9PRS"	-1	"Cytosol"	"C05744"		
"actp[c]"	"Acetyl phosphate"	"C2H5O5P"	"C2H3O5P"	-2	"Cytosol"	"C00227"	"19926-71-7"	
"ade[c]"	"Adenine"	"C5H5N5"	"C5H5N5"	0	"Cytosol"	"C00147"	"73-24-5"	"A/ Ade/ 1H-Purin-6-amine/ Adeninimine/ Vitamin B4/ 6-Aminopurine"
"adn[c]"	"Adenosine"	"C10H13N5O4"	"C10H13N5O4"	0	"Cytosol"	"C00212"	"58-61-7"	"9-beta-D-Ribofuranosyladenine/ Adenocard/ 9-B-D-ribofuranosyl-9H-purin-6-amine/ rA/ Adenine riboside"
"adocbi[c]"	"Adenosyl cobinamide"	"C58H83CoN16O11"	"C58H84CoN16O11"	1	"Cytosol"	"C06508"		"Adenosyl cobinamide"
"adocbip[c]"	"Adenosyl cobinamide phosphate"	"C58H84CoN16O14P"	"C58H83CoN16O14P"	-1	"Cytosol"	"C06509"		"Adenosyl cobinamide phosphate"
"adocbl[c]"	"Adenosylcobalamin"	"C72H100CoN18O17P"	"C72H100CoN18O17P"	0	"Cytosol"	"C00194"	"13870-90-1"	"Dibencozide/ Funacomide/ Adenosylcobalamin/ Deoxyadenosylcobalamin/ Cobamamide/ Vitamin B12 coenzyme/ (5'-Deoxy-5'-adenosyl)cobamide coenzyme/ 6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide/ 6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide/ 5'-Deoxy-5'-adenosyl-5/ 6-dimethylbenzimidazolyl)cobamide coenzyme/ 6-dimethylbenzimidazolylcobamide/ 5'-Deoxy-5'-adenosyl vitamin B12/ Calomide/ Coenzyme B12/ DMBC coenzyme/ 6-Dimethylbenzimidazolyl)cobamide coenzyme/ 5'-Deoxy-5'-adenosylcobalamin/ Cobalamin coenzyme"
"adp[c]"	"ADP"	"C10H15N5O10P2"	"C10H12N5O10P2"	-3	"Cytosol"	"C00008"	"58-64-0"	"Adenosine 5'-diphosphate"
"adpglc[c]"	"ADPglucose"	"C16H25N5O15P2"	"C16H23N5O15P2"	-2	"Cytosol"	"C00498"		"Adenosine diphosphoglucose"
"adphep-DD[c]"	"ADP-D-glycero-D-manno-heptose"	"C17H27N5016P2"	"C17H25N5O16P2"	-2	"Cytosol"	"C06397"	"119-61-9"	"ADP-D-glycero-D-manno-heptose"
"adphep-LD[c]"	"ADP-L-glycero-D-manno-heptose"	"C17H27N5O16P2"	"C17H25N5O16P2"	-2	"Cytosol"	"C06398"		
"adprib[c]"	"ADPribose"	"C15H23N5O14P2"	"C15H21N5O14P2"	-2	"Cytosol"	"C00301"		"ADP-D-ribose/ ADP-ribose/ adenosine diphosphate ribose/ adenine-diphosphate-ribose"
"ag[c]"	"silver"	"Ag"	"Ag"	1	"Cytosol"	"C06710"	"7440-22-4"	"Argentum/ Ag/ Ag+"
"agdpcbi[c]"	"Adenosine-GDP-cobinamide"	"C68H96CoN21O21P2"	"C68H95CoN21O21P2"	-1	"Cytosol"	"C06510"		"Adenosylcobinamide-GDP/ Adenosine-GDP-cobinamide"
"agm[c]"	"Agmatine"	"C5H14N4"	"C5H16N4"	2	"Cytosol"	"C00179"	"306-60-5"	"(4-Aminobutyl) guanidine"
"ahcys[c]"	"S-Adenosyl-L-homocysteine"	"C14H20N6O5S"	"C14H20N6O5S"	0	"Cytosol"	"C00021"	"979-92-0"	"S-Adenosylhomocysteine"
"ahdt[c]"	"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate"	"C9H16N5O13P3"	"C9H12N5O13P3"	-4	"Cytosol"	"C04895"		"7,8-Dihydroneopterin 3'-triphosphate/ 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin/ 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate/ 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin/ dihydroneopterin triphosphate/ H2-neopterin triphosphate"
"aicar[c]"	"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide"	"C9H15N4O8P"	"C9H13N4O8P"	-2	"Cytosol"	"C04677"	"3031-94-5"	"5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole/ 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide/ 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide/ AICAR/ 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide/ 5-Aminoimidazole-4-carboxamide ribotide"
"air[c]"	"5-amino-1-(5-phospho-D-ribosyl)imidazole"	"C8H14N3O7P"	"C8H12N3O7P"	-2	"Cytosol"	"C03373"	"25635-88-5"	"Aminoimidazole ribotide/ AIR/ 1-(5'-Phosphoribosyl)-5-aminoimidazole/ 5'-Phosphoribosyl-5-aminoimidazole/ 1-(5-Phospho-D-ribosyl)-5-aminoimidazole"
"akg[c]"	"2-Oxoglutarate"	"C5H6O5"	"C5H4O5"	-2	"Cytosol"	"C00026"	"328-50-7"	"alpha-Ketoglutarate/ Oxoglutaric acid/ 2-Ketoglutaric acid/ alpha-Ketoglutaric Acid"
"ala-B[c]"	"beta-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Cytosol"	"C00099"	"107-95-9"	"3-aminopropionic acid/ 3-Aminopropanoate"
"ala-D[c]"	"D-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Cytosol"	"C00133"	"338-69-2"	"D-2-Aminopropionic acid"
"ala-L[c]"	"L-Alanine"	"C3H7NO2"	"C3H7NO2"	0	"Cytosol"	"C00041"	"56-41-7"	"L-2-Aminopropionic acid/ L-alpha-Alanine"
"alaala[c]"	"D-Alanyl-D-alanine"	"C6H12N2O3"	"C6H12N2O3"	0	"Cytosol"	"C00993"	"923-16-0"	"DalaDala/ D-ala-D-ala"
"alac-S[c]"	"(S)-2-Acetolactate"	"C5H8O4"	"C5H7O4"	-1	"Cytosol"	"C06010"		"(S)-2-Hydroxy-2-methyl-3-oxobutanoate"
"alatrna[c]"	"L-Alanyl-tRNA(Ala)"	"C3H5NOR"	"C3H6NOR"	1	"Cytosol"	"C00886"		"L-Alanyl-tRNA"
"all-D[c]"	"D-Allose"	"C6H12O6"	"C6H12O6"	0	"Cytosol"	"C01487"	"2595-97-3"	"D-Allose"
"all6p[c]"	"D-Allose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Cytosol"	"C02962"	"147-94-4"	"D-Allose 6-phosphate"
"alltn[c]"	"Allantoin"	"C4H6N4O3"	"C4H6N4O3"	0	"Cytosol"	"C01551"	"97-59-6"	"5-Ureidohydantoin/ Glyoxyldiureide/ Ureidohydantoin/ Paxyl/ Hemocane"
