"Object ID"	"Gene Name"	"Names"	"Left-End-Position"	"Right-End-Position"
"EG30060"	EG30060	"metV" // "metZbeta" // "metX" // "metZ-&beta;" // "metZb" // "b2816" // "ECK2812"	2947607	2947683
"G6081"	G6081	"yaaX" // "b0005" // "ECK0005"	5234	5530
"G7868"	G7868	"qorB" // "ytfG" // "b4211" // "ECK4207"	4433164	4434024
"EG11138"	EG11138	"nudB" // "yebD" // "ntpA" // "b1865" // "ECK1866"	1948180	1948632
"EG30044"	EG30044	"ileU" // "tilD" // "b3277" // "ECK3264"	3427076	3427152
"EG12067"	EG12067	"napA" // "yojD" // "yojC" // "yojE" // "b2206" // "ECK2198"	2300267	2302753
"EG12171"	EG12171	"yjjI" // "yjjH" // "b4380" // "ECK4372"	4615515	4617065
"G7740"	G7740	"nudE" // "yrfE" // "b3397" // "ECK3384"	3525589	3526149
"EG11260"	EG11260	"yifB" // "b3765" // "ECK3758"	3948449	3949969
"EG10355"	EG10355	"fucU" // "b2804" // "ECK2799"	2938888	2939310
"EG30028"	EG30028	"glnU" // "glnUalpha" // "supB" // "trnA" // "b0670" // "ECK0659"	696865	696939
"EG11695"	EG11695	"yidG" // "b3675" // "ECK3666"	3855608	3855970
"G7721"	G7721	"yhfK" // "b3358" // "ECK3346"	3486791	3488893
"EG10435"	EG10435	"hflC" // "hflA" // "b4175" // "ECK4171"	4403300	4404304
"EG30010"	EG30010	"alaV" // "b0203" // "ECK0203"	225500	225575
"EG10638"	EG10638	"narG" // "chlC" // "narC" // "b1224" // "ECK1218"	1279864	1283607
"G7614"	G7614	"yqjK" // "b3100" // "ECK3091"	3250077	3250376
"G7717"	G7717	"kefG" // "yheR" // "b3351" // "ECK3339"	3480607	3481161
"G7579"	G7579	"cpdA" // "icc" // "b3032" // "ECK3023"	3176006	3176833
"M010"	M010	"mhpA" // "b0347" // "ECK0344"	368611	370275
"G6389"	G6389	"valZ" // "valTb" // "valTbeta" // "b0746" // "ECK0735"	781068	781143
"G7156"	G7156	"yfaT" // "b2229" // "ECK2221"	2334336	2334959
"G7636"	G7636	"agaI" // "yraG" // "b3141" // "ECK3129"	3286270	3287025
"EG10436"	EG10436	"hflK" // "hslY" // "hflA" // "b4174" // "ECK4170"	4402038	4403297
"EG30097"	EG30097	"serX" // "b1032" // "ECK1018"	1097565	1097652
"EG11946"	EG11946	"nrfC" // "yjcJ" // "b4072" // "ECK4065"	4289808	4290479
"G6860"	G6860	"ydgH" // "b1604" // "ECK1599"	1678427	1679371
"G7599"	G7599	"ygjK" // "b3080" // "ECK3070"	3228888	3231239
"EG10535"	EG10535	"lit" // "b1139" // "ECK1125"	1198695	1199588
"G6711"	G6711	"paaC" // "ydbP" // "b1390" // "ECK1387"	1455164	1455910
"EG30057"	EG30057	"lysW" // "lysT-beta" // "lysTbeta" // "su" // "b0745" // "ECK0734"	780843	780918
"G6473"	G6473	"ycbJ" // "b0919" // "ECK0910"	971752	972645
"G7490"	G7490	"ygeX" // "b2871" // "ECK2867"	3007510	3008706
"EG11626"	EG11626	"artQ" // "b0862" // "ECK0853"	901534	902250
"EG11306"	EG11306	"lipA" // "lip" // "b0628" // "ECK0621"	659251	660216
"EG30041"	EG30041	"glyY" // "glyVgamma" // "b4165" // "ECK4161"	4392583	4392658
"EG10331"	EG10331	"frdB" // "b4153" // "ECK4149"	4379783	4380517
"EG12868"	EG12868	"yciN" // "b1273" // "ECK1267"	1330417	1330668
"G7408"	G7408	"yqaB" // "b2690" // "ECK2685"	2816937	2817503
"EG11591"	EG11591	"lipB" // "cde" // "lip" // "b0630" // "ECK0623"	661637	662278
"G6141"	G6141	"yagF" // "b0269" // "ECK0270"	283201	285168
"EG30023"	EG30023	"aspT" // "tasC" // "b3760" // "ECK3754"	3946872	3946948
"EG12025"	EG12025	"sanA" // "sfiXSt" // "yeiF" // "b2144" // "ECK2137"	2232878	2233597
"G7164"	G7164	"nudI" // "yfaO" // "b2251" // "ECK2244"	2364554	2364979
"EG11223"	EG11223	"argH" // "b3960" // "ECK3951"	4156850	4158223
"EG11796"	EG11796	"lplA" // "yjjF" // "slr" // "b4386" // "ECK4378"	4623101	4624117
"EG30113"	EG30113	"valX" // "valU-beta" // "valUbeta" // "b2402" // "ECK2396"	2521051	2521126
"EG11814"	EG11814	"torA" // "b0997" // "ECK0988"	1059256	1061802
"EG11660"	EG11660	"yedE" // "b1929" // "ECK1928"	2008277	2009482
"G7160"	G7160	"rhmD" // "yfaW" // "b2247" // "ECK2240"	2360209	2361414
"EG10255"	EG10255	"eco" // "eti" // "b2209" // "ECK2201"	2303905	2304393
"EG12768"	EG12768	"kbaY" // "yraC" // "kba" // "agaY" // "b3137" // "ECK3125"	3283143	3284003
"EG30094"	EG30094	"serU" // "supH" // "Su-1" // "ftsM" // "su1" // "supD" // "b1975" // "ECK1971"	2043468	2043557
"G7555"	G7555	"yghW" // "b2998" // "ECK2992"	3146450	3146737
"G7158"	G7158	"yfaU" // "b2245" // "ECK2238"	2358042	2358845
"EG10068"	EG10068	"argG" // "b3172" // "ECK3161"	3318637	3319980
"EG11034"	EG11034	"tsr" // "cheD" // "b4355" // "ECK4345"	4591657	4593312
"EG30054"	EG30054	"leuZ" // "b1909" // "ECK1908"	1991815	1991901
"EG10233"	EG10233	"dmsB" // "b0895" // "ECK0886"	943414	944031
"G7035"	G7035	"yecR" // "b1904" // "ECK1903"	1988222	1988545
"G7145"	G7145	"preT" // "yeiT" // "b2146" // "ECK2139"	2234033	2235271
"EG10987"	EG10987	"tap" // "b1885" // "ECK1886"	1969383	1970984
"EG12287"	EG12287	"sgbE" // "yiaS" // "b3583" // "ECK3572"	3750086	3750781
"EG30038"	EG30038	"glyV" // "glyValpha" // "ins" // "mutA" // "suA58" // "suA78" // "b4163" // "ECK4159"	4392360	4392435
"G6841"	G6841	"ynfB" // "b1583" // "ECK1578"	1655808	1656149
"G7123"	G7123	"yegS" // "b2086" // "ECK2082"	2168712	2169611
"EG10065"	EG10065	"argC" // "Arg2" // "b3958" // "ECK3949"	4155001	4156005
"EG12854"	EG12854	"cpoB" // "ybgF" // "b0742" // "ECK0731"	779598	780389
"EG30020"	EG30020	"asnT" // "b1977" // "ECK1973"	2044549	2044624
"EG11380"	EG11380	"appC" // "cbdA" // "cyxA" // "b0978" // "ECK0969"	1037740	1039284
"G6385"	G6385	"ybgO" // "b0716" // "ECK0705"	747921	748982
"G6810"	G6810	"glsB" // "yneH" // "b1524" // "ECK1517"	1612325	1613251
"EG10811"	EG10811	"pyrI" // "b4244" // "ECK4239"	4470986	4471447
"EG11846"	EG11846	"yihT" // "squT" // "b3881" // "ECK3874"	4071773	4072651
"EG30110"	EG30110	"valU" // "valUalpha" // "b2401" // "ECK2395"	2520931	2521006
"EG12842"	EG12842	"ybjC" // "b0850" // "ECK0841"	890913	891200
"G6791"	G6791	"ydeP" // "b1501" // "ECK1494"	1584207	1586486
"EG11627"	EG11627	"artM" // "b0861" // "ECK0852"	900866	901534
"EG11682"	EG11682	"ptsN" // "yhbI" // "rpoP" // "b3204" // "ECK3193"	3346578	3347069
"EG30068"	EG30068	"proM" // "proU" // "b3799" // "ECK3792"	3982735	3982811
"EG10647"	EG10647	"narY" // "chlZ" // "b1467" // "ECK1461"	1537309	1538853
"EG11931"	EG11931	"yjbM" // "b4048" // "ECK4040"	4260599	4261306
"G6731"	G6731	"azoR" // "acpD" // "b1412" // "ECK1405"	1482255	1482860
"EG10149"	EG10149	"cheW" // "b1887" // "ECK1888"	1972836	1973339
"EG11055"	EG11055	"uidA" // "gurA" // "gusA" // "b1617" // "ECK1612"	1694260	1696071
"EG30051"	EG30051	"leuV" // "leuValpha" // "b4368" // "ECK4359"	4606079	4606165
"EG11607"	EG11607	"yciI" // "b1251" // "ECK1245"	1310569	1310865
"G6727"	G6727	"ynbA" // "b1408" // "ECK1401"	1477621	1478226
"EG11286"	EG11286	"argE" // "b3957" // "ECK3948"	4153696	4154847
"G6550"	G6550	"ymdB" // "b1045" // "ECK1031"	1105820	1106353
"EG30035"	EG30035	"gltW" // "b2590" // "ECK2588"	2729369	2729444
"EG10174"	EG10174	"cydB" // "cyd-2" // "b0734" // "ECK0722"	773042	774181
"EG11927"	EG11927	"yjbI" // "sgdG?" // "b4038" // "ECK4030"	4250955	4252283
"G6717"	G6717	"paaI" // "ydbV" // "b1396" // "ECK1393"	1460471	1460893
"EG11238"	EG11238	"ybhB" // "b0773" // "ECK0762"	807433	807909
"GB4478"	GB4478	"dgoD" // "b3692 (obsolete)" // "yidU" // "b4478" // "ECK3684"	3871850	3872998
"EG30017"	EG30017	"argX" // "b3796" // "ECK3789"	3982375	3982451
"EG11719"	EG11719	"yidX" // "b3696" // "ECK3688"	3875438	3876094
"G6701"	G6701	"ydbK" // "pfo" // "b1378" // "ECK1374"	1437260	1440784
"EG10069"	EG10069	"argI" // "b4254" // "ECK4247"	4477307	4478311
"G6116"	G6116	"yafN" // "b0232" // "ECK0233"	252005	252298
"G7387"	G7387	"ileY" // "b2652" // "ECK2648"	2785762	2785837
"G6849"	G6849	"dmsD" // "ynfI" // "b1591" // "ECK1586"	1664506	1665120
"EG11467"	EG11467	"yigI" // "b3820" // "ECK3814"	4004230	4004697
"G6580"	G6580	"nudJ" // "ymfB" // "b1134" // "ECK1120"	1193827	1194288
"EG10988"	EG10988	"tar" // "cheM" // "b1886" // "ECK1887"	1971030	1972691
"G7724"	G7724	"frlC" // "b3373 (obsolete)" // "yhfP" // "yhfO" // "b3372 (obsolete)" // "b4474" // "ECK3360"	3502340	3503170
"EG30107"	EG30107	"tyrU" // "sup15B" // "supM" // "supZ" // "b3977" // "ECK3968"	4175472	4175556
"EG11161"	EG11161	"yggC" // "b2928" // "ECK2924"	3073976	3074689
"G6556"	G6556	"solA" // "b1059" // "ECK1044"	1119468	1120586
"EG11628"	EG11628	"artJ" // "b0860" // "ECK0851"	899844	900575
"G0-10473"	G0-10473	"topAI" // "yjhX" // "b4566" // "ECK4298"	4533796	4534053
"EG30065"	EG30065	"pheV" // "pheC" // "b2967" // "ECK2962"	3110366	3110441
"EG10639"	EG10639	"narH" // "chlC" // "b1225" // "ECK1219"	1283604	1285142
"G7876"	G7876	"ytfP" // "b4222" // "ECK4218"	4447894	4448235
"G6539"	G6539	"ghrA" // "ycdW" // "b1033" // "ECK1019"	1097886	1098824
"EG10564"	EG10564	"malY" // "b1622" // "ECK1617"	1700957	1702129
"G7128"	G7128	"gatZ" // "b2095" // "ECK2088"	2175059	2176321
"EG30048"	EG30048	"leuQ" // "leuVgamma" // "b4370" // "ECK4361"	4606315	4606401
"G7734"	G7734	"yhfY" // "b3382" // "ECK3369"	3511060	3511422
"G6456"	G6456	"hcr" // "ybjV" // "b0872" // "ECK0863"	911182	912150
"EG10063"	EG10063	"argA" // "Arg2" // "Arg1" // "b2818" // "ECK2814"	2949242	2950573
"EG11835"	EG11835	"yihI" // "b3866" // "ECK3859"	4051347	4051856
"EG30032"	EG30032	"gltT" // "tgtB" // "b3969" // "ECK3961"	4168372	4168447
"EG10332"	EG10332	"frdC" // "b4152" // "ECK4148"	4379377	4379772
"G7613"	G7613	"yqjE" // "b3099" // "ECK3090"	3249683	3250087
"G6437"	G6437	"yliI" // "b0837" // "ECK0827"	878742	879857
"EG10170"	EG10170	"cyaA" // "cya" // "b3806" // "ECK3800"	3991153	3993699
"G6708"	G6708	"paaZ" // "ydbN" // "maoC" // "b1387" // "ECK1384"	1451597	1453642
"EG30014"	EG30014	"argU" // "dnaY" // "pin" // "b0536" // "ECK0529"	564723	564799
"G7495"	G7495	"yqeC" // "b2876" // "ECK2872"	3014287	3015057
"G6428"	G6428	"fsaA" // "ybiZ" // "fsa" // "mipB" // "b0825" // "ECK0815"	863642	864304
"EG11624"	EG11624	"artP" // "b0864" // "ECK0855"	903006	903734
"G6301"	G6301	"ybcL" // "b0545" // "ECK0536"	570893	571444
"EG30104"	EG30104	"thrW" // "b0244" // "ECK0245"	262871	262946
"EG10234"	EG10234	"dmsC" // "b0896" // "ECK0887"	944033	944896
"G7317"	G7317	"yfgI" // "b2506" // "ECK2502"	2630326	2630865
"G6326"	G6326	"ybdK" // "b0581" // "ECK0573"	606265	607383
"EG11018"	EG11018	"trg" // "b1421" // "ECK1415"	1492470	1494110
"EG12279"	EG12279	"yiaK" // "b3575" // "ECK3564"	3742733	3743731
"EG30061"	EG30061	"metY" // "b3171" // "ECK3160"	3318213	3318289
"G7109"	G7109	"yegI" // "b2070" // "ECK2064"	2149039	2150985
"G6261"	G6261	"glsA" // "ybaS" // "b0485" // "ECK0479"	511641	512573
"EG10067"	EG10067	"argF" // "b0273" // "ECK0274"	289301	290305
"G0-10617"	G0-10617	"sgrT" // "b4662" // "ECK4477"	77388	77519
"EG30045"	EG30045	"ileV" // "b0202" // "ECK0202"	225381	225457
"EG11529"	EG11529	"ftsN" // "msgA" // "b3933" // "ECK3925"	4122380	4123339
"G6956"	G6956	"ynjI" // "b1762" // "ECK1760"	1843831	1844871
"EG12702"	EG12702	"ycaK" // "b0901" // "ECK0892"	949668	950258
"EG12314"	EG12314	"yacG" // "b0101" // "ECK0101"	111649	111846
"EG11729"	EG11729	"yieL" // "b3719" // "ECK3712"	3899408	3900577
"EG30029"	EG30029	"glnV" // "Su2" // "glnValpha" // "suII" // "supE" // "b0665" // "ECK0656"	696542	696616
"G6797"	G6797	"ydeU" // "yneO" // "b4696" // "b1509" // "ECK1502"	1592665	1594065
"EG12633"	EG12633	"nudF" // "trgB" // "aspP" // "yqiE" // "b3034" // "ECK3025"	3177281	3177910
"EG10064"	EG10064	"argB" // "b3959" // "ECK3950"	4156013	4156789
"EG10776"	EG10776	"pspA" // "cog" // "b1304" // "ECK1299"	1368079	1368747
"EG30011"	EG30011	"alaW" // "alaWalpha" // "b2397" // "ECK2391"	2518156	2518231
"EG10345"	EG10345	"ftsX" // "ftsS" // "b3462" // "ECK3446"	3601028	3602086
"G6504"	G6504	"gfcE" // "yccZ" // "b0983" // "ECK0974"	1044664	1045803
"EG12409"	EG12409	"aegA" // "yffG" // "b2468" // "ECK2463"	2583546	2585525
"EG11859"	EG11859	"fdhD" // "b3895" // "ECK3888"	4086016	4086849
"EG11288"	EG11288	"mak" // "yajF" // "b0394" // "ECK0389"	410144	411052
"G436"	G436	"nanT" // "b3224" // "ECK3213"	3371084	3372574
"G6363"	G6363	"ybeZ" // "phoL" // "b0660" // "ECK0652"	692338	693378
"EG12318"	EG12318	"cueO" // "yacK" // "b0123" // "ECK0122"	137083	138633
"EG11598"	EG11598	"moaE" // "chlA5" // "b0785" // "ECK0774"	819295	819747
"EG10632"	EG10632	"nagA" // "b0677" // "ECK0665"	701603	702751
"G0-10261"	G0-10261	"ymgF" // "b4520" // "ECK1156"	1218983	1219201
"G0-9541"	G0-9541	"yjdP" // "b4487" // "ECK4084"	4313868	4314197
"EG12298"	EG12298	"yibQ" // "b3614" // "ECK3604"	3788101	3789060
"EG11595"	EG11595	"moaA" // "bisA" // "chlA" // "chlA1" // "narA" // "b0781" // "ECK0770"	817044	818033
"EG10348"	EG10348	"fucA" // "fucC" // "prd" // "b2800" // "ECK2795"	2933041	2933688
"EG10637"	EG10637	"nanA" // "npl" // "b3225" // "ECK3214"	3372683	3373576
"G0-10441"	G0-10441	"cydX" // "ybgT" // "b4515" // "ECK0723"	774196	774309
"EG12293"	EG12293	"yiaY" // "b3589" // "ECK3578"	3756676	3757827
"EG10153"	EG10153	"moeA" // "bisB" // "chlE" // "narE" // "b0827" // "ECK0817"	865129	866364
"EG10633"	EG10633	"nagB" // "glmD" // "b0678" // "ECK0666"	702811	703611
"EG10618"	EG10618	"mukB" // "b0924" // "ECK0915"	976326	980786
"EG12336"	EG12336	"yaeH" // "b0163" // "ECK0162"	183709	184095
"EG12172"	EG12172	"hinT" // "ycfF" // "b1103" // "ECK1089"	1161885	1162244
"G7496"	G7496	"mocA" // "ygfJ" // "b2877" // "ECK2873"	3015160	3015738
"EG10114"	EG10114	"bglB" // "blgA" // "b3721" // "ECK3714"	3902289	3903701
"EG10382"	EG10382	"glmS" // "b3729" // "ECK3722"	3911839	3913668
"EG12106"	EG12106	"hofB" // "hopB" // "b0107" // "ECK0106"	115714	117099
"EG12069"	EG12069	"mqo" // "yojH" // "b2210" // "ECK2202"	2305108	2306754
"EG11666"	EG11666	"moaC" // "chlA3" // "b0783" // "ECK0772"	818570	819055
"G7676"	G7676	"nanK" // "yhcI" // "b3222" // "ECK3211"	3369475	3370350
"EG12855"	EG12855	"matP" // "ycbG" // "b0956" // "ECK0947"	1018485	1018937
"EG12021"	EG12021	"yohH" // "b2139" // "ECK2132"	2228549	2228686
"EG11905"	EG11905	"fsaB" // "yijG" // "talC" // "b3946" // "ECK3938"	4139046	4139708
"EG11596"	EG11596	"moaB" // "chlA2" // "b0782" // "ECK0771"	818055	818567
"G6626"	G6626	"dhaL" // "ysgS" // "ycgS" // "dhaK2" // "b1199" // "ECK1187"	1249125	1249757
"EG11553"	EG11553	"glmM" // "yhbF" // "mrsA" // "b3176" // "ECK3165"	3322733	3324070
"EG11916"	EG11916	"yjaG" // "b3999" // "ECK3991"	4199504	4200094
"EG11850"	EG11850	"yihX" // "b3885" // "ECK3878"	4075553	4076152
"EG10154"	EG10154	"moeB" // "chlN" // "b0826" // "ECK0816"	864380	865129
"EG10635"	EG10635	"nagE" // "pstN" // "ptsN" // "b0679" // "ECK0667"	703944	705890
"EG12297"	EG12297	"envC" // "yibP" // "slm11" // "b3613" // "ECK3603"	3786838	3788097
"EG11690"	EG11690	"yicN" // "b3663" // "ECK3654"	3841950	3842402
"EG11761"	EG11761	"pptA" // "ydcE" // "b1461" // "ECK1455"	1533052	1533285
"EG12427"	EG12427	"modA" // "b0763" // "ECK0752"	795089	795862
"EG20248"	EG20248	"uxuB" // "b4323" // "ECK4314"	4552901	4554361
"EG10605"	EG10605	"mrcB" // "pbpF" // "ponB" // "b0149" // "ECK0148"	164730	167264
"EG11315"	EG11315	"yhdH" // "acuI" // "b3253" // "ECK3241"	3403484	3404458
"EG11728"	EG11728	"yieK" // "b3718" // "ECK3711"	3898671	3899393
"EG11829"	EG11829	"mobA" // "chlB" // "mob" // "narB" // "b3857" // "ECK3849"	4041415	4041999
"G7677"	G7677	"nanE" // "yhcJ" // "b3223" // "ECK3212"	3370347	3371036
"EG11183"	EG11183	"damX" // "yhfB" // "b3388" // "ECK3375"	3516020	3517306
"EG11139"	EG11139	"yecA" // "b1908" // "ECK1907"	1990954	1991619
"EG11692"	EG11692	"adeD" // "adeC(B.s.)" // "adu" // "yicP" // "ade" // "b3665" // "ECK3656"	3843964	3845730
"EG11597"	EG11597	"moaD" // "chlA4" // "chlM" // "b0784" // "ECK0773"	819048	819293
"EG12272"	EG12272	"ghrB" // "tkrA" // "yiaE" // "b3553" // "ECK3540"	3717310	3718284
"EG30100"	EG30100	"ssrA" // "sipB" // "b2621" // "ECK2617"	2755593	2755955
"G7864"	G7864	"ytfB" // "b4206" // "ECK4202"	4428079	4428717
"EG11568"	EG11568	"kefF" // "yabF" // "b0046" // "ECK0047"	47246	47776
"EG10769"	EG10769	"proC" // "pro(3)" // "Pro2" // "pro3" // "b0386" // "ECK0381"	404835	405644
"EG11511"	EG11511	"mog" // "yaaG" // "bisD" // "chlG" // "mogA" // "b0009" // "ECK0009"	9306	9893
"EG10856"	EG10856	"rna" // "rnsA" // "b0611" // "ECK0604"	644197	645003
"EG10598"	EG10598	"minE" // "minB" // "b1174" // "ECK1162"	1224279	1224545
"G7699"	G7699	"yrdD" // "b3283" // "ECK3270"	3431420	3431962
"EG11438"	EG11438	"yceF" // "b1087" // "ECK1072"	1146011	1146595
"EG10152"	EG10152	"modC" // "chlD" // "narD" // "b0765" // "ECK0754"	796554	797612
"EG11893"	EG11893	"dacD" // "phsE" // "yeeC" // "b2010" // "ECK2004"	2081381	2082547
"EG11879"	EG11879	"rraA" // "menG" // "yiiV" // "b3929" // "ECK3921"	4118845	4119330
"G7605"	G7605	"ygjQ" // "b3086" // "ECK3076"	3236540	3237232
"EG11298"	EG11298	"yhdE" // "b3248" // "ECK3236"	3397785	3398378
"EG10767"	EG10767	"proA" // "pro(1)" // "pro1" // "b0243" // "ECK0244"	261503	262756
"G7836"	G7836	"epmB" // "yjeK" // "b4146" // "ECK4140"	4374629	4375657
"EG10743"	EG10743	"pnp" // "bfl" // "b3164" // "ECK3152"	3309033	3311168
"EG10201"	EG10201	"dacA" // "pfv" // "b0632" // "ECK0625"	662752	663963
"G7443"	G7443	"queE" // "ygcF" // "b2777" // "ECK2771"	2904747	2905418
"EG11289"	EG11289	"preA" // "yeiA" // "b2147" // "ECK2140"	2235265	2236500
"EG11211"	EG11211	"epmA" // "genX" // "poxA" // "yjeA" // "b4155" // "ECK4151"	4382643	4383620
"G6199"	G6199	"prpD" // "yahT" // "acnC" // "b0334" // "ECK0331"	351215	352666
"G7842"	G7842	"orn" // "yjeR" // "b4162" // "ECK4158"	4391604	4392149
"G7260"	G7260	"yfeK" // "b2419" // "ECK2414"	2537342	2537716
"EG11241"	EG11241	"ycaC" // "b0897" // "ECK0888"	944931	945557
"EG10768"	EG10768	"proB" // "pro(2)" // "pro2" // "b0242" // "ECK0243"	260388	261491
"EG12312"	EG12312	"coaE" // "yacE" // "b0103" // "ECK0103"	112599	113219
"G7459"	G7459	"rppH" // "ygdP" // "nudH" // "b2830" // "ECK2826"	2968447	2968977
"G7644"	G7644	"yraP" // "ecfH" // "b3150" // "ECK3138"	3296409	3296984
"G7058"	G7058	"yedX" // "hiuH" // "b1970" // "ECK1966"	2038956	2039369
"EG10995"	EG10995	"tesB" // "b0452" // "ECK0446"	474301	475161
"EG11675"	EG11675	"panB" // "b0134" // "ECK0133"	148807	149601
"G7212"	G7212	"fadJ" // "yfcX" // "b2341" // "ECK2335"	2457015	2459159
"EG11249"	EG11249	"mazF" // "chpAK" // "chpA" // "b2782" // "ECK2776"	2910756	2911091
"G6915"	G6915	"ydiL" // "b1689" // "ECK1687"	1770615	1770971
"EG10138"	EG10138	"cdh" // "b3918" // "ECK3910"	4109930	4110685
"EG10685"	EG10685	"panF" // "b3258" // "ECK3245"	3407607	3409058
"G0-8882"	G0-8882	"omrB" // "PAIR2b" // "t59" // "rygB" // "b4445" // "ECK2834"	2976304	2976385
"G7258"	G7258	"zipA" // "b2412" // "ECK2407"	2530247	2531233
"G6728"	G6728	"ynbB" // "b1409" // "ECK1402"	1478226	1479122
"G6239"	G6239	"panE" // "apbA" // "b0425" // "ECK0419"	443604	444515
"EG12432"	EG12432	"ydiF" // "b1694" // "ECK1692"	1775587	1777182
"EG10861"	EG10861	"rnhB" // "b0183" // "ECK0182"	204493	205089
"G6472"	G6472	"ycaR" // "b0917" // "ECK0908"	970673	970855
"EG11746"	EG11746	"panC" // "b0133" // "ECK0132"	147944	148795
"G0-10451"	G0-10451	"hicA" // "yncN" // "b4532" // "ECK1431"	1509286	1509462
"EG10955"	EG10955	"prlF" // "sohA" // "prlFA" // "b3129" // "ECK3117"	3277002	3277337
"G6324"	G6324	"ybdF" // "b0579" // "ECK0571"	605518	605886
"EG10922"	EG10922	"coaA" // "panK" // "rts" // "ts-9" // "b3974" // "ECK3966"	4174076	4175026
"EG11670"	EG11670	"atoA" // "b2222" // "ECK2215"	2324109	2324759
"EG10857"	EG10857	"rnc" // "ranA" // "b2567" // "ECK2565"	2703383	2704063
"G0-10707"	G0-10707	"pmrR" // "b4703" // "ECK4515"	4332116	4332205
"EG12662"	EG12662	"gltK" // "b0653" // "ECK0646"	685255	685929
"EG10004"	EG10004	"dfp" // "coaBC" // "b3639" // "ECK3629"	3812731	3813951
"EG12096"	EG12096	"chpB" // "yjfE" // "chpBK" // "b4225" // "ECK4221"	4448692	4449042
"EG10342"	EG10342	"ftsQ" // "b0093" // "ECK0094"	103155	103985
"EG12881"	EG12881	"yfaH" // "b2238" // "ECK2230"	2349687	2349893
"EG11747"	EG11747	"panD" // "b0131" // "ECK0130"	146314	146694
"G6244"	G6244	"fadM" // "ybaW" // "tesC" // "b0443" // "ECK0437"	464402	464800
"G7885"	G7885	"rraB" // "yjgD" // "b4255" // "ECK4248"	4478473	4478889
"EG12309"	EG12309	"yjtD" // "lasT" // "b4403" // "ECK4395"	4640942	4641628
"EG12663"	EG12663	"gltL" // "b0652" // "ECK0645"	684530	685255
"EG11190"	EG11190	"coaD" // "yicA" // "kdtB" // "b3634" // "ECK3624"	3809825	3810304
"G7629"	G7629	"yhaV" // "b3130" // "ECK3118"	3277337	3277801
"EG12878"	EG12878	"zapA" // "ygfE" // "b2910" // "ECK2905"	3055612	3055941
"EG11995"	EG11995	"yehI" // "b2118" // "ECK2109"	2200279	2203911
"G7572"	G7572	"mqsR" // "ygiU" // "b3022" // "ECK3013"	3168248	3168544
"G6200"	G6200	"prpE" // "yahU" // "b0335" // "ECK0332"	352706	354592
"EG11259"	EG11259	"rnr" // "vacB" // "yjeC" // "b4179" // "ECK4175"	4406654	4409095
"EG11860"	EG11860	"yiiG" // "b3896" // "ECK3889"	4087002	4088057
"EG12661"	EG12661	"gltJ" // "b0654" // "ECK0647"	685929	686669
"G7602"	G7602	"higB" // "ygjN" // "b3083" // "ECK3073"	3234141	3234455
"EG10863"	EG10863	"rph" // "b3643" // "ECK3633"	3815863	3816549
"EG10339"	EG10339	"ftsA" // "divA" // "b0094" // "ECK0095"	103982	105244
"EG11645"	EG11645	"ydeJ" // "b1537" // "ECK1530"	1624773	1625291
"G0-10202"	G0-10202	"istR-1"	3853118	3853192
"G6196"	G6196	"prpB" // "yahQ" // "b0331" // "ECK0329"	348682	349572
"G0-8785"	G0-8785	"csrB" // "b4408" // "ECK2787"	2924156	2924524
"EG11217"	EG11217	"creA" // "yjjD" // "b4397" // "ECK4389"	4635521	4635994
"EG10096"	EG10096	"aspC" // "b0928" // "ECK0919"	984519	985709
"G6117"	G6117	"yafO" // "b0233" // "ECK0234"	252301	252699
"EG10859"	EG10859	"rne" // "smbB" // "ams" // "hmp1" // "b1084" // "ECK1069"	1141182	1144367
"EG12313"	EG12313	"zapD" // "yacF" // "b0102" // "ECK0102"	111856	112599
"EG11126"	EG11126	"yciF" // "b1258" // "ECK1252"	1315270	1315770
"EG12693"	EG12693	"nudL" // "yeaB" // "b1813" // "ECK1811"	1896170	1896748
"EG10278"	EG10278	"fadA" // "oldA" // "b3845" // "ECK3837"	4027609	4028772
"EG10844"	EG10844	"rhlB" // "mmrA" // "b3780" // "ECK3772"	3964365	3965630
"G7846"	G7846	"yjfI" // "b4181" // "ECK4177"	4410133	4410534
"EG10271"	EG10271	"exbB" // "b3006" // "ECK2999"	3151250	3151984
"EG10691"	EG10691	"pdxA" // "b0052" // "ECK0053"	52427	53416
"G7940"	G7940	"symE" // "yjiW" // "dinL" // "sosC" // "b4347" // "ECK4337"	4579499	4579840
"EG11191"	EG11191	"slmA" // "yicB" // "ttk" // "b3641" // "ECK3631"	3814494	3815090
"G7693"	G7693	"yhdT" // "b3257" // "ECK3244"	3407375	3407617
"G0-9461"	G0-9461	"pdxB" // "usg-2" // "b2320" // "ECK2314"	2436715	2437851
"G7213"	G7213	"fadI" // "yfcY" // "b2342" // "ECK2336"	2459159	2460469
"EG11620"	EG11620	"rnb" // "b1286" // "ECK1281"	1346978	1348912
"G7585"	G7585	"yqiG" // "b3046" // "ECK3035"	3187400	3189865
"EG10272"	EG10272	"exbD" // "b3005" // "ECK2998"	3150818	3151243
"EG10693"	EG10693	"pdxJ" // "b2564" // "ECK2562"	2700998	2701729
"EG10438"	EG10438	"hfq" // "b4172" // "ECK4168"	4400288	4400596
"EG10203"	EG10203	"dacC" // "b0839" // "ECK0829"	880727	881929
