"Object ID"	"Compounds"	"Synonyms"	"Molecular-Weight"
"CPD0-1163"	CPD0-1163	"(S)-3-hydroxy-5-cis-tetradecenoyl-CoA" // "(S)-3-hydroxy-14:1-&Delta;5-CoA" // "(3S)-hydroxy-5-<i>cis</i>-tetradecenoyl-CoA"	987.845
"CPD-19168"	CPD-19168	"(S)-3-hydroxy-16:1-&Delta;7-CoA" // "(S)-3-hydroxy-7-cis-hexadecenoyl-CoA"	1015.898
"CPD-19154"	CPD-19154	"(S)-3-hydroxy-14:1-&Delta;7-CoA" // "(S)-3-hydroxy-7-cis-tetradecenoyl-CoA"	987.845
"CPD-19155"	CPD-19155	"(S)-3-hydroxy-16:1-&Delta;9-CoA" // "(S)-3-hydroxy-9-cis-hexadecenoyl-CoA"	1015.898
"CPD-19171"	CPD-19171	"(S)-3-hydroxy-18:1-&Delta;9-CoA" // "(S)-3-hydroxy-9-cis-octadecenoyl-CoA"	1043.952
"CPD0-2253"	CPD0-2253	"(S)-3-Hydroxyoctadecanoyl-CoA"	1045.968
"CPD-1843"	CPD-1843	"(<i>S</i>)-hydroxybutanoate" // "(<i>S</i>)-3-hydroxybutanoic acid" // "(<i>S</i>)-3-hydroxybutyric acid"	103.097
"S-3-HYDROXYBUTANOYL-COA"	S-3-HYDROXYBUTANOYL-COA	"L-3-hydroxybutyryl-CoA"	849.593
"CPD0-2244"	CPD0-2244		933.753
"CPD0-2107"	CPD0-2107		961.807
"CPD0-2232"	CPD0-2232	"3S-hydroxyhexadecanoyl-AoA" // "(S)-3-hydroxypalmitoyl-CoA"	1017.914
"OH-HEXANOYL-COA"	OH-HEXANOYL-COA	"OH-hexanoyl-CoA" // "3-OH-hexanoyl-CoA"	877.646
"CPD0-2171"	CPD0-2171		989.861
"2-KETO-3-METHYL-VALERATE"	2-KETO-3-METHYL-VALERATE	"(3<i>S</i>)-3-methyl-2-oxopentanoate" // "&alpha;-keto-methylvalerate" // "2-oxo-3-methylvalerate" // "(<i>S</i>)-2-oxo-3-methylpentanoate" // "(<i>S</i>)-3-methyl-2-oxovalerate" // "2-oxo-3-methylpentanoate" // "3-methyl-2-oxopentanoate" // "&alpha;-keto-&beta;-methyl-valerate" // "2-keto-3-methyl-valerate" // "2-keto-isoleucine"	129.135
"CPD0-2462"	CPD0-2462	"(S)-4-amino-4,5-dihydro-2-furancarboxylic acid" // "S-ADFA"	129.115
"CPD-12132"	CPD-12132	"(<i>S</i>)-4-amino-4,5-dihydro-2-thiophenecarboxylic acid" // "SADTA"	145.176
"GLUTAMATE-1-SEMIALDEHYDE"	GLUTAMATE-1-SEMIALDEHYDE	"L-glutamate 1-semialdehyde"	131.131
"4-HYDROXY-2-KETOVALERATE"	4-HYDROXY-2-KETOVALERATE	"HKP" // "(<i>S</i>)-4-hydroxy-2-keto-pentanoic acid" // "(<i>S</i>)-4-hydroxy-2-ketovaleric acid" // "(<i>S</i>)-4-hydroxy-2-oxo-valeric acid" // "(<i>S</i>)-4-hydroxy-2-oxo-pentanoic acid" // "(<i>S</i>)-4-hydroxy-2-oxovaleric acid" // "(<i>S</i>)-2-oxo-4-hydroxyvalerate" // "(<i>S</i>)-4-hydroxy-2-ketovalerate" // "(<i>S</i>)-4-hydroxy-2-oxo-valerate" // "(<i>S</i>)-2-oxo-4<i>S</i>-hydroxypentanoate"	131.108
"5-HYDROXYISOURATE"	5-HYDROXYISOURATE		184.111
"S-CITRAMALATE"	S-CITRAMALATE	"&alpha;-methylmalate" // "(<i>S</i>)-2-methylmalic acid" // "(3<i>S</i>)-citramalate" // "(3<i>S</i>)-citramalic acid" // "(3<i>S</i>)-&alpha;-hydroxypyrotartaric acid" // "(<i>S</i>)-2-methylmalate" // "L-citramalic acid" // "L-&alpha;-hydroxypyrotartaric acid" // "L-citramalate" // "<i>S</i>-citramalic acid" // "<i>S</i>-&alpha;-hydroxypyrotartaric acid" // "L-(+)-citramalate"	146.099
"DI-H-OROTATE"	DI-H-OROTATE	"dihydro-L-orotate" // "(<i>S</i>)-4,5-dihydroorotate" // "(<i>S</i>)-4,5-dihydroorotic acid" // "(<i>S</i>)-hydroorotic acid" // "(<i>S</i>)-di-H-orotate" // "L-dihydroorotate" // "4,5-dihydro-L-orotate" // "L-4,5-dihydroorotate" // "(<i>S</i>)-4-pyrimidinecarboxylic acid"	157.105
"CPD0-1356"	CPD0-1356		395.366
"LACTALD"	LACTALD	"lactaldehyde" // "L-lactaldehyde" // "lactald"	74.079
"L-LACTATE"	L-LACTATE	"L-lactate" // "L(+)-lactate"	89.071
"MAL"	MAL	"(<i>S</i>)-malic acid" // "L-apple acid" // "L-malic acid" // "L-hydroxysuccinic acid" // "L-hydroxybutanedioic acid" // "L-malate"	132.073
"D-METHYL-MALONYL-COA"	D-METHYL-MALONYL-COA	"D-methylmalonyl-CoA" // "methyl-malonyl-coenzyme A" // "CH3-malonyl-CoA" // "(2S)-methyl-malonyl-CoA"	862.568
"CPD-653"	CPD-653	"(6<i>S</i>)-6-&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide"	681.445
"CPD0-2474"	CPD0-2474	"(6S)-6&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate"	759.41
"CPD-11627"	CPD-11627	"(3<i>S</i>)-nipecotate" // "(<i>S</i>)-nipecotic acid" // "(<i>S</i>)-piperidine-3-carboxylic acid" // "(3<i>S</i>)-piperidine-3-carboxylate" // "(<i>S</i>)-piperidine-3-carboxylate" // "(+)-nipecotate" // "(+)-hexahydronicotinic acid"	129.158
"PROPANE-1-2-DIOL"	PROPANE-1-2-DIOL	"(<i>S</i>)-propane-1,2-diol" // "(<i>S</i>)-1,2-propane-diol" // "(<i>S</i>)-1,2-propanediol" // "(<i>S</i>)-1,2-dihydroxypropane" // "L-1,2-propanediol"	76.095
"CPD0-2298"	CPD0-2298	"(S)-2-ureidoglycine" // "(2S)-(carbamoylamino)glycine"	133.107
"CPD-1091"	CPD-1091	"(-)-ureidoglycolate" // "ureidoglycolate" // "(<i>S</i>)-(-)-ureidoglycolate" // "(2S)-(carbamoylamino)(hydroxy)acetate"	133.083
"CPD-13930"	CPD-13930		117.104
"CPD-13927"	CPD-13927	"(<i>Z</i>)-2-methylureidoperacrylic acid" // "(2Z)-3-(carbamoylamino)-2-methylprop-2-eneperoxoic acid"	160.129
"CPD0-2340"	CPD0-2340	"peroxy aminoacrylate" // "aminoacrylate peracid"	103.077
"CPD0-2338"	CPD0-2338	"ureidoacrylate peracid" // "ureidoperacrylic acid" // "(2Z)-3-(carbamoylamino)prop-2-eneperoxoic acid" // "peroxy ureidoacrylate"	146.102
"CPD-43"	CPD-43		354.49
"CPD0-1609"	CPD0-1609		196.208
"CPD-12010"	CPD-12010	"butane-1,2-diol"	90.122
"CPD0-1810"	CPD0-1810	"diC<sub>8</sub> ether"	316.523
"CPD0-1809"	CPD0-1809	"diC<sub>8</sub> thioether"	348.644
"CPD0-1578"	CPD0-1578	"alaninamide" // "1,2-diaminopropionic acid" // "1,2-diaminopropionate"	89.117
"CPD-18353"	CPD-18353	"18:1-18:1-PA" // "1,2-(11Z-octadecenoyl)-sn-glycerol-3-phosphate" // "1,2-dicis-vaccenoyl phosphatidate"	698.959
"CPD-18085"	CPD-18085	"2-dihydro-nicotinamide adenine dinucleotide phosphate" // "2DHNADP"	741.394
"CPD-17087"	CPD-17087	"phosphatidylethanolamine (ditetradecanoyl, n-C14:0)"	635.86
"CPD0-1425"	CPD0-1425	"dimyristoyl phosphatidic acid" // "1,2-ditetradecanoyl-<i>sn</i>-glycerol 3-phosphate" // "dimyristoyl phosphatidate"	590.776
"CPD-12818"	CPD-12818	"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)"	748.074
"CPD0-1762"	CPD0-1762	"3-methyl-diC<sub>8</sub>"	358.517
"CPD0-1760"	CPD0-1760	"diC<sub>8</sub>-butanetriol"	358.517
"CPD0-1761"	CPD0-1761	"diC<sub>8</sub>-hexanetriol"	386.571
"CPD0-1808"	CPD0-1808	"diC<sub>8</sub> 1-amide"	343.506
"CPD0-1763"	CPD0-1763	"3,3,-dimethyl-diC<sub>8</sub>"	372.544
"CPD-12819"	CPD-12819	"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)"	691.967
"CPD-12821"	CPD-12821	"phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)"	799.934
"CPD-12817"	CPD-12817	"phosphatidylserine (dihexadecanoyl, n-C16:0)"	734.969
"L-1-LECITHIN"	L-1-LECITHIN		790.155
"CPD-16716"	CPD-16716	"2-deoxyerythritol"	106.121
"CPD0-1816"	CPD0-1816	"3-methyl-1,3-diC<sub>8</sub>"	358.517
"CPD0-1815"	CPD0-1815	"1,3-diC<sub>8</sub>"	330.464
"CPD0-1957"	CPD0-1957	"1,3-dioxo-2-isoindolineethanesulfonic acid"	254.237
"CPD-347"	CPD-347	"propane-1,3-diol" // "Trimethylene glycol" // "PDO" // "TMG"	76.095
"CPD0-1458"	CPD0-1458		154.059
"P-BENZOQUINONE"	P-BENZOQUINONE	"<i>p</i>-benzoquinone" // "2,5-cyclohexadiene-1,4-dione" // "chinone" // "quinone"	108.096
"CPD-14445"	CPD-14445		370.533
"CPD-9925"	CPD-9925	"1,4-dihydroxy-2-naphthoate-CoA" // "DHNA-CoA"	949.669
"CPD0-954"	CPD0-954	"1,4-naphthalenedione"	158.156
"15-DIDEOXY-15-IMINO-D-GALACTITOL"	15-DIDEOXY-15-IMINO-D-GALACTITOL	"1-deoxygalactonojirimycin"	164.181
"CPD0-882"	CPD0-882	"1,6-anhMurNAc"	274.25
"CPD0-2284"	CPD0-2284		647.635
"17-DIAMINOHEPTANE"	17-DIAMINOHEPTANE		132.248
"CPD-20033"	CPD-20033	"1,N(2)-ethenoguanine" // "1,4-dihydro-9H-imidazo[1,2-a]purin-9-one" // "epsilonG" // "&epsilon;G"	175.149
"CPD-20034"	CPD-20034	"1,N(6)-ethanoadenine" // "EA"	161.166
"CPD0-1927"	CPD0-1927	"1-N6-ethenoadenine" // "1H-imidazo[2,1-i]purine" // "ethenoadenine"	159.15
"PHOSPHORIBOSYL-FORMIMINO-AICAR-P"	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	"phosphoribosylformiminoAICAR-phosphate" // "phosphoribosyl-formimino-aicar-P" // "phosphoribosylformiminoAICAR-P" // "5-(5-phospho-D-ribosyl-aminoformimino)-1-(5-phosphoribosyl)-imidazole4-carboxamide" // "5-(5'-phospho-D-ribosyl-aminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide" // "N-5-phosphoribosyl-formimino-5-amino-imidazole-4-carboxamide ribonucleotide" // "N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide"	573.303
"PHOSPHORIBOSYL-AMP"	PHOSPHORIBOSYL-AMP	"1-(5-phosphoribosyl)-AMP" // "phosphoribosyl-AMP" // "5-phosphoribosyl-AMP" // "N-(5-phospho-D-ribosyl)-AMP" // "N-(5'-phospho-D-ribosyl)-AMP" // "N1-(5-phospho-D-ribosyl)-AMP"	555.288
"PHOSPHORIBOSYL-ATP"	PHOSPHORIBOSYL-ATP	"1-(5-phosphoribosyl)-ATP" // "N1-(5-phospho-D-ribosyl)-ATP" // "5-phosphoribosyl-ATP" // "1-(5-phospho-D-ribosyl)-ATP" // "phosphoribosyl-ATP"	714.24
"CPD-19111"	CPD-19111		317.287
"NICOTINAMIDE_RIBOSE"	NICOTINAMIDE_RIBOSE	"&beta;-nicotinamide D-ribonucleotide" // "<i>N</i>-ribosyl-nicotinamide" // "nicotinamide ribonucleoside" // "nicotinamide ribose" // "nicotinamide riboside" // "ribosylnicotinamide" // "nicotinamide-&beta;-riboside"	255.25
"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	"1-(o-carboxyphenylamino)-1'-deoxyribulose-5'-P" // "1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate" // "1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-P"	346.21
"CPD0-1590"	CPD0-1590		273.38
"CPD0-2144"	CPD0-2144		427.451
"CPD0-2143"	CPD0-2143		455.504
"CPD0-2162"	CPD0-2162		483.558
"CPD0-2140"	CPD0-2140		511.612
"CPD-68"	CPD-68	"1-aminocyclopropane-1-carboxylic acid" // "ACC" // "1-aminocyclopropanecarboxylic acid" // "1-aminocyclopropanecarboxylate"	101.105
"CPD-3744"	CPD-3744	"1-butanesulfonic acid" // "1-butane sulfonic acid" // "butane-1-sulfonic acid" // "butanesulfonate" // "n-butyl-1-sulfonate"	137.173
"CPD0-1105"	CPD0-1105	"2-pyridin-1-ium-1-ylacetic acid"	137.138
"1-CHLORO-24-DINITROBENZENE"	1-CHLORO-24-DINITROBENZENE	"CDNB"	202.554
"CPD-18351"	CPD-18351	"18:1-16:1-PA" // "1-(11Z-octadecenoyl)-2-(9Z-hexadecenoyl)-sn-glycerol-3-phosphate" // "1-cis-vaccenoyl-2-palmitoleoyl phosphatidate"	670.905
"CPD-18348"	CPD-18348	"(Z)-octadec-11-enoylglycerol 3-phosphate" // "(Z)-11-octadecenoic acylglycerol 3-phosphate" // "<i>cis</i>-11-octadecenoic acylglycerol 3-phosphate" // "<i>cis</i>-octadec-11-enoic acylglycerol 3-phosphate"	434.509
"CPD0-2546"	CPD0-2546	"decane-1-sulfonate"	221.334
"DEOXYMORPHOLINOFRUCTOSE"	DEOXYMORPHOLINOFRUCTOSE		249.263
"CPD-1093"	CPD-1093	"1-deoxy-xylulose"	134.132
"DEOXYXYLULOSE-5P"	DEOXYXYLULOSE-5P	"DXP" // "deoxyxylulose-5-phosphate" // "D-1-deoxyxylulose-5-P" // "1-deoxy-D-threo-pentulose 5-phosphate" // "DOXP"	212.096
"DIHYDROXY-BUTANONE-P"	DIHYDROXY-BUTANONE-P	"3,4-dihydroxy-2-butanone-4-phosphate" // "tetrolose phosphate" // "3,4-dihydroxy-2-butanone-4-P" // "L-3,4-dihydroxybutan-2-one-4-phosphate"	182.069
"1-DEOXYXYLONOJIRIMYCIN"	1-DEOXYXYLONOJIRIMYCIN		134.155
"CPD-7867"	CPD-7867	"n-dodecanol" // "dodecyl alcohol" // "dodecan-1-ol" // "lauric alcohol" // "lauryl alcohol" // "laurinic alcohol" // "lorol"	186.337
"CPD0-2200"	CPD0-2200		352.364
"CPD0-1296"	CPD0-1296		156.25
"CPD0-2526"	CPD0-2526	"1-ethyl-4-aminobutyrate"	132.182
"CPD-7620"	CPD-7620	"heptaldehyde" // "enanthal"	114.187
"HEXANAL"	HEXANAL	"hexaldehyde"	100.16
"CPD0-2074"	CPD0-2074	"hexanesulfonic acid" // "hexane-1-sulfonate"	165.227
"CPD0-2414"	CPD0-2414	"hydroxybutanone" // "1-hydroxybutanone"	88.106
"CPD0-2531"	CPD0-2531		933.67
"CPD0-2148"	CPD0-2148	"1-12:0-2-lysophosphatidylethanolamine" // "1-dodecanoyl-<i>sn</i>-glycero-3-phosphoethanolamine"	397.448
"CPD-20035"	CPD-20035	"<i>N</i><sup>1</sup>-methyl-2'deoxyadenosine 5'-monophosphate" // "1-methyldeoxyadenosine monophosphate"	343.235
"CPD-20036"	CPD-20036	"<i>N</i><sup>1</sup>-methyl-2'-deoxyadenosine 5'-triphosphate" // "1-methyldeoxyadenosine triphosphate"	501.179
"CPD0-1932"	CPD0-1932	"N1-methylguanine" // "2-amino-1-methyl-1,9-dihydro-6H-purin-6-one"	165.154
"CPD0-1043"	CPD0-1043	"N1-methylguanosine"	297.27
"CPD0-1042"	CPD0-1042		282.255
"CPD0-1811"	CPD0-1811	"mono-C<sub>16</sub>-EG"	300.481
"CPD-18380"	CPD-18380	"1-myristoyl-2-palmitoleoyl phosphatidate"	616.814
"CPD0-2147"	CPD0-2147	"1-myristoylglycerophosphoethanolamine" // "1-14:0-2-lysophosphatidylethanolamine"	425.501
"CPD-18379"	CPD-18379	"1-tetradecanoyl-<i>sn</i>-glycerol 3-phosphate" // "1-myristoylglycerol 3-phosphate"	380.417
"ACETYLMALTOSE"	ACETYLMALTOSE		384.336
"1-O-ALKYL-2-ACETYL-SN-GLYCEROL"	1-O-ALKYL-2-ACETYL-SN-GLYCEROL	"a 1-alkyl-2-acetyl-<i>sn</i>-glycerol"	
"CPD-3611"	CPD-3611	"methyl-&beta;-D-glucopyranosiduronic acid" // "methylglucopyranosiduronic acid" // "methyl-&beta;-D-glucuronide" // "1-O-methyl-&beta;-D-glucuronic acid" // "&beta;-methyl-D-glucuronate" // "b-methyl-D-glucuronic acid"	207.16
"CPD-3613"	CPD-3613	"methyl &beta;-D-xyloside" // "methyl &beta;-D-xylopyranoside" // "&beta;-methyl-D-xyloside" // "b-methyl-D-xyloside"	164.158
"CPD-371"	CPD-371	"1-caprylaldehyde" // "1-octylaldehyde" // "1-octaldehyde" // "<i>n</i>-octanal"	128.214
"CPD0-2547"	CPD0-2547	"octane-1-sulfonate" // "octanesulfonic acid"	193.28
"OCTANOL"	OCTANOL	"octan-1-ol" // "caprylic alcohol" // "<i>N</i>-octanol" // "octyl-alcohol" // "<i>N</i>-octyl-alcohol" // "octanol"	130.23
"CPD-18352"	CPD-18352	"16:0-18:1-PA" // "1-palmitoyl-2-(11Z-octadecenoyl)-sn-glycerol-3-phosphate"	672.921
"CPD-18390"	CPD-18390		618.83
"CPD-20861"	CPD-20861		705.994
"CPD-18350"	CPD-18350	"16:0-16:1-PA" // "1-hexadecanoyl-2-(9Z-hexadecenoyl)--<i>sn</i>-glycerol-3-phosphate" // "1-palmitoyl-2-palmitoleoyl phosphatidate"	644.867
"CPD-8353"	CPD-8353	"1-16:0-lysoPE" // "1-hexadecanoyl-<i>sn</i>-glycero-3-phosphoethanolamine" // "1-acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)" // "1-16:0-2-lysophosphatidylethanolamine"	453.555
"1-PALMITOYLGLYCEROL-3-PHOSPHATE"	1-PALMITOYLGLYCEROL-3-PHOSPHATE		408.471
"CPD-9053"	CPD-9053	"n-pentanal" // "valeraldehyde" // "n-valeraldehyde" // "amylaldehyde" // "valeral" // "butyl formal" // "valeric aldehyde" // "valeryl aldehyde"	86.133
"CPD0-2075"	CPD0-2075	"Pentanesulfonic acid" // "pentane-1-sulfonate"	151.2
"CPD0-1330"	CPD0-1330	"P1-MurNAc-L-Ala-D-Glu"	569.415
"CPD-7682"	CPD-7682	"&Delta;<sup>1</sup>-piperideine-6-carboxylate" // "&Delta;<sup>6</sup>-piperideine-2-carboxylate" // "1,6-didehydropiperidine-2-carboxylate" // "2,3,4,5-tetrahydropyridine-2-carboxylate" // "(<i>S</i>)-2,3,4,5-tetrahydropiperidine-2-carboxylate"	126.135
"CPD-665"	CPD-665	"propionaldehyde"	58.08
"CPD-10435"	CPD-10435	"1-propanesulfonic acid" // "propane-1-sulfonate"	123.146
"CPD-6124"	CPD-6124		70.114
"CPD0-1423"	CPD0-1423	"distearoyl phosphatidic acid" // "distearoyl phosphatidate"	702.99
"CPD0-2152"	CPD0-2152	"1-18:0-2-lysophosphatidylethanolamine" // "1-stearoylglycerophosphoethanolamine"	481.608
"CPD-16717"	CPD-16717	"monostearin" // "stearin" // "1-monostearin"	358.56
"CPD0-2113"	CPD0-2113	"1-octadecanoyl-<i>sn</i>-glycerol 3-phosphate"	436.524
"CPD-3742"	CPD-3742	"thioglucose" // "2-(hydroxymethyl)-6-sulfanyl-tetrahydropyran-3,4,5-triol" // "1-thio-b-D-glucose"	196.218
"10-FORMYL-THF"	10-FORMYL-THF	"N<sup>10</sup>-formyl-tetrahydrofolate mono-L-glutamate" // "N<sup>10</sup>-formyl-THF mono-L-glutamate" // "N<sup>10</sup>-formyl-H<sub>4</sub>F mono-L-glutamate" // "10-formyl-THF mono-L-glutamate" // "10-formyl-H<sub>4</sub>PteGlu<sub>1</sub>" // "<i>N</i><sup>10</sup>-formyl-H<sub>4</sub>PteGlu<sub>1</sub>"	471.429
"CPD0-1596"	CPD0-1596		
"CPD0-1255"	CPD0-1255	"10-methyl-5,6,7,8-tetrahydropteroylglutamic acid"	457.445
"11-DEOXYCORTICOSTERONE"	11-DEOXYCORTICOSTERONE	"deoxycorticosterone" // "cortexone" // "21-hydroxy-4-pregnene-3,20-dione"	330.466
"11-DEOXY-CORTISOL"	11-DEOXY-CORTISOL	"substance S, Reichstein's" // "11-desoxycortisone" // "cortexolone" // "Reichstein's substance S" // "cortodoxone"	346.466
"CPD-6661"	CPD-6661	"Ins(1,2,3,4,6)P<sub>5</sub>" // "D-<i>myo</i>-inositol (1,2,3,4,6)-pentakisphosphate" // "inositol (1,2,3,4,6)-penta<i>kis</i>phosphate"	569.977
"D-MYO-INOSITOL-1-MONOPHOSPHATE"	D-MYO-INOSITOL-1-MONOPHOSPHATE	"1D-<i>myo</i>-inositol (1)-monophosphate" // "1D-myo-Inositol 1-phosphate" // "D-<i>myo</i>-inositol (1)-monophosphate" // "Ins(1)P<sub>1</sub>" // "1-D-<i>myo</i>-inositol-1-p" // "1D-<i>myo</i>-inositol 1-phosphate" // "Ins1P"	258.121
"CPD-6746"	CPD-6746	"D-<i>myo</i>-inositol 2-monophosphate" // "Ins(2)P<sub>1</sub>" // "Ins2P"	258.121
"IMIDAZOLE-RING"	IMIDAZOLE-RING	"1,3-diaza-2,4-cyclopentadiene" // "1,3-diazole" // "glyoxaline" // "N,N'-1,2-ethenediylmethanimidamide" // "N,N'-vinyleneformamidine" // "pyrro[b]monazole"	68.078
"CPD-14762"	CPD-14762		599.341
"2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-"	2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-	"2-5-triphosphoribosyl-3-dephospho-CoA" // "2'-(5-triphosphoribosyl)-3'-dephospho-CoA"	1054.57
"CPD0-1393"	CPD0-1393		426.152
"CPD0-1391"	CPD0-1391	"2'-azido-2'-deoxycytidine-5'-triphosphate"	504.14
"CPD0-1394"	CPD0-1394		419.585
"CPD0-1390"	CPD0-1390	"2'-chloro-2'-deoxycytidine-5'-triphosphate"	497.572
"DEOXYADENOSINE"	DEOXYADENOSINE	"deoxyadenosine" // "2-deoxy-adenosine"	251.244
"CPD-15391"	CPD-15391	"2'-deoxy-3'AMP" // "2'-Deoxy-3'-adenosine monophosphate" // "2'-deoxy-3'-adenylic acid"	329.208
"DEOXYCYTIDINE"	DEOXYCYTIDINE	"d-cytidine" // "deoxycytidine"	227.219
"CPD-15392"	CPD-15392		305.183
"DEOXYGUANOSINE"	DEOXYGUANOSINE	"deoxyguanosine"	267.244
"CPD-15390"	CPD-15390	"2'-Deoxyguanosine 3'-(dihydrogen phosphate)" // "2'-Deoxyguanosine 3'-phosphate" // "2'-deoxy-3'GMP"	345.208
"DEOXYINOSINE"	DEOXYINOSINE	"deoxyinosine"	252.229
"2-DEOXYRIBOSE"	2-DEOXYRIBOSE	"deoxyribose" // "2-deoxyribose" // "2-deoxy-D-ribose" // "2-deoxy-D-erythro-pentose"	134.132
"DEOXYURIDINE"	DEOXYURIDINE	"deoxyuridine"	228.204
"CPD-15393"	CPD-15393		306.168
"CPD0-2022"	CPD0-2022	"MeO-TPP"	438.288
"CPD-12796"	CPD-12796	"ABTS" // "2,2'-azino-di-(3-ethylbenzothiazoline-6-sulfonate)" // "2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid"	512.588
"CPD-8819"	CPD-8819	"2,2'-bipyridine" // "2,2'-bipyridyl" // "&alpha;,&alpha;'-dipyridyl"	156.187
"CPD-19809"	CPD-19809	"PIPES" // "2,2'-piperazine-1,4-diyldiethanesulfonate"	300.344
"CPD0-2059"	CPD0-2059	"pyrogallolcarboxylate" // "4-pyrogallolcarboxylic acid"	170.121
"CPD-19763"	CPD-19763	"GS-TriCH" // "S-glutathionyl-TriCH" // "<i>S</i>-glutathionyl-trichloro-<i>p</i>-hydroquinone"	517.745
"CPD0-955"	CPD0-955		153.114
"CPD-10796"	CPD-10796	"2,3-dihydroxycinnamic acid" // "(2<i>E</i>)-3-(2,3-dihydroxyphenyl)prop-2-enoate"	179.152
"2-3-DIHYDROXYBENZOATE"	2-3-DIHYDROXYBENZOATE	"2,3-dihydroxybenzoic acid" // "3-hydroxysalicylate" // "catechol-3-carboxylate" // "2-pyrocatechuate"	153.114
"CPD0-2332"	CPD0-2332		497.337
"23-DIMERCAPTOPROPAN-1-OL"	23-DIMERCAPTOPROPAN-1-OL		124.216
"CPD0-2337"	CPD0-2337		186.21
"CPD0-1807"	CPD0-1807	"diC<sub>8</sub>-glyceramide"	357.489
"CPD-334"	CPD-334	"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate" // "2,3-diketo-L-gulonate" // "DKG" // "L-xylo-hex-2-enonic acid" // "L-xylo-hex-2-enonate"	191.117
"23-DIPHOSPHOGLYCERATE"	23-DIPHOSPHOGLYCERATE	"2,3-bisphosphoglycerate" // "D-Greenwald ester" // "2,3-P<SUB>2</SUB>-D-glycerate" // "2,3-bisphospho-D-glycerate" // "2,3-diphosphoglycerate" // DPG // "2,3-bisPGA"	260.998
"23-PENTANEDIONE"	23-PENTANEDIONE		100.117
"CPD0-1061"	CPD0-1061		176.215
"246-TRINITROBENZENE"	246-TRINITROBENZENE		213.106
"CPD-12153"	CPD-12153	"2,4,6-trinitrobenzene sulphonate" // "picryl sulfonic acid" // "picrylsulfonic Acid" // "TNBS" // "trinitrobenzenesulfonic Acid" // "benzenesulfonic acid, 2,4,6-trinitro-" // "2,4,6-trinitrobenzene-1-sulfonic acid"	292.156
"CPD-9138"	CPD-9138		227.133
"CPD0-1584"	CPD0-1584		412.531
"CPD0-1594"	CPD0-1594		435.42
"CPD0-1585"	CPD0-1585		356.347
"CPD0-1587"	CPD0-1587		342.32
"CPD0-1586"	CPD0-1586		321.335
"CPD0-1588"	CPD0-1588		342.32
"CPD-8815"	CPD-8815	"2-hydroxy-4-methylbenzoate" // "4-methylsalicylate" // "&beta;-resorcylic acid"	151.141
"CPD-8179"	CPD-8179	"1-hydroxy-2,4-dinitrobenzene" // "2,4-DNP" // "&alpha;-dinitrophenol"	183.1
"S-24-DINITROPHENYLGLUTATHIONE"	S-24-DINITROPHENYLGLUTATHIONE	"DNP-SG" // "S-(2,4-dinitrophenyl)glutathione"	472.406
"CPD0-2523"	CPD0-2523	"2,4-dioxo-4-phenylbutyrate"	191.163
"DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR"	DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	"2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine" // "DARP" // "2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate" // "2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate" // "2,5-diamino-6-(D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate"	351.212
"25-DIDEHYDRO-D-GLUCONATE"	25-DIDEHYDRO-D-GLUCONATE	"2,5-diketo-D-gluconate" // "2,5-diketogluconic acid"	191.117
"CPD-16491"	CPD-16491	"N-(2,4-diamino-6-hydroxypyrimidin-5-yl)-N-methylformamide"	183.169
"CPD0-2060"	CPD0-2060		152.158
"CPD-12797"	CPD-12797	"DMP" // "1,3-di-O-methylpyrogallol" // "1,3-dimethoxy-2-hydroxybenzene" // "1,3-dimethyl pyrogallate" // "2-hydroxy-1,3-dimethoxybenzene" // "pyrogallol 1,3-dimethyl ether"	154.165
"CPD-6182"	CPD-6182	"an &alpha;-sialyl group"	290.249
"CPD0-2628"	CPD0-2628		
