# Generated by runscripts/reconstruction/metabolism_kinetics/convert_to_flat.py on Tue Feb  4 16:51:54 2020
reactionID	enzymeID	substrateIDs	Temp	rateEquationType	direction	kcat (1/units.s)	kM (units.umol/units.L)	kI (units.umol/units.L)	customRateEquation	customParameters	customParameterConstants	customParameterConstantValues	customParameterVariables	Pubmed ID
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["ATP"]	37	"standard"		[5.0]	[240]	[]						"15110746"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU"]	37	"standard"		[11]	[15]	[]						"15723544"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[3.2]	[1.3]	[]						"16300391"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]		"standard"		[0.12]	[0.7]	[]						"17311409"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[29]	[13]	[]						"17378584"
"LEUCINE--TRNA-LIGASE-RXN"	"LEUS-MONOMER"	["LEU-tRNAs"]	37	"standard"		[9.6]	[0.73]	[]						"17407263"
"LEUCYLTRANSFERASE-RXN"	"EG11112-MONOMER"	["N-terminal-Amino-Acids"]	37	"standard"		[0.00367]	[3.2]	[]						"19186990"
"LTAA-RXN"	"GLYOHMETRANS-CPLX"	["L-ALLO-THREONINE"]	30	"standard"		[0.5]	[1500]	[]						"21059411"
"LTAA-RXN"	"LTAA-CPLX"	["L-ALLO-THREONINE"]	30	"standard"		[6.27]	[190]	[]						"21059411"
"LTAA-RXN"	"LTAA-CPLX"	["L-ALLO-THREONINE"]	25	"standard"		[3.2]	[52]	[]						"21119630"
"LXULRU5P-RXN"	"G7859-MONOMER"	["L-XYLULOSE-5-P"]	25	"standard"		[2.9]	[527]	[]						"11741871"
"LYSDECARBOX-RXN"	"LYSDECARBOX-CPLX"	["LYS","GUANOSINE-5DP-3DP"]	4	"standard"		[30]	[368]	[0.374]						"21278708"
"LYSINE--TRNA-LIGASE-RXN"	"LYSS-CPLX"	["LYS-tRNAs"]	37	"standard"		[0.5533]	[1.9]	[]						"9892648"
"LYSINE--TRNA-LIGASE-RXN"	"LYSS-CPLX"	["LYS"]	37	"standard"		[6.1]	[2.7]	[]						"10387054"
"LYSINE--TRNA-LIGASE-RXN"	"LYSS-CPLX"	["LYS-tRNAs"]	28	"standard"		[3.6]	[3.4]	[]						"12766171"
"LYSINE--TRNA-LIGASE-RXN"	"LYSS-CPLX"	["ATP"]	37	"standard"		[1.8]	[2.6]	[]						"15362869"
"LYSINE--TRNA-LIGASE-RXN"	"LYSS-CPLX"	["LYS"]	37	"standard"		[3.4]	[12]	[]						"15362869"
"LYXK-RXN"	"LYXK-CPLX"	["L-XYLULOSE"]	25	"standard"		[120]	[1091]	[]						"11741871"
"LYXK-RXN"	"LYXK-CPLX"	["L-XYLULOSE"]	37	"standard"		[110]	[300]	[]						"14597191"
"MALATE-DEH-RXN"	"MALATE-DEHASE"	["OXALACETIC_ACID"]	30	"standard"		[931]	[40]	[]						"17947381"
"MALIC-NADP-RXN"	"MALIC-NAD-CPLX"	["MAL","NADP"]	30	"standard"		[12.4]	[660,1000]	[]						"17557829"
"MALIC-NADP-RXN"	"MALIC-NADP-CPLX"	["MAL","NADP"]	30	"standard"		[66.6]	[3410,41.5]	[]						"17557829"
"MALIC-NADP-RXN"	"MALIC-NADP-CPLX"	["PYRUVATE"]	30	"standard"		[0.38]	[6210]	[]						"17557829"
"MALONYL-COA-ACP-TRANSACYL-RXN"	"MALONYL-COA-ACP-TRANSACYL-MONOMER"	["ACP","MALONYL-COA"]		"standard"		[1580]	[351,250]	[]						"11814333"
"MALONYL-COA-ACP-TRANSACYL-RXN"	"MALONYL-COA-ACP-TRANSACYL-MONOMER"	["MALONYL-COA"]	25	"standard"		[0.00047]	[49]	[]						"19462023"
# "MALSYN-RXN"	"MALSYNG-MONOMER"	["GLYOX","ACETYL-COA"]	37	"standard"		[48.1]	[9]	[]						"12930982"
"MANNPDEHYDROG-RXN"	"MANNPDEHYDROG-MONOMER"	["MANNITOL-1P","NAD"]	25	"standard"	"forward"	[190]	[200,200]	[]						"2111176"
"MANNPDEHYDROG-RXN"	"MANNPDEHYDROG-MONOMER"	["FRUCTOSE-6P","NADH"]	25	"standard"	"reverse"	[240]	[250,10]	[]						"2111176"
"MANNPISOM-RXN"	"MANNPISOM-MONOMER"	["MANNOSE-6P"]	25	"standard"		[23]	[330]	[]						"21058398"
"MERCAPYSTRANS-RXN"	"EG11600-MONOMER"	["3-MERCAPTO-PYRUVATE","HCN"]	37	"standard"		[12.5]	[8340,12500]	[]						"4550801"
"METBALT-RXN"	"O-SUCCHOMOSERLYASE-CPLX"	["O-SUCCINYL-L-HOMOSERINE"]	25	"standard"		[1.8]	[1300]	[]						"19370061"
"METHGLYSYN-RXN"	"METHGLYSYN-CPLX"	["DIHYDROXY-ACETONE-PHOSPHATE"]		"custom"		[324]	[160]	[2]	"kcat*E*S/(Km*(1+I/Ki)+S)"	["kcat","Km","Ki","E","S","I"]	["kcat","Km","Ki"]	[324,160,2]	{"E":"METHGLYSYN-CPLX","S":"DIHYDROXY-ACETONE-PHOSPHATE","I":"CPD-67"}	"9665712"
"METHGLYSYN-RXN"	"METHGLYSYN-CPLX"	["DIHYDROXY-ACETONE-PHOSPHATE"]	25	"standard"		[220]	[200]	[]						"15049687"
"METHIONINE--TRNA-LIGASE-RXN"	"METG-CPLX"	["Elongation-tRNAMet"]		"standard"		[3.3]	[0.9]	[]						"2126467"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["10-FORMYL-THF","L-methionyl-tRNAfmet"]	25	"standard"		[20]	[13.5,0.35]	[]						"6387369"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["10-FORMYL-THF","L-methionyl-tRNAfmet"]	25	"standard"		[20]	[13.5,0.35]	[]						"6989606"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["L-methionyl-tRNAfmet"]	37	"standard"		[41.52]	[0.56]	[]						"9391059"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["MET-tRNAs"]		"standard"		[39.1]	[0.54]	[]						"9843398"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["MET-tRNAs"]		"standard"		[37.3]	[0.5]	[]						"10694387"
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN"	"EG11268-MONOMER"	["MET-tRNAs"]		"standard"		[13.9]	[0.51]	[]						"10891086"
"METHYLISOCITRATE-LYASE-RXN"	"CPLX0-1021"	["CPD-618"]	25	"standard"		[19]	[24]	[400]						"15723538"
"METHYLMALONYL-COA-MUT-RXN"	"CPLX0-7741"	["SUC-COA"]	37	"standard"		[0.2]	[11.2]	[]						"10769117"
"METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN"	"CPLX0-1541"	["5-METHYLTHIOADENOSINE"]	22	"standard"		[3.0]	[0.8]	[]						"16101288"
"METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN"	"CPLX0-1541"	["5-METHYLTHIOADENOSINE"]	25	"standard"		[4.0]	[0.43]	[]						"17059210"
"METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN"	"CPLX0-1541"	["5-METHYLTHIOADENOSINE"]		"standard"		[0.49]	[7.38]	[]						"18453700"
"MHPCHYDROL-RXN"	"CPLX0-7950"	["CPD-157"]		"standard"		[36]	[2.1]	[]						"9315862"
"MHPCHYDROL-RXN"	"MHPCHYDROL-MONOMER"	["CPD-157"]	25	"standard"		[28]	[6.8]	[]						"15663941"
"MHPCHYDROL-RXN"	"MHPCHYDROL-MONOMER"	["CPD-157"]	25	"standard"		[28]	[6.8]	[]						"17029402"
"MHPELY-RXN"	"MHPELY-MONOMER"	["ACETALD"]	25	"standard"		[205.4]	[62900]	[]						"20364820"
"MMUM-RXN"	"MMUM-MONOMER"	["HOMO-CYS"]	30	"standard"		[0.38]	[45]	[]						"10026151"
"N-ACETYLGLUCOSAMINE-KINASE-RXN"	"G6576-MONOMER"	["GLC", "ATP"]	25	"standard"		[9.2]	[3800,3400]	[]						"15157072"
"N-ACETYLGLUCOSAMINE-KINASE-RXN"	"G6576-MONOMER"	["GLC","ATP"]	25	"standard"		[9.2]	[3800,3400]	[]						"15157072"
"NACGLCTRANS-RXN"	"NACGLCTRANS-MONOMER"	["C5","UDP-N-ACETYL-D-GLUCOSAMINE"]		"standard"		[13.95]	[53,53]	[]						"12538870"
"NACGLCTRANS-RXN"	"NACGLCTRANS-MONOMER"	["UDP-N-ACETYL-D-GLUCOSAMINE"]	37	"standard"		[0.72]	[27]	[]						"17692452"
"NACGLCTRANS-RXN"	"NACGLCTRANS-MONOMER"	["UDP-N-ACETYL-D-GLUCOSAMINE"]		"standard"		[0.27]	[58]	[]						"18081839"
"NACGLCTRANS-RXN"	"NACGLCTRANS-MONOMER"	["UDP-N-ACETYL-D-GLUCOSAMINE"]	37	"standard"		[0.93]	[150]	[]						"18081839"
"NAD-KIN-RXN"	"CPLX0-682"	["NAD","ATP"]	37	"standard"		[125,55]	[2000,2500]	[]						"11488932"
"NADH-DEHYDROG-A-RXN"	"NADH-DHI-CPLX"	["NADH"]	30	"standard"		[26]	[13]	[]						"21832062"
"NAG1P-URIDYLTRANS-RXN"	"NAG1P-URIDYLTRANS-CPLX"	["N-ACETYL-D-GLUCOSAMINE-1-P","UTP"]	37	"standard"		[12.4]	[70,100]	[]						"8083170"
"NAG1P-URIDYLTRANS-RXN"	"NAG1P-URIDYLTRANS-CPLX"	["N-ACETYL-D-GLUCOSAMINE-1-P","UTP"]	25	"standard"		[44.3]	[]	[]						"8689233"
"NAG1P-URIDYLTRANS-RXN"	"NAG1P-URIDYLTRANS-CPLX"	["N-ACETYL-D-GLUCOSAMINE-1-P"]	37	"standard"		[330]	[]	[]						"11084021"
"NAG6PDEACET-RXN"	"NAG6PDEACET-CPLX"	["CPD-16168"]		"custom"		[105]	[300]	[]	"kcat*E*S/(km*(1+I1/ki1)*(1+I2/ki2)+S*(1+I1/kis))*(1/(1+S/ki3))"	["kcat","km","ki1","ki2","ki3","kis","E","S","I1","I2"]	["kcat","km","ki1","ki2","ki3","kis"]	[105,0.30,31700,58200,13500,4200]	{"E":"NAG6PDEACET-CPLX","S":"CPD-16168","I1":"D-GLUCOSAMINE-6-P","I2":"ACET"}	"9143339"
"NAG6PDEACET-RXN"	"NAG6PDEACET-CPLX"	["CPD-16168"]	30	"standard"		[102]	[80]	[]						"17567047"
"NANK-RXN"	"NANK-MONOMER"	["N-ACETYL-D-MANNOSAMINE","ATP"]	25	"standard"		[83]	[310,510]	[]						"15157072"
"NAPHTHOATE-SYN-RXN"	"NAPHTHOATE-SYN-MONOMER"	["CPD-6972"]	25	"standard"		[0.062]	[25.9]	[]						"21830810"
"NMNAMIDOHYDRO-RXN"	"CPLXECOLI-7943"	["NICOTINAMIDE_NUCLEOTIDE"]	37	"standard"		[3.3]	[6]	[]						"21953451"
"NMNAMIDOHYDRO-RXN"	"CPLXECOLI-7943"	["NICOTINAMIDE_NUCLEOTIDE"]	37	"standard"		[4.1]	[7]	[]						"24530526"
"O-SUCCHOMOSERLYASE-RXN"	"O-SUCCHOMOSERLYASE-CPLX"	["CYS","O-SUCCINYL-L-HOMOSERINE"]	25	"standard"		[11.67]	[50,1000]	[]						"2405903"
"O-SUCCHOMOSERLYASE-RXN"	"O-SUCCHOMOSERLYASE-CPLX"	["O-SUCCINYL-L-HOMOSERINE","CYS"]	25	"standard"		[121]	[3000,640]	[]						"19370061"
"O-SUCCHOMOSERLYASE-RXN"	"O-SUCCHOMOSERLYASE-CPLX"	["O-SUCCINYL-L-HOMOSERINE"]	25	"standard"		[1.80]	[1300]	[]						"22855027"
"OHACYL-COA-DEHYDROG-RXN"	"FAO-CPLX"	["ACETOACETYL-COA","NADH"]	25	"standard"		[382]	[69,2]	[]						"7756275"
"OHBUTYRYL-COA-EPIM-RXN"	"FAO-CPLX"	["D-3-HYDROXYACYL-COA"]	25	"standard"		[13]	[17]	[]						"7756275"
"OHMETPYRKIN-RXN"	"PDXK-CPLX"	["HMP","ATP"]	25	"standard"		[0.43]	[33.5,143.1]	[]						"Reddick, J.J.; Kinsland, C.; Nicewonger, R.; Christian, T.; Downs, D.M.; Winkler, M.E.; Begley, T.P. Overexpression, purification and characterization of two pyrimidine kinases involved in the biosynthesis of thiamin: 4-amino-5-hydroxymethyl-2-methylpyrimidine kinase and 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate kinase Tetrahedron 54 15983-15991 1998 "
"OHMETPYRKIN-RXN"	"HMP-P-KIN-CPLX"	["HMP"]	25	"standard"		[0.086]	[150]	[]						"Reddick, J.J.; Kinsland, C.; Nicewonger, R.; Christian, T.; Downs, D.M.; Winkler, M.E.; Begley, T.P. Overexpression, purification and characterization of two pyrimidine kinases involved in the biosynthesis of thiamin: 4-amino-5-hydroxymethyl-2-methylpyrimidine kinase and 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate kinase Tetrahedron 54 15983-15991 1998 "
"OROTPDECARB-RXN"	"OROTPDECARB-CPLX"	["OROTIDINE-5-PHOSPHATE"]		"standard"		[28]	[1]	[]						"10757968"
"OXALOACETATE-TAUTOMERASE-RXN"	"FUMARASE-A"	["ENOL-OXALOACETATE"]		"standard"		[300]	[100]	[]						"8422384"
"OXALYL-COA-DECARBOXYLASE-RXN"	"CPLX0-7878"	["OXALYL-COA"]	30	"custom"	"forward"	[60.7]	[4.8]	[80]	"kcat*E*S/(S+km*(1+I/ki))"	["kcat","km","ki","E","S","I"]	["kcat","km","ki"]	[60.7,4.8,80]	{"E":"CPLX0-7878","S":"OXALYL-COA","I":"COA"}	"20553497"
"PABASYN-RXN"	"PABSYNMULTI-CPLX"	["CHORISMATE"]	25	"standard"		[0.53]	[13]	[]						"14982443"
"PABASYN-RXN"	"PABASYN-CPLX"	["GLN"]	25	"standard"		[0.67]	[520]	[]						"20170126"
"PANTEPADENYLYLTRAN-RXN"	"COADTRI-CPLX"	["DEPHOSPHO-COA","PPI"]	25	"standard"		[3.3]	[7,220]	[]						"10480925"
"PANTOATE-BETA-ALANINE-LIG-RXN"	"PANTOATE-BETA-ALANINE-LIG-CPLX"	["B-ALANINE","L-PANTOATE","ATP"]	25	"standard"		[1.4]	[310,1450,1750]	[]						"16990935"
"PANTOTHENATE-KIN-RXN"	"PANTOTHENATE-KIN-CPLX"	["ATP"]	20	"standard"		[1.14]	[115]	[]						"19307712"
"PEPCARBOX-RXN"	"PEPCARBOX-CPLX"	["PHOSPHO-ENOL-PYRUVATE"]	30	"standard"		[150]	[190]	[]						"9927652"
"PGLYCDEHYDROG-RXN"	"PGLYCDEHYDROG-CPLX"	["3-P-HYDROXYPYRUVATE"]	37	"standard"		[27.8]	[3.2]	[]						"8550422"
"PGLYCDEHYDROG-RXN"	"PGLYCDEHYDROG-CPLX"	["G3P","SER"]	37	"custom"		[0.55]	[1200]	[3.8]	"kcat*E*(S_1/(S_1*(1+S_2/k_i_1)+k_M))"	["kcat","k_M","k_i_1","E","S_1","S_2"]	["kcat","k_M","k_i_1"]	[0.55,1200,3.8]	{"E":"PGLYCDEHYDROG-CPLX","S_1":"G3P","S_2":"SER"}	"8550422"
"PHEAMINOTRANS-RXN"	"TYRB-DIMER"	["PHE"]	25	"standard"		[1200]	[1000]	[]						"8639626"
"PHEAMINOTRANS-RXN"	"BRANCHED-CHAINAMINOTRANSFER-CPLX"	["PHE","2-KETOGLUTARATE"]	25	"standard"		[2.9]	[890,260]	[]						"10989422"
"PHEAMINOTRANS-RXN"	"ASPAMINOTRANS-DIMER"	["PHE"]	50	"standard"		[13.73]	[8000]	[]						"11736651"
"PHENDEHYD-RXN"	"PHENDEHYD-CPLX"	["PHENYLACETALDEHYDE"]		"standard"		[96.83]	[11.6]	[]						"16731973"
"PHENYLALANINE--TRNA-LIGASE-RXN"	"PHES-CPLX"	["PHE"]		"standard"		[3.52]	[20.2]	[]						"15004015"
"PHENYLALANINE--TRNA-LIGASE-RXN"	"PHES-CPLX"	["PHE"]		"standard"		[1.72]	[10.3]	[]						"15526031"
"PHENYLALANINE--TRNA-LIGASE-RXN"	"PHES-CPLX"	["PHE-tRNAs"]	37	"standard"		[0.817]	[2.7]	[]						"16866361"
"PHENYLALANINE--TRNA-LIGASE-RXN"	"PHES-CPLX"	["PHE"]		"standard"		[199]	[2]	[]						"20160120"
"PHOSACETYLTRANS-RXN"	"PHOSACETYLTRANS-CPLX"	["ACETYL-COA","Pi"]	30	"custom"		[]	[]	[]	"kcat*E*Pi/(KmP + Pi)*(Ac^H)/(KmA^H +Ac^H)" 	["kcat","KmP","KmA","H","E","Pi","Ac"]	["kcat","KmP","KmA","H"]	[29.6,2.1,44.9,1.3]	{"E":"PHOSACETYLTRANS-CPLX","Pi":"Pi","Ac":"ACETYL-COA"}	"20236319"
"PHOSACETYLTRANS-RXN"	"PHOSACETYLTRANS-CPLX"	["CO-A","ACETYL-P"]	30	"custom"		[]	[]	[]	"kcat*E*CoA/(KmC + CoA)*(Ac^H)/(KmA^H +Ac^H)" 	["kcat","KmC","KmA","H","E","CoA","Ac"]	["kcat","KmC","KmA","H"]	[227.6,67.2,900,1.7]	{"E":"PHOSACETYLTRANS-CPLX","CoA":"CO-A","Ac":"ACETYL-P"}	"20236319"
"PHOSACETYLTRANS-RXN"	"CPLX0-7912"	["ACETYL-P","CO-A"]	30	"standard"		[415.5]	[311.7,32.7]	[]						"21046341"
"PHOSACETYLTRANS-RXN"	"CPLX0-7912"	["ACETYL-COA"]	30	"standard"		[119.8]	[9.5]	[]						"21046341"
"PHOSACETYLTRANS-RXN"	"PHOSACETYLTRANS-CPLX"	["ACETYL-P","CO-A"]	30	"standard"		[227.6]	[900,67.2]	[]						"21046341"
"PHOSACETYLTRANS-RXN"	"PHOSACETYLTRANS-CPLX"	["ACETYL-COA"]	30	"standard"		[29.6]	[44.9]	[]						"21046341"
"PHOSPHOGLUCMUT-RXN"	"PHOSGLUCOSAMINEMUT-MONOMER"	["GLC-1-P"]	37	"standard"		[0.0055]	[650]	[]						"10231382"
"PMPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXAMINE-5P","PYRIDOXAMINE-5P"]	42	"custom"		[28]	[400]	[8]	"kcat*E*(1/(1+I/Ki))*(S/(Km*(1+I/Ki) + S))"	["kcat","Km","Ki","E","S","I"]	["kcat","Km","Ki"]	[28,400,8]	{"E":"PDXH-CPLX","S":"PYRIDOXAMINE-5P","I":"PYRIDOXAMINE-5P"}	"7696318"
"PMPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXAL_PHOSPHATE"]	42	"standard"		[33]	[368]	[]						"7696318"
"PMPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXAMINE-5P","PYRIDOXAL_PHOSPHATE"]	37	"custom"		[1.72]	[105]	[8]	"kcat*E*S/(Km*(1+I/Ki)+S)"	["kcat","Km","Ki","E","S","I"]	["kcat","Km","Ki"]	[1.72,105,8]	{"E":"PDXH-CPLX","S":"PYRIDOXAMINE-5P","I":"PYRIDOXAL_PHOSPHATE"}	"7860596"
"PNKIN-RXN"	"PDXK-CPLX"	["PYRIDOXINE"]	37	"standard"		[0.33]	[650]	[]						"15249053"
"PNKIN-RXN"	"PDXK-CPLX"	["PYRIDOXINE"]	25	"standard"		[0.36]	[28.5]	[]						"Reddick, J.J.; Kinsland, C.; Nicewonger, R.; Christian, T.; Downs, D.M.; Winkler, M.E.; Begley, T.P. Overexpression, purification and characterization of two pyrimidine kinases involved in the biosynthesis of thiamin: 4-amino-5-hydroxymethyl-2-methylpyrimidine kinase and 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate kinase Tetrahedron 54 15983-15991 1998 "
"PNPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXINE-5P","PYRIDOXAL_PHOSPHATE"]	37	"custom"		[0.76]	[2]	[8]	"kcat*E*S/(Km*(1+I/Ki)+S)"	["kcat","Km","Ki","E","S","I"]	["kcat","Km","Ki"]	[0.76,2,8]	{"E":"PDXH-CPLX","S":"PYRIDOXINE-5P","I":"PYRIDOXAL_PHOSPHATE"}	"7860596"
"PNPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXINE-5P"]	37	"standard"		[0.3]	[2]	[]						"9693059"
"PNPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXINE-5P"]	37	"standard"		[0.13]	[0.30]	[]						"11786019"
"PNPOXI-RXN"	"PDXH-CPLX"	["PYRIDOXINE-5P"]	37	"standard"		[0.13]	[0.3]	[]						"12686112"
"POLYPHOSPHATE-KINASE-RXN"	"PPK-CPLX"	["ATP","ADP"]		"custom"		[59]	[2000]	[90]	"kcat*E*(S_1/(S_1+k_M_1*(1+S_2/k_i)))"	["kcat","k_M_1","k_i","E","S_1","S_2"]	["kcat","k_M_1","k_i"]	[59,2000,90]	{"E":"PPK-CPLX","S_1":"ATP","S_2":"ADP"}	"2164013"
"POLYPHOSPHATE-KINASE-RXN"	"PPK-CPLX"	["ADP"]	37	"standard"		[10.5]	[250]	[]						"9012801"
"POLYPHOSPHATE-KINASE-RXN"	"PPK-CPLX"	["GDP"]	37	"standard"		[0.088]	[630]	[]						"9012801"
"POLYPHOSPHATE-KINASE-RXN"	"PPK-CPLX"	["CDP"]	37	"standard"		[0.167]	[3000]	[]						"9012801"
"POLYPHOSPHATE-KINASE-RXN"	"PPK-CPLX"	["UDP"]	37	"standard"		[0.117]	[3000]	[]						"9012801"
"PPPGPPHYDRO-RXN"	"PPPGPPHYDRO-CPLX"	["GDP-TP"]	37	"standard"		[0.023]	[130]	[]						"8394006"
"PRAISOM-RXN"	"PRAI-IGPS"	["N-5-PHOSPHORIBOSYL-ANTHRANILATE"]	25	"standard"		[38.9]	[7.1]	[]						"2494074"
"PRAISOM-RXN"	"PRAI-IGPS"	["N-5-PHOSPHORIBOSYL-ANTHRANILATE"]	25	"standard"		[40]	[5]	[]						"2651124"
"PRAISOM-RXN"	"PRAI-IGPS"	["N-5-PHOSPHORIBOSYL-ANTHRANILATE"]	20	"standard"		[39]	[7]	[]						"3298981"
"PRAISOM-RXN"	"PRAI-IGPS"	["N-5-PHOSPHORIBOSYL-ANTHRANILATE"]	25	"standard"		[40]	[4.9]	[]						"7727400"
"PRAISOM-RXN"	"PRAI-IGPS"	["N-5-PHOSPHORIBOSYL-ANTHRANILATE"]	25	"standard"		[40]	[4.9]	[]						"7727401"
"PREPHENATEDEHYDRAT-RXN"	"CHORISMUTPREPHENDEHYDRAT-CPLX"	["PREPHENATE"]	37	"standard"		[26.15]	[549]	[]						"9497350"
"PREPHENATEDEHYDRAT-RXN"	"CHORISMUTPREPHENDEHYDRAT-CPLX"	["PREPHENATE"]	37	"standard"		[32.2]	[559]	[]						"10769128"
"PREPHENATEDEHYDRAT-RXN"	"CHORISMUTPREPHENDEHYDRAT-CPLX"	["PREPHENATE"]	37	"standard"		[26.15]	[549]	[]						"12818673"
"PREPHENATEDEHYDROG-RXN"	"CHORISMUTPREPHENDEHYDROG-CPLX"	["PREPHENATE","NAD"]	37	"standard"		[135]	[50,130]	[]						"6395895"
"PREPHENATEDEHYDROG-RXN"	"CHORISMUTPREPHENDEHYDROG-CPLX"	["PREPHENATE","NAD"]	30	"standard"		[27]	[44,103]	[]						"9843375"
"PREPHENATEDEHYDROG-RXN"	"CHORISMUTPREPHENDEHYDROG-CPLX"	["PREPHENATE","NAD"]	30	"standard"		[27]	[44,103]	[]						"10200166"
"PRIBFAICARPISOM-RXN"	"PRIBFAICARPISOM-MONOMER"	["PHOSPHORIBOSYL-FORMIMINO-AICAR-P"]	37	"standard"		[14.3]	[1.8]	[]						"12356303"
"PROLINE--TRNA-LIGASE-RXN"	"PROS-CPLX"	["PRO"]	37	"standard"		[70]	[250]	[]						"11408489"
"PROLINE--TRNA-LIGASE-RXN"	"PROS-CPLX"	["PRO"]	37	"standard"		[14]	[290]	[]						"12130657"
"PROLINE--TRNA-LIGASE-RXN"	"PROS-CPLX"	["PRO"]	37	"standard"		[70]	[250]	[]						"16864571"
"PROLINE--TRNA-LIGASE-RXN"	"PROS-CPLX"	["PRO-tRNAs"]	37	"standard"		[0.239]	[14.14]	[]						"16864571"
"PROTOPORGENOXI-RXN"	"CPLX0-7811"	["PROTOPORPHYRINOGEN"]	37	"standard"		[0.292]	[7.0]	[]						"19583219"
"PRTRANS-RXN"	"ANTHRANSYNCOMPII-MONOMER"	["ANTHRANILATE","PRPP"]	25	"standard"		[4.4]	[0.28,50]	[]						"2651124"
"PRTRANS-RXN"	"ANTHRANSYN-CPLX"	["ANTHRANILATE","PRPP"]	25	"standard"		[4.4]	[0.28,50]	[]						"Lambrecht et al. Anthranilate phosphoribosyl transferase (TrpD) generates phosphoribosylamine for thiamine synthesis from enamines and phosphoribosyl pyrophosphate. 2013. ACS Chem Biol."
"PSERTRANSAM-RXN"	"PSERTRANSAM-CPLX"	["3-P-SERINE"]	37	"standard"		[0.39]	[17]	[]						"8706854"
"PSERTRANSAM-RXN"	"PSERTRANSAM-CPLX"	["3-P-HYDROXYPYRUVATE"]	37	"standard"		[1.75]	[15]	[]						"8706854"
"PSERTRANSAMPYR-RXN"	"PSERTRANSAM-CPLX"	["4-PHOSPHONOOXY-THREONINE"]	37	"standard"		[0.15]	[110]	[]						"8706854"
"PYRAMKIN-RXN"	"PDXK-CPLX"	["PYRIDOXAMINE"]	37	"standard"		[0.67]	[600]	[]						"15249053"
"PYRIDOXKIN-RXN"	"PDXK-CPLX"	["PYRIDOXAL"]	37	"standard"		[2.33]	[600]	[]						"15249053"
"PYRIMSYN3-RXN"	"HMP-P-KIN-CPLX"	["AMINO-HYDROXYMETHYL-METHYL-PYR-P","ATP"]	25	"standard"		[0.07]	[23.3,193.0]	[]						"Reddick, J.J.; Kinsland, C.; Nicewonger, R.; Christian, T.; Downs, D.M.; Winkler, M.E.; Begley, T.P. Overexpression, purification and characterization of two pyrimidine kinases involved in the biosynthesis of thiamin: 4-amino-5-hydroxymethyl-2-methylpyrimidine kinase and 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate kinase Tetrahedron 54 15983-15991 1998 "
"R131-RXN"	"BIOTINLIG-MONOMER"	["BIOTINLIG-MONOMER"]	37	"standard"		[0.44]	[7.0]	[]						"11714929"
"R303-RXN"	"CPLX0-244"	["CPD-9138","NADPH"]		"standard"		[56.21]	[29]	[]						"23801116"
"R601-RXN"	"FUMARATE-REDUCTASE"	["SUC"]	38	"standard"		[182]	[0.3]	[]						"3511050"
"R601-RXN"	"FUMARATE-REDUCTASE"	["FUM"]	38	"standard"		[1128]	[]	[]						"3511050"
"R601-RXN"	"FUMARATE-REDUCTASE"	["FUM"]	30	"standard"		[177]	[5.4]	[]						"11803023"
"R601-RXN"	"FUMARATE-REDUCTASE"	["SUC"]	30	"standard"		[28]	[1.3]	[]						"11803023"
"R601-RXN"	"FUMARATE-REDUCTASE"	["SUC"]	30	"standard"		[14]	[1.5]	[]						"11803023"
"R601-RXN"	"FUMARATE-REDUCTASE"	["FUM"]	30	"standard"		[250]	[20]	[]						"16484232"
"R601-RXN"	"FUMARATE-REDUCTASE"	["SUC","MALONATE","OXALACETIC_ACID"]	30	"standard"		[30]	[550]	[25,0.3]						"16484232"
"R601-RXN"	"FUMARATE-REDUCTASE"	["FUM"]	30	"standard"		[230]	[4]	[]						"16829675"
"R601-RXN"	"FUMARATE-REDUCTASE"	["SUC"]	30	"standard"		[15]	[]	[]						"16829675"
