"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	
"2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-"	"a 2-[(3<i>S</i>)-3-carboxy-3-(methylammonio)propyl]-L-histidine-[translation elongation factor 2]"	["a [3-[[4-(2-amino-2-carboxy-ethyl)-1H-imidazol-2-yl]]-1-carboxy- propyl]-methyl-ammonium", "a 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine", "2-[3-carboxy-3-(methylammonio)propyl]-L-histidine in eEF-2"]	null	null	
"2-3-DIHYDROXYBENZOATE"	"2,3-dihydroxybenzoate"	["2,3-dihydroxybenzoic acid", "3-hydroxysalicylate", "catechol-3-carboxylate", "2-pyrocatechuate"]	"C7H5O4"	153.114	
"2-3-DIHYDROXYPHENYL-PROPIONATE"	"3-(2,3-dihydroxyphenyl)propanoate"	["3-(2,3-dihydroxyphenyl)propionic acid", "3-(2,3-dihydroxyphenyl)propionate", "3-carboxyethylcatechol"]	"C9H9O4"	181.168	
"2-3-dihydroxypropane-1-sulfonate"	"3-sulfopropanediol"	["2,3-dihydroxypropane 1-sulfonate"]	"C3H7O5S"	155.145	
"2-4-2-N-linked-Glycan"	"a {&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;6)]-[&beta;-D-GlcNAc-(1&rarr;4)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]"	["[(2),(4),(2)]-<i>N</i>-linked glycan", "bis-2,2 <i>N</i>-glycan"]	null	null	
"2-5-PHOSPHORIBOSYL-3-DEPHOSPHO-COA"	"2'-(5''-phosphoribosyl)-3'-dephospho-CoA"	["2-5-phosphoribosyl-3-dephospho-CoA"]	null	null	
"2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-"	"2'-(5''-triphospho-&alpha;-D-ribosyl)-3'-dephospho-CoA"	["2-5-triphosphoribosyl-3-dephospho-CoA", "2'-(5-triphosphoribosyl)-3'-dephospho-CoA"]	"C26H40N7O26P5S"	1053.562	
"2-ACETO-2-HYDROXY-BUTYRATE"	"(<i>S</i>)-2-aceto-2-hydroxybutanoate"	["(<i>S</i>)-2-aceto-2-hydroxy-butyrate", "(<i>S</i>)-2-hydroxy-2-ethyl-3-oxobutanoate"]	"C6H9O4"	145.135	
"2-ACETO-LACTATE"	"(<i>S</i>)-2-acetolactate"	["(<i>S</i>)-2-hydroxy-2-methyl-3-oxobutanoate", "&alpha;-acetolactate", "(2<i>S</i>)-2-hydroxy-2-methyl-3-oxobutanoate"]	"C5H7O4"	131.108	
"2-ACYL-GPE"	"a 2-acyl-1-lyso-phosphatidylethanolamine"	["2-acyl-GPE", "<i>O</i>-(2-acyl-<i>sn</i>-glycero-3-phospho)-ethanolamine", "a 2-acyl-1-lyso-<i>sn</i>-glycero-3-phosphoethanolamine", "a 2-acyl-<i>sn</i>-glycero-3-phosphoethanolamine"]	null	null	
"2-Acyl-sn-glycerol-3-phosphates"	"a 2-acyl-<i>sn</i>-glycerol 3-phosphate"	["a 2-acyl-<i>sn</i>-glycerol 3P", "a 1-lysophosphatidate", "a 1-lyso-LPA", "a 1-lyso-phosphatidic acid", "a 1-lyso-phosphatidate"]	null	null	
"2-Acylglycero-Phosphocholines"	"a 2-acyl-<i>sn</i>-glycero-3-phosphocholine"	["a 2-acylglycero-3-phosphocholine", "a L-1-lysolecithin", "a 1-lyso-2-acyl-<i>sn</i>-glycero-3-phosphocholine", "a 1-lysolecithin", "a &beta;-lysophosphatidylcholine", "a 2-acylglycerophosphocholine", "a 2-acyl 1-lyso-<i>sn</i>-glycero-3-phosphatidylcholine"]	null	null	
"2-acylphloroglucinol-1-glucosides"	"a 2-acylphloroglucinol 1-<i>O</i>-&beta;-D-glucoside"	[]	null	null	
"2-Alkyl-3-hydroxy-fatty-acids"	"a (2R,3S)-2-alkyl-3-hydroxyalkanoate"	[]	null	null	
"2-Alkyl-Dinitrophenol-Derivatives"	"a 2-alkyl-dinitrophenol derivative"	[]	null	null	
"2-ALPHA-HYDROXYETHYL-THPP"	"2-(&alpha;-hydroxyethyl)thiamine diphosphate"	["2-(&alpha;-hydroxyethyl)-TPP", "2-(&alpha;-hydroxyethyl)-ThPP"]	"C14H20N4O8P2S"	466.341	
"2-Alpha-Mannosyl-Heteroglycans"	"2-(&alpha;-D-mannosyl)-heteroglycan"	[]	null	null	
"2-AMINO-4-OXO-PENTOATE"	"2-amino-4-oxo-pentoate"	[]	"C5H9NO3"	131.131	
"2-AMINOACRYLATE"	"2-aminoprop-2-enoate"	["2-aminoacrylate", "&alpha;-aminoacrylate", "2-aminoacrylic acid", "2,3-didehydroalanine", "&alpha;,&beta;-dehydroalanine", "anhydroserine 2-aminopropenoic acid", "dehydroalanine"]	"C3H5NO2"	87.078	
"2-Aminobutyrate"	"2-aminobutanoate"	["DL-a-amino-N-butyric acid", "2-aminobutyric acid", "2-amino-n-butyric acid", "butyrine", "&alpha;-aminobutyric acid", "D,L-&alpha;-amino-<i>N</i>-butyrate", "2-aminobutyrate", "D,L-&alpha;-amino-<i>N</i>-butyric acid"]	"C4H9NO2"	103.121	
"2-AMINOMALONATE-SEMIALDEHYDE"	"3-oxo-L-alanine"	["FGly", "(<i>S</i>)-C<sup>&alpha;</sup>-formylglycine", "2-aminomalonate semialdehyde", "(<i>S</i>)-formylglycine"]	"C3H5NO3"	103.077	
"2-Arylethylamines"	"a 2-arylethylamine"	[]	null	null	
"2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE"	"2-C-methyl-D-erythritol 4-phosphate"	["2-methylerylthritol 4-phosphate"]	"C5H11O7P"	214.111	
"2-CARBOXYMUCONATE"	"2-carboxymuconate"	[]	"C7H3O6"	183.097	
"2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE"	"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate"	["2-D-threo-hydroxy-3-carboxy-isocaproate", "3-carboxy-2-hydroxy-4-methylpentanoate", "&beta;-isopropylmalate", "3-isopropylmalate"]	"C7H10O5"	174.153	
"2-DEHYDRO-3-DEOXY-D-GALACTONATE"	"2-dehydro-3-deoxy-D-galactonate"	["2-dehydro-3-deoxygalactonate", "2-keto-3-deoxygalactonate", "2-keto-3-deoxy-D-galactonate"]	"C6H9O6"	177.133	
"2-DEHYDRO-3-DEOXY-D-GLUCONATE"	"2-dehydro-3-deoxy-D-gluconate"	["2-keto-3-deoxy-D-gluconic acid", "2-keto-3-deoxy-D-gluconate", "3-deoxy-2-oxo-D-gluconate", "2-keto-3-deoxygluconate", "3-deoxy-D-<i>erythro</i>-hex-2-ulosonic acid", "KDG"]	"C6H9O6"	177.133	
"2-DEHYDROPANTOATE"	"2-dehydropantoate"	["ketopantoate", "2-ketopantoate"]	"C6H9O4"	145.135	
"2-DEHYDROPANTOYL-LACTONE"	"2-dehydropantolactone"	["2-oxopantoyl lactone", "2-dehydropantoyl lactone"]	"C6H8O3"	128.127	
"2-Dehydropyranoses"	"a 2-dehydropyranose"	[]	"C6H10O6"	178.141	
"2-DEOXY-D-GLUCOSE"	"2-deoxy-D-glucose"	["2-deoxyglucose"]	"C6H12O5"	164.158	
"2-DEOXY-D-GLUCOSE-6-PHOSPHATE"	"2-deoxy-D-glucose 6-phosphate"	[]	"C6H11O8P"	242.122	
"2-Deoxy-D-Ribosyl-Base"	"a 2-deoxy-D-ribosyl-base"	[]	null	null	
"2-DEOXYGLUCOSE-6-PHOSPHATE"	"2-deoxyglucose 6-phosphate"	[]	"C6H11O8P"	242.122	
"2-DEOXYRIBOSE"	"2-deoxy-D-ribose"	["deoxyribose", "2-deoxyribose", "2-deoxy-D-<i>erythro</i>-pentose"]	"C5H10O4"	134.132	
"2-DH-3-DO-D-ARABINONATE"	"2-dehydro-3-deoxy-D-arabinonate"	["2-dehydro-3-deoxy-D-xylonate", "2-dehydro-3-deoxy-D-pentonate", "2-keto-3-deoxy-D-arabinonate", "2-keto-3-deoxy-D-xylonate"]	"C5H7O5"	147.107	
"2-Halobenzoate"	"2-halobenzoate"	["2-halobenzoic acid"]	null	null	
"2-HEXADECENOATES"	"a 2-hexadecenoate"	["16:1&Delta;2", "2-hexadecenoic acid"]	null	null	
"2-Hydroxy-2-methylbutyronitriles"	"2-hydroxy-2-methylbutanenitrile"	["2-hydroxy-2-methylbutyronitrile"]	"C5H9NO"	99.132	
"2-HYDROXY-2-METHYLPROPANENITRILE"	"2-hydroxy-2-methylpropanenitrile"	["acetone cyanohydrin", "2-hydroxyisobutyronitrile"]	"C4H7NO"	85.105	
"2-Hydroxy-carboxylates"	"a 2-hydroxy carboxylate"	[]	null	null	
"2-Hydroxy-Fatty-Acids"	"a 2-hydroxy fatty acid"	["a 2-OH fatty acid", "an alpha-Hydroxy fatty acid", "an &alpha;-OH fatty acid", "an &alpha;-hydroxy fatty acid"]	null	null	
"2-hydroxyacyl-glutathiones"	"<i>S</i>-(2-hydroxyacyl)glutathione"	[]	null	null	
"2-HYDROXYGLUTARIC_ACID"	"2-hydroxyglutarate"	["2-hydroxyglutaric acid", "&alpha;-hydroxyglutarate", "&alpha;-hydroxy-glutarate", "2-hydroxypentanedioic acid"]	"C5H6O5"	146.099	
"2-Hydroxyisoflavones"	"a 2'-hydroxyisoflavone"	[]	null	null	
"2-KETO-3-DEOXY-6-P-GLUCONATE"	"2-dehydro-3-deoxy-D-gluconate 6-phosphate"	["2-keto-3-deoxy-6-phospho-D-gluconate", "2-dehydro-3-deoxy-6-phospho-D-gluconate", "2-keto-3-deoxy-6-phospho-gluconate", "6-phospho-2-dehydro-3-deoxy-D-gluconate", "2-keto-3-deoxy-6-phosphogluconate", "2-keto-3-deoxy-6-P-gluconate", "6-p-2-k-3-deo-gluconate", "6-phospho-2-keto-3-deoxygluconate", "6-phospho-2-dehydro-3-deoxygluconate", "2-keto-3-deoxygluconate-6-P", "3-deoxy-D-<i>erythro</i>-hex-2-ulosonic acid 6-phosphate", "3-deoxy-D-<i>erythro</i>-hex-2-ulosonate-6-phosphate", "KDPG"]	"C6H8O9P"	255.098	
"2-KETO-3-DEOXY-D-GLUCARATE"	"(2S,3S)-2,3-dihydroxy-5-oxohexanedioate"	["3-deoxy-L-<i>allo</i>-hex-2-ulosarate"]	"C6H6O7"	190.109	
"2-KETO-3-METHYL-VALERATE"	"(3<i>S</i>)-3-methyl-2-oxopentanoate"	["(<i>S</i>)-3-methyl-2-oxopentanoate", "&alpha;-keto-methylvalerate", "2-oxo-3-methylvalerate", "(<i>S</i>)-2-oxo-3-methylpentanoate", "(<i>S</i>)-3-methyl-2-oxovalerate", "2-oxo-3-methylpentanoate", "3-methyl-2-oxopentanoate", "&alpha;-keto-&beta;-methyl-valerate", "2-keto-3-methyl-valerate", "2-keto-isoleucine"]	"C6H9O3"	129.135	
"2-KETO-GLUTARAMATE"	"2-oxoglutaramate"	["2-keto-glutaramate"]	"C5H6NO4"	144.107	
"2-KETO-ISOVALERATE"	"3-methyl-2-oxobutanoate"	["2-oxo-3-methylbutanoate", "2-oxoisovalerate", "&alpha;-keto-isovaleric acid", "&alpha;-ketoisopentanoic acid", "&alpha;-keto-isovalerate", "&alpha;-oxoisovalerate", "&alpha;-ketovaline", "2-keto-isovalerate", "2-ketovaline", "&alpha;-keto-valine", "2-oxoisopentanoate", "2-keto-3-methylbutyric acid", "3-methyl-2-oxobutyrate"]	"C5H7O3"	115.108	
"2-KETOGLUTARATE"	"2-oxoglutarate"	["2-oxoglutarate", "ketoglutarate", "&alpha;-ketoglutarate", "2-oxoglutaric acid", "&alpha;-ketoglutaric acid", "&alpha;-oxoglutarate", "2-ketoglutaric acid", "2-ketoglutarate", "2-oxopentanedionic acid", "2-oxopentanedionate", "a-ketoglutaric acid"]	"C5H4O5"	144.084	
"2-Lyso-phospholipids"	"a 2-lyso-phospholipid"	[]	null	null	
"2-Lyso-Plasmalogens"	"a 2-lysoplasmalogen"	["1-radyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine", "1-organyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine", "a 1-alkenyl-<i>sn</i>-glycero-3-phospholipid"]	null	null	
"2-Lyso-Plasmanyl-Phospholipids"	"a 2-lysoplasmanyl phospholipid"	[]	null	null	
"2-Lysophosphatidylcholines"	"a 1-acyl-<i>sn</i>-glycero-3-phosphocholine"	["alpha-acylglycerophosphocholine", "1-acylglycerophosphocholine", "a 1-acyl-<i>sn</i>-glycerol-3-phosphocholine", "a 2-lyso-phosphatidylcholine", "a 1-acylglycero-3-phosphocholine", "2-lysolecithin"]	null	null	
"2-LYSOPHOSPHATIDYLETHANOLAMINES"	"a 1-acyl-2-lyso-phosphatidylethanolamine"	["L-2-lyso-phosphatidyl-ethanolamine"]	null	null	
"2-Lysophosphatidylglycerols"	"a 1-acyl-2-lyso-phosphatidylglycerol"	[]	null	null	
"2-Me-Branched-234-Sat-FA"	"a 2-methyl branched 2,3,4-saturated fatty acid"	[]	null	null	
"2-Me-Branched-234-Sat-FALD"	"a 2-methyl branched 2,3,4-saturated fatty aldehyde"	[]	null	null	
"2-Me-Branched-234-Sat-Fatty-Acyl-CoA"	"a 2-methyl branched 2,3,4-saturated fatty acyl-CoA"	[]	null	null	
"2-MERCAPTOETHANOL"	"2-sulfanylethan-1-ol"	["hydroxyethyl sulfide", "&beta;-mercaptoethanol", "2-mercaptoethanol"]	"C2H6OS"	78.129	
"2-Methoxy-6-Polyprenyl-14-Benzoquinols"	"a 2-methoxy-6-<i>all-trans</i>-polyprenyl-1,4-benzoquinol"	[]	null	null	
"2-Methoxy-6-polyprenyl-phenols"	"a 2-methoxy-6-(<i>all-trans</i>-polyprenyl)phenol"	[]	null	null	
"2-METHYLMALEATE"	"citraconate"	["2-methylmaleate", "citraconic acid", "methylmaleic acid"]	"C5H4O4"	128.084	
"2-MT-N6-L-THR-carbamoyladenine37-tRNAs"	"a 2-methylsulfanyl-<i>N</i><sup>6</sup>-L-threonylcarbamoyladenine<sup>37</sup> in tRNA"	[]	null	null	
"2-N-linked-Glycan"	"Man<sub>3</sub>GlcNAc<sub>3</sub>-[protein]"	["a {&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcNAc}-<i>N</i>-Asn-[protein]", "0,2 <i>N</i>-linked glycan"]	null	null	
"2-NUCLEOTIDYLGENTAMICIN"	"a 2-nucleotidylgentamicin"	["a 2''-nucleotidylgentamicin"]	null	null	
"2-O-acetyl-Rhamnogalacturns"	"a 2-<i>O</i>-acetylated rhamnogalacturonan I"	[]	null	null	
"2-O-ALPHA-MANNOSYL-D-GLYCERATE"	"2-<i>O</i>-(&alpha;-D-mannosyl)-D-glycerate"	["2-<i>O</i>-(&alpha;-D-mannopyranosyl)-D-glycerate", "mannosylglycerate"]	"C9H15O9"	267.212	
"2-O-MeCytidine4-tRNAGLY-GCC"	"a 2'-<i>O</i>-methylcytidine<sup>4</sup> in tRNAGly(GCC)"	[]	null	null	
"2-O-MeGuan-34-tRNAs"	"a 2'-<i>O</i>-methylguanosine<sup>34</sup> in tRNA"	[]	null	null	
"2-o-methyladenosine-rRNAs"	"a 2'-<i>O</i>-methyladenosine in rRNA"	[]	null	null	
"2-O-Methylcytidine-32-tRNAs"	"a 2'-<i>O</i>-methylcytidine<sup>32</sup> in tRNA"	[]	null	null	
"2-O-Methylcytidine-34-tRNAs"	"a 2'-<i>O</i>-methylcytidine<sup>34</sup> in tRNA"	[]	null	null	
"2-O-methylcytidine-56-tRNAs"	"a 2'-<i>O</i>-methylcytidine<sup>56</sup> in tRNA"	[]	null	null	
"2-O-methylguanosine-2922-in-27S-pre-rRNA"	"a 2-<i>O</i>-methylguanosine<sup>2922</sup> in 27S pre-rRNA"	[]	null	null	
"2-O-Methylguanosine18"	"a 2'-<i>O</i>-methylguanosine<sup>18</sup> in tRNA"	[]	null	null	
"2-O-Methyluridine-Containing-rRNAs"	"a 2'-<i>O</i>-methyluridine in 21S rRNA"	["2'-<i>O</i>-methyluridine-containing rRNA"]	null	null	
"2-O-methyluridine2479-in-23S-rRNA"	"a 2'-<i>O</i>-methyluridine<sup>2479</sup> in 23S rRNA"	[]	null	null	
"2-O-Methyluridine32-tRNA"	"a 2'-<i>O</i>-methyluridine<sup>32</sup> in tRNA"	[]	null	null	
"2-O-Methyluridine44-tRNASer"	"a 2'-<i>O</i>-methyluridine<sup>44</sup>  in tRNA<sup>ser</sup>"	[]	null	null	
"2-OCTAPRENYL-6-HYDROXYPHENOL"	"3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol"	["2-octaprenyl-6-hydroxyphenol"]	"C46H70O2"	655.058	
"2-OCTAPRENYL-6-METHOXYPHENOL"	"2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol"	["2-methoxy-6-<i>all-trans</i>-octaprenylphenol", "2-octaprenyl-6-methoxyphenol"]	"C47H72O2"	669.085	
"2-OCTAPRENYLPHENOL"	"2-octaprenylphenol"	[]	"C46H70O"	639.058	
"2-OH-3-Methyl-Saturated-Fatty-Acyl-CoA"	"a 2-hydroxy-3-methyl-branched 2,3,4-saturated fatty acyl-CoA"	[]	null	null	
"2-OH-4-IPCH-1-carboxyl-CoA"	"2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA"	[]	"C31H46N7O18P3S"	929.722	
"2-OH-Ornithine-Lipids"	"a 2-hydroxyornithine lipid"	[]	null	null	
"2-Or-3-Hydroxy-Fatty-Acids"	"a 3- or 2-hydroxy fatty acid"	[]	null	null	
"2-OXINDOLE-3-ACETYL-HEXOSE"	"a 2-oxindole-3-acetyl-hexose"	[]	"C16H19NO8"	353.328	
"2-Oxo-4-IPCH-1-carboxyl-CoA"	"2-oxo-4-Isopropenylcyclohexane-1-carboxyl-CoA"	[]	"C31H44N7O18P3S"	927.706	
"2-Oxo-Acids"	"a 2-oxo acid"	["a keto acid", "a &alpha; keto acid", "2-oxo acid"]	null	null	
"2-Oxo-carboxylates"	"a 2-oxo carboxylate"	["2-oxo acid", "an &alpha; keto acid", "a keto acid", "a 2-oxo acid", "a 2-ketocarboxylate"]	null	null	
"2-OXOBUTANOATE"	"2-oxobutanoate"	["2-oxobutyrate", "2-ketobutyrate", "2-oxobutyric acid", "&alpha;-oxobutyric acid", "&alpha;-ketobutyrate", "&alpha;-ketobutyric acid", "2-oxo-butyrate", "2-keto-butyrate", "2-ketobutyric acid", "a-ketobutyric acid"]	"C4H5O3"	101.082	
"2-Palmitoleoyl-L-Phosphatidate"	"a 1-acyl-2-palmitoleoyl-<i>sn</i>-glycerol 3-phosphate"	[]	null	null	
"2-Palmitoyl-L-Phosphatidate"	"a 1-acyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate"	[]	null	null	
"2-PG"	"2-phospho-D-glycerate"	["2-phospho-(D)-glycerate", "2-phospho-(R)-glycerate", "2-phospho-D-glyceric acid", "2-P-D-glycerate", "D-glycerate 2-phosphate", "D-2-phosphoglycerate", "D-2-phosphoglyceric acid"]	"C3H4O7P"	183.034	
"2-Phenyloxirane"	"styrene oxide"	["2-phenyloxirane"]	"C8H8O"	120.151	
"2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET"	"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"	["CDP-ME-2P", "CDP-methyl-D-erylthritol 2-phosphate", "4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate", "4-diphosphocytidyl-2-C-methylerythritol 2-phosphate"]	"C14H22N3O17P3"	597.259	
"2-Polyprenyl-Phenol"	"a 2-(all-trans-polyprenyl)phenol"	[]	null	null	
"2-Prime-Ribonucleoside-Monophosphates"	"a ribonucleoside 2'-phosphate"	["nucleoside-2'-phosphate", "nucleoside 2'-phosphate", "a 2'-ribonucleotide"]	null	null	
"2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA"	"2-protocatechuoylphloroglucinolcarboxylate"	["2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate", "2-protocatechuoyl-phloroglucinol carboxylic acid"]	"C14H9O8"	305.22	
"2-Stearoyl-L-Phosphatidate"	"a 1-acyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate"	[]	null	null	
"2-Thiocytosine-32-In-tRNAs"	"a 2-thiocytosine<sup>32</sup> in tRNA"	[]	null	null	
"2-THIOURIDINE"	"2-thiouridine"	["s<sup>2</sup>U"]	"C9H12N2O5S"	260.264	
"2-trans-4-cis-dienoyl-CoAs"	"a (2E,4Z)-2,4-dienoyl-CoA"	["a 2<i>-trans</i>-4-<i>cis</i>-dienoyl-CoA"]	null	null	
"20-Glc-Glc-Protopanaxadiol-ginsenosides"	"a protopanaxadiol-type ginsenoside with two glucosyl residues at position 20"	[]	null	null	
"20-Glc-Protopanaxadiol-ginsenosides"	"a protopanaxadiol-type ginsenoside with a single glucosyl residue at position 20"	[]	null	null	
"20-Gly-Glc-Protopanaxadiol-ginsenosides"	"a protopanaxadiol-type ginsenoside with two glycosyl residues at position 20"	[]	null	null	
"21-Hydroxysteroids"	"a 21-hydroxy-C<sub>21</sub>-steroid"	["a 21-hydroxysteroid"]	null	null	
"21S-rRNA-2-O-methyluridine2791"	"a 2'-<i>O</i>-methyluridine<sup>2791</sup> in 21S rRNA"	[]	null	null	
"21S-rRNA-Pseudouridine-2819"	"a 21S rRNA pseudouridine <sup>2819</sup>"	["a pseudouridine <sup>2819</sup> in 21S rRNA"]	null	null	
"21S-rRNA-uridine-2791"	"a uridine<sup>2791</sup> in 21S rRNA"	[]	null	null	
"21S-rRNA-uridine-2819"	"a uridine<sup>2819</sup> in 21S rRNA"	["21S rRNA uridine<sup>2819</sup>"]	null	null	
"21S-rRNA-Uridines"	"a uridine in 21S rRNA"	["21S rRNA uridine"]	null	null	
"21S-rRNAs-Pseudouridines"	"a 21S rRNA pseudouridine"	["a 21S rRNA containing pseudouridine", "a pseudouridine in 21S rRNA"]	null	null	
"23-24-Dihydrocucurbitacins"	"a 23,24-dihydrocucurbitacin"	[]	null	null	
"23-cyclic-nucloetide-PO4"	"2',3' -cyclic nucleotide phosphate"	["a 2',3' -cyclic nucleotide"]	null	null	
"23-Diaminopropanoate"	"2,3-diaminopropanoate"	["2,3-diaminopropionate", "2,3-diaminopropionic acid", "2,3-diaminopropanoic acid", "3-aminoalanine zwitterion", "2-amino-3-ammoniopropanoate"]	"C3H9N2O2"	105.116	
"23-Didehydropyranoses"	"a 2,3-didehydropyranose"	[]	"C6H10O6"	null	
"23-DIMERCAPTOPROPAN-1-OL"	"2,3-bis(sulfanyl)propan-1-ol"	["2,3-mercaptopropanol", "dithioglycerine", "2,3-dimercaptopropanol", "2,3-dithiopropanol", "1,2-dithioglycerol", "dimercaprol"]	"C3H8OS2"	124.216	
"23-DIPHOSPHOGLYCERATE"	"2,3-diphospho-D-glycerate"	["2,3-bisphosphoglycerate", "D-Greenwald ester", "2,3-P<SUB>2</SUB>-D-glycerate", "2,3-bisphospho-D-glycerate", "2,3-diphosphoglycerate", "DPG", "2,3-bisPGA", "(2R)-2,3-bisphosphoglycerate"]	"C3H3O10P2"	260.998	
"23-PENTANEDIONE"	"2,3-pentane-dione"	[]	"C5H8O2"	100.117	
"23S-rRNA-2-8-dimethyladenine2503"	"2,8-dimethyladenine<sup>2503</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-methyladenine2503"	"a 2-methyladenine<sup>2503</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-O-methyladenosine1067"	"2-<i>O</i>-methyladenosine<sup>1067</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-O-methylcytidine1920"	"a 2'-<i>O</i>-methylcytidine<sup>1920</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-O-methylcytidine2498"	"a 2-<i>O</i>-methylcytidine<sup>2498</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-O-methylguanosine2251"	"2-<i>O</i>-methylguanosine<sup>2251</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-2-O-methyluridine2552"	"a 2'-<i>O</i>-methyluridine<sup>2552</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-5-Methyl-Uridines"	"a 5-methyluridine in 23S rRNA"	["a 23S-rRNA 5-methyluridine", "23S-rRNA 5-methyluridine"]	null	null	
"23S-rRNA-5-methylcytosine1962"	"a 5-methylcytosine<sup>1962</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-5-methyluracil1939"	"a 5-methyluracil<sup>1939</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-5-methyluracil747"	"a 5-methyluracil<sup>747</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-8-methyladenine2503"	"8-methyladenine<sup>2503</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-adenine-1618"	"adenine<sup>1618</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-adenine-2030"	"adenine<sup>2030</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-adenine-2085"	"adenine<sup>2085</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-adenine-2503"	"adenine<sup>2503</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-Adenines"	"an adenine in 23S rRNA"	["23S rRNA adenine"]	null	null	
"23S-rRNA-adenosine-1067"	"adenosine<sup>1067</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-Adenosines"	"23S rRNA adenosine"	[]	null	null	
"23S-rRNA-cytidine-1920"	"a cytidine<sup>1920</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-cytidine-2498"	"a cytidine<sup>2498</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-Cytidines"	"a cytidine in 23S rRNA"	["a 23S rRNA cytidine"]	null	null	
"23S-rRNA-cytosine-1962"	"a cytosine<sup>1962</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-cytosine-2501"	"a cytosine<sup>2501</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-Cytosines"	"a cytosine in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-1835"	"a guanine<sup>1835</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-2069"	"a guanine<sup>2069</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-2445"	"a guanine<sup>2445</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-2551"	"guanosine<sup>2251</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-745"	"a guanine<sup>745</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-guanine-748"	"a guanine<sup>748</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-Guanines"	"a guanine in 23S rRNA"	["a 23S rRNA guanine"]	null	null	
"23S-rRNA-Guanosines"	"a guanosine in 23S rRNA"	[]	null	null	
"23S-rRNA-N1-methylguanine745"	"an <i>N</i><sup>1</sup>-methylguanine<sup>745</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-N1-methylguanine748"	"an <i>N</i><sup>1</sup>-methylguanine<sup>748</sup> in 23S rRNA"	[]	null	null	
"23S-rRNA-N2-methylguanine1835"	"an <i>N</i><sup>2</sup>-methylguanine<sup>1835</sup>  in 23S rRNA"	[]	null	null	
"23S-RRNA-N2-METHYLGUANINE2445"	"an <i>N</i><sup>2</sup>-methylguanine<sup>2445</sup> in 23S rRNA"	[]	null	null	
