"id"	"symbol"	"synonyms"	"left_end_pos"	"right_end_pos"	"direction"	"rna_id"
"EG10245"	"dnaX"	["dnaX", "dnaZ", "b0470", "ECK0464"]	492092	494023	"+"	"EG10245_RNA"
"EG10246"	"mltD"	["mltD", "yafG", "dniR", "b0211", "ECK0211"]	232597	233955	"-"	"EG10246_RNA"
"EG10247"	"acpS"	["acpS", "dpj", "b2563", "ECK2561"]	2700618	2700998	"-"	"EG10247_RNA"
"EG10248"	"dppA"	["dppA", "alu", "dpp", "fpp", "b3544", "ECK3531"]	3706098	3707705	"-"	"EG10248_RNA"
"EG10249"	"dsdA"	["dsdA", "b2366", "ECK2362"]	2479202	2480530	"+"	"EG10249_RNA"
"EG10250"	"dsdX"	["dsdX", "yfdD", "yfdA", "dsdC", "b2365", "ECK2361"]	2477847	2479184	"+"	"EG10250_RNA"
"EG10251"	"dut"	["dut", "dnaS", "sof", "b3640", "ECK3630"]	3813929	3814387	"+"	"EG10251_RNA"
"EG10252"	"ebgA"	["ebgA", "b3076", "ECK3066"]	3222633	3225725	"+"	"EG10252_RNA"
"EG10253"	"ebgC"	["ebgC", "b3077", "ECK3067"]	3225722	3226171	"+"	"EG10253_RNA"
"EG10254"	"ebgR"	["ebgR", "b3075", "ECK3065"]	3221466	3222449	"+"	"EG10254_RNA"
"EG10255"	"eco"	["eco", "eti", "b2209", "ECK2201"]	2303905	2304393	"+"	"EG10255_RNA"
"EG10256"	"eda"	["eda", "hga", "kdgA", "kga", "b1850", "ECK1851"]	1932115	1932756	"-"	"EG10256_RNA"
"EG10257"	"edd"	["edd", "b1851", "ECK1852"]	1932793	1934604	"-"	"EG10257_RNA"
"EG10258"	"eno"	["eno", "b2779", "ECK2773"]	2906643	2907941	"-"	"EG10258_RNA"
"EG10259"	"entA"	["entA", "b0596", "ECK0589"]	628551	629297	"+"	"EG10259_RNA"
"EG10260"	"entB"	["entB", "entG", "b0595", "ECK0588"]	627694	628551	"+"	"EG10260_RNA"
"EG10261"	"entC"	["entC", "fepF", "b0593", "ECK0586"]	624885	626060	"+"	"EG10261_RNA"
"EG10262"	"entD"	["entD", "b0583", "ECK0575"]	609459	610079	"-"	"EG10262_RNA"
"EG10263"	"entE"	["entE", "b0594", "ECK0587"]	626070	627680	"+"	"EG10263_RNA"
"EG10264"	"entF"	["entF", "b0586", "ECK0579"]	614157	618038	"+"	"EG10264_RNA"
"EG10265"	"lpxC"	["lpxC", "asmB", "envA", "b0096", "ECK0097"]	106557	107474	"+"	"EG10265_RNA"
"EG10266"	"acrE"	["acrE", "envC", "b3265", "ECK3252"]	3413864	3415021	"+"	"EG10266_RNA"
"EG10267"	"acrF"	["acrF", "envD", "b3266", "ECK3253"]	3415033	3418137	"+"	"EG10267_RNA"
"EG10268"	"envY"	["envY", "b0566", "ECK0558"]	586147	586908	"-"	"EG10268_RNA"
"EG10269"	"envZ"	["envZ", "tpo", "perA", "ompB", "b3404", "ECK3391"]	3534516	3535868	"-"	"EG10269_RNA"
"EG10270"	"era"	["era", "rbaA", "sdgE", "b2566", "ECK2564"]	2702481	2703386	"-"	"EG10270_RNA"
"EG10271"	"exbB"	["exbB", "b3006", "ECK2999"]	3151250	3151984	"-"	"EG10271_RNA"
"EG10272"	"exbD"	["exbD", "b3005", "ECK2998"]	3150818	3151243	"-"	"EG10272_RNA"
"EG10273"	"fabA"	["fabA", "b0954", "ECK0945"]	1015952	1016470	"-"	"EG10273_RNA"
"EG10274"	"fabB"	["fabB", "fabC", "b2323", "ECK2317"]	2440385	2441605	"-"	"EG10274_RNA"
"EG10275"	"accB"	["accB", "fabE", "b3255", "ECK3242"]	3405436	3405906	"+"	"EG10275_RNA"
"EG10276"	"accC"	["accC", "fabG", "b3256", "ECK3243"]	3405917	3407266	"+"	"EG10276_RNA"
"EG10277"	"fabH"	["fabH", "b1091", "ECK1077"]	1148759	1149712	"+"	"EG10277_RNA"
"EG10278"	"fadA"	["fadA", "oldA", "b3845", "ECK3837"]	4027609	4028772	"-"	"EG10278_RNA"
"EG10279"	"fadB"	["fadB", "oldB", "b3846", "ECK3838"]	4028782	4030971	"-"	"EG10279_RNA"
"EG10280"	"fadL"	["fadL", "ttr", "b2344", "ECK2338"]	2461306	2462646	"+"	"EG10280_RNA"
"EG10281"	"fadR"	["fadR", "dec", "ole", "oleR", "thdB", "b1187", "ECK1175"]	1234938	1235657	"+"	"EG10281_RNA"
"EG10282"	"fbaA"	["fbaA", "ald", "fba", "fda", "b2925", "ECK2921"]	3070165	3071244	"-"	"EG10282_RNA"
"EG10283"	"fbp"	["fbp", "fdp", "b4232", "ECK4227"]	4454611	4455609	"-"	"EG10283_RNA"
"EG10284"	"fdhE"	["fdhE", "b3891", "ECK3884"]	4080299	4081228	"-"	"EG10284_RNA"
"EG10285"	"fdhF"	["fdhF", "chlF", "b4079", "ECK4072"]	4297219	4299366	"-"	"EG10285_RNA"
"EG10286"	"fecA"	["fecA", "b4291", "ECK4281"]	4514353	4516677	"-"	"EG10286_RNA"
"EG10287"	"fecB"	["fecB", "b4290", "ECK4280"]	4513406	4514308	"-"	"EG10287_RNA"
"EG10288"	"fecC"	["fecC", "b4289", "ECK4279"]	4512411	4513409	"-"	"EG10288_RNA"
"EG10289"	"fecD"	["fecD", "b4288", "ECK4278"]	4511458	4512414	"-"	"EG10289_RNA"
"EG10290"	"fecE"	["fecE", "b4287", "ECK4277"]	4510690	4511457	"-"	"EG10290_RNA"
"EG10291"	"fecI"	["fecI", "b4293", "ECK4283"]	4517714	4518235	"-"	"EG10291_RNA"
"EG10292"	"fecR"	["fecR", "b4292", "ECK4282"]	4516764	4517717	"-"	"EG10292_RNA"
"EG10293"	"fepA"	["fepA", "cbr", "cbt", "fep", "feuB", "b0584", "ECK0576"]	610254	612494	"-"	"EG10293_RNA"
"EG10294"	"fepB"	["fepB", "b0592", "ECK0585"]	623554	624510	"-"	"EG10294_RNA"
"EG10295"	"fepC"	["fepC", "b0588", "ECK0581"]	619384	620199	"-"	"EG10295_RNA"
"EG10296"	"fepD"	["fepD", "b0590", "ECK0583"]	621185	622189	"-"	"EG10296_RNA"
"EG10297"	"fepE"	["fepE", "b0587", "ECK0580"]	618254	619387	"+"	"EG10297_RNA"
"EG10298"	"fepG"	["fepG", "b0589", "ECK0582"]	620196	621188	"-"	"EG10298_RNA"
"EG10299"	"fes"	["fes", "b0585", "ECK0577"]	612737	613939	"+"	"EG10299_RNA"
"EG10300"	"ffh"	["ffh", "b2610", "ECK2607"]	2746434	2747795	"-"	"EG10300_RNA"
"EG10301"	"fhlA"	["fhlA", "fhl", "b2731", "ECK2726"]	2854338	2856416	"+"	"EG10301_RNA"
"EG10302"	"fhuA"	["fhuA", "T1", "T5rec", "tonA", "b0150", "ECK0149"]	167484	169727	"+"	"EG10302_RNA"
"EG10303"	"fhuB"	["fhuB", "b0153", "ECK0152"]	171462	173444	"+"	"EG10303_RNA"
"EG10304"	"fhuC"	["fhuC", "b0151", "ECK0150"]	169778	170575	"+"	"EG10304_RNA"
"EG10305"	"fhuD"	["fhuD", "b0152", "ECK0151"]	170575	171465	"+"	"EG10305_RNA"
"EG10306"	"fhuE"	["fhuE", "b1102", "ECK1088"]	1159362	1161551	"-"	"EG10306_RNA"
"EG10307"	"fic"	["fic", "ficT", "b3361", "ECK3349"]	3490861	3491463	"-"	"EG10307_RNA"
"EG10308"	"fimA"	["fimA", "fimD", "pilA", "b4314", "ECK4305"]	4543115	4543663	"+"	"EG10308_RNA"
"EG10309"	"fimB"	["fimB", "pil", "b4312", "ECK4303"]	4540957	4541559	"+"	"EG10309_RNA"
"EG10310"	"fimC"	["fimC", "pilB", "b4316", "ECK4307"]	4544304	4545029	"+"	"EG10310_RNA"
"EG10311"	"fimD"	["fimD", "fimD_1", "fimD_2", "b4317", "ECK4308"]	4545096	4547732	"+"	"EG10311_RNA"
"EG10312"	"fimE"	["fimE", "hyp", "pilH", "b4313", "ECK4304"]	4542037	4542633	"+"	"EG10312_RNA"
"EG10313"	"fimF"	["fimF", "b4318", "ECK4309"]	4547742	4548272	"+"	"EG10313_RNA"
"EG10314"	"fimG"	["fimG", "b4319", "ECK4310"]	4548285	4548788	"+"	"EG10314_RNA"
"EG10315"	"fimH"	["fimH", "pilE", "b4320", "ECK4311"]	4548808	4549710	"+"	"EG10315_RNA"
"EG10316"	"lpxD"	["lpxD", "omsA", "firA", "b0179", "ECK0178"]	200971	201996	"+"	"EG10316_RNA"
"EG10317"	"fis"	["fis", "nbp", "b3261", "ECK3248"]	3411271	3411567	"+"	"EG10317_RNA"
"EG10318"	"fldA"	["fldA", "b0684", "ECK0672"]	710935	711465	"-"	"EG10318_RNA"
"EG10319"	"flhC"	["flhC", "flaI", "b1891", "ECK1892"]	1977266	1977844	"-"	"EG10319_RNA"
"EG10320"	"flhD"	["flhD", "flbB", "b1892", "ECK1893"]	1977847	1978197	"-"	"EG10320_RNA"
"EG10321"	"fliC"	["fliC", "H", "flaF", "hag", "b1923", "ECK1922"]	2002110	2003606	"-"	"EG10321_RNA"
"EG10322"	"fliL"	["fliL", "flaQI", "flaAI", "cheC1", "b1944", "ECK1942"]	2019618	2020082	"+"	"EG10322_RNA"
"EG10323"	"fliM"	["fliM", "flaQ", "fla", "flaQII", "flaAII", "flaA", "cheC2", "b1945", "ECK1943"]	2020087	2021091	"+"	"EG10323_RNA"
"EG10324"	"fliN"	["fliN", "motD", "b1946", "ECK1944"]	2021088	2021501	"+"	"EG10324_RNA"
"EG10325"	"fnr"	["fnr", "nirA", "nirR", "ossA", "oxrA", "b1334", "ECK1330"]	1398774	1399526	"-"	"EG10325_RNA"
"EG10326"	"folA"	["folA", "tmr", "tmrA", "b0048", "ECK0049"]	49823	50302	"+"	"EG10326_RNA"
"EG10327"	"folC"	["folC", "dedC", "b2315", "ECK2309"]	2431674	2432942	"-"	"EG10327_RNA"
"EG10328"	"folD"	["folD", "ads", "b0529", "ECK0522"]	556875	557741	"-"	"EG10328_RNA"
"EG10329"	"mutM"	["mutM", "fpg", "b3635", "ECK3625"]	3810343	3811152	"-"	"EG10329_RNA"
"EG10330"	"frdA"	["frdA", "b4154", "ECK4150"]	4380510	4382318	"-"	"EG10330_RNA"
"EG10331"	"frdB"	["frdB", "b4153", "ECK4149"]	4379783	4380517	"-"	"EG10331_RNA"
"EG10332"	"frdC"	["frdC", "b4152", "ECK4148"]	4379377	4379772	"-"	"EG10332_RNA"
"EG10333"	"frdD"	["frdD", "b4151", "ECK4147"]	4379007	4379366	"-"	"EG10333_RNA"
"EG10334"	"fre"	["fre", "fadI", "flrD", "fsrC", "b3844", "ECK3836"]	4026527	4027228	"+"	"EG10334_RNA"
"EG10335"	"frr"	["frr", "rrf", "b0172", "ECK0171"]	192872	193429	"+"	"EG10335_RNA"
"EG10336"	"fruA"	["fruA", "ptsF", "b2167", "ECK2160"]	2259719	2261410	"-"	"EG10336_RNA"
"EG10337"	"fruK"	["fruK", "fpk", "b2168", "ECK2161"]	2261427	2262365	"-"	"EG10337_RNA"
"EG10338"	"cra"	["cra", "fruR", "fruC", "shl", "b0080", "ECK0081"]	88028	89032	"+"	"EG10338_RNA"
"EG10339"	"ftsA"	["ftsA", "divA", "b0094", "ECK0095"]	103982	105244	"+"	"EG10339_RNA"
"EG10340"	"ftsE"	["ftsE", "b3463", "ECK3447"]	3602079	3602747	"-"	"EG10340_RNA"
"EG10341"	"ftsI"	["ftsI", "pbpB", "sep", "b0084", "ECK0085"]	91413	93179	"+"	"EG10341_RNA"
"EG10342"	"ftsQ"	["ftsQ", "b0093", "ECK0094"]	103155	103985	"+"	"EG10342_RNA"
"EG10343"	"rsmD"	["rsmD", "yhhF", "b3465", "ECK3449"]	3604393	3604989	"+"	"EG10343_RNA"
"EG10344"	"ftsW"	["ftsW", "b0089", "ECK0090"]	98403	99647	"+"	"EG10344_RNA"
"EG10345"	"ftsX"	["ftsX", "ftsS", "b3462", "ECK3446"]	3601028	3602086	"-"	"EG10345_RNA"
"EG10346"	"ftsY"	["ftsY", "b3464", "ECK3448"]	3602750	3604243	"-"	"EG10346_RNA"
"EG10347"	"ftsZ"	["ftsZ", "sfiB", "sulB", "b0095", "ECK0096"]	105305	106456	"+"	"EG10347_RNA"
"EG10348"	"fucA"	["fucA", "fucC", "prd", "b2800", "ECK2795"]	2933041	2933688	"-"	"EG10348_RNA"
"EG10349"	"fucI"	["fucI", "b2802", "ECK2797"]	2935584	2937359	"+"	"EG10349_RNA"
"EG10350"	"fucK"	["fucK", "b2803", "ECK2798"]	2937468	2938886	"+"	"EG10350_RNA"
"EG10351"	"fucO"	["fucO", "b2799", "ECK2794"]	2931865	2933013	"-"	"EG10351_RNA"
"EG10352"	"fucP"	["fucP", "b2801", "ECK2796"]	2934235	2935551	"+"	"EG10352_RNA"
"EG10353"	"fucR"	["fucR", "b2805", "ECK2800"]	2939368	2940099	"+"	"EG10353_RNA"
"EG10355"	"fucU"	["fucU", "b2804", "ECK2799"]	2938888	2939310	"+"	"EG10355_RNA"
"EG10356"	"fumA"	["fumA", "b1612", "ECK1607"]	1686731	1688377	"-"	"EG10356_RNA"
"EG10357"	"fumB"	["fumB", "b4122", "ECK4115"]	4345680	4347326	"-"	"EG10357_RNA"
"EG10358"	"fumC"	["fumC", "b1611", "ECK1606"]	1685185	1686588	"-"	"EG10358_RNA"
"EG10359"	"fur"	["fur", "b0683", "ECK0671"]	710200	710646	"-"	"EG10359_RNA"
"EG10360"	"fusA"	["fusA", "far", "fus", "b3340", "ECK3327"]	3471400	3473514	"-"	"EG10360_RNA"
"EG10361"	"gabT"	["gabT", "b2662", "ECK2656"]	2792735	2794015	"+"	"EG10361_RNA"
"EG10362"	"galE"	["galE", "galD", "b0759", "ECK0748"]	791039	792055	"-"	"EG10362_RNA"
"EG10363"	"galK"	["galK", "galA", "b0757", "ECK0746"]	788831	789979	"-"	"EG10363_RNA"
"EG10364"	"galR"	["galR", "Rgal", "b2837", "ECK2835"]	2976599	2977630	"+"	"EG10364_RNA"
"EG10365"	"galS"	["galS", "mglD", "b2151", "ECK2144"]	2240628	2241668	"-"	"EG10365_RNA"
"EG10366"	"galT"	["galT", "galB", "b0758", "ECK0747"]	789983	791029	"-"	"EG10366_RNA"
"EG10367"	"gapA"	["gapA", "gad", "gap1", "b1779", "ECK1777"]	1862771	1863766	"+"	"EG10367_RNA"
"EG10368"	"epd"	["epd", "gapB", "gap2", "b2927", "ECK2923"]	3072672	3073691	"-"	"EG10368_RNA"
"EG10369"	"gcd"	["gcd", "b0124", "ECK0123"]	138835	141225	"-"	"EG10369_RNA"
"EG10370"	"ispG"	["ispG", "gcpE", "b2515", "ECK2511"]	2640686	2641804	"-"	"EG10370_RNA"
"EG10371"	"gcvH"	["gcvH", "gcv", "b2904", "ECK2899"]	3049160	3049549	"-"	"EG10371_RNA"
"EG10372"	"gdhA"	["gdhA", "b1761", "ECK1759"]	1842371	1843714	"+"	"EG10372_RNA"
"EG10373"	"mokC"	["mokC", "gefL", "b0018", "ECK0018"]	16751	16960	"-"	"EG10373_RNA"
"EG10374"	"ggt"	["ggt", "b3447", "ECK3431"]	3585081	3586823	"-"	"EG10374_RNA"
"EG10375"	"mnmG"	["mnmG", "gidA", "trmF", "b3741", "ECK3734"]	3923744	3925633	"-"	"EG10375_RNA"
"EG10376"	"rsmG"	["rsmG", "gidB", "b3740", "ECK3733"]	3923057	3923680	"-"	"EG10376_RNA"
"EG10377"	"glgA"	["glgA", "b3429", "ECK3415"]	3566600	3568033	"-"	"EG10377_RNA"
"EG10378"	"glgB"	["glgB", "b3432", "ECK3418"]	3571316	3573502	"-"	"EG10378_RNA"
"EG10379"	"glgC"	["glgC", "b3430", "ECK3416"]	3568033	3569328	"-"	"EG10379_RNA"
"EG10380"	"glgP"	["glgP", "glgY", "b3428", "ECK3414"]	3564134	3566581	"-"	"EG10380_RNA"
"EG10381"	"glgX"	["glgX", "b3431", "ECK3417"]	3569346	3571319	"-"	"EG10381_RNA"
"EG10382"	"glmS"	["glmS", "b3729", "ECK3722"]	3911839	3913668	"-"	"EG10382_RNA"
"EG10383"	"glnA"	["glnA", "b3870", "ECK3863"]	4056625	4058034	"-"	"EG10383_RNA"
"EG10384"	"glnB"	["glnB", "b2553", "ECK2550"]	2687070	2687408	"-"	"EG10384_RNA"
"EG10385"	"glnG"	["glnG", "glnT", "ntrC", "b3868", "ECK3861"]	4053869	4055278	"-"	"EG10385_RNA"
"EG10386"	"glnH"	["glnH", "b0811", "ECK0800"]	847258	848004	"-"	"EG10386_RNA"
"EG10387"	"glnL"	["glnL", "glnR", "ntrB", "b3869", "ECK3862"]	4055290	4056339	"-"	"EG10387_RNA"
"EG10388"	"glnP"	["glnP", "b0810", "ECK0799"]	846460	847119	"-"	"EG10388_RNA"
"EG10389"	"glnQ"	["glnQ", "b0809", "ECK0798"]	845741	846463	"-"	"EG10389_RNA"
"EG10390"	"glnS"	["glnS", "b0680", "ECK0668"]	706093	707757	"+"	"EG10390_RNA"
"EG10391"	"glpA"	["glpA", "b2241", "ECK2233"]	2352647	2354275	"+"	"EG10391_RNA"
"EG10392"	"glpB"	["glpB", "psi-51", "b2242", "ECK2234"]	2354265	2355524	"+"	"EG10392_RNA"
"EG10393"	"glpC"	["glpC", "b2243", "ECK2235"]	2355521	2356711	"+"	"EG10393_RNA"
"EG10394"	"glpD"	["glpD", "glyD", "b3426", "ECK3412"]	3562013	3563518	"+"	"EG10394_RNA"
"EG10395"	"glpE"	["glpE", "b3425", "ECK3411"]	3561497	3561823	"-"	"EG10395_RNA"
"EG10396"	"glpF"	["glpF", "b3927", "ECK3919"]	4117245	4118090	"-"	"EG10396_RNA"
"EG10397"	"glpG"	["glpG", "b3424", "ECK3410"]	3560622	3561452	"-"	"EG10397_RNA"
"EG10398"	"glpK"	["glpK", "b3926", "ECK3918"]	4115714	4117222	"-"	"EG10398_RNA"
"EG10399"	"glpQ"	["glpQ", "b2239", "ECK2231"]	2349935	2351011	"-"	"EG10399_RNA"
"EG10400"	"glpR"	["glpR", "b3423", "ECK3409"]	3559848	3560605	"-"	"EG10400_RNA"
"EG10401"	"glpT"	["glpT", "b2240", "ECK2232"]	2351016	2352374	"-"	"EG10401_RNA"
"EG10402"	"gltA"	["gltA", "gluT", "icdB", "b0720", "ECK0709"]	753185	754468	"-"	"EG10402_RNA"
"EG10403"	"gltB"	["gltB", "psiQ", "ossB", "aspB", "b3212", "ECK3202"]	3354725	3359185	"+"	"EG10403_RNA"
"EG10404"	"gltD"	["gltD", "psiQ", "ossB", "aspB", "b3213", "ECK3203"]	3359198	3360616	"+"	"EG10404_RNA"
"EG10405"	"gltP"	["gltP", "b4077", "ECK4070"]	4294481	4295794	"+"	"EG10405_RNA"
"EG10406"	"gltS"	["gltS", "gltC", "b3653", "ECK3643"]	3827460	3828665	"-"	"EG10406_RNA"
"EG10407"	"gltX"	["gltX", "gltM", "gluRS", "b2400", "ECK2394"]	2519257	2520672	"-"	"EG10407_RNA"
"EG10408"	"glyA"	["glyA", "b2551", "ECK2548"]	2684254	2685507	"-"	"EG10408_RNA"
"EG10409"	"glyQ"	["glyQ", "cfcA", "glyS(A)", "b3560", "ECK3548"]	3724407	3725318	"-"	"EG10409_RNA"
"EG10410"	"glyS"	["glyS", "glyS(B)", "gly", "gly-act", "b3559", "ECK3547"]	3722328	3724397	"-"	"EG10410_RNA"
"EG10411"	"gnd"	["gnd", "b2029", "ECK2024"]	2099862	2101268	"-"	"EG10411_RNA"
"EG10412"	"gor"	["gor", "gorA", "b3500", "ECK3485"]	3646299	3647651	"+"	"EG10412_RNA"
"EG10413"	"gpp"	["gpp", "gppA", "b3779", "ECK3771"]	3962745	3964229	"-"	"EG10413_RNA"
"EG10414"	"gpt"	["gpt", "glyD", "gpp", "gxu", "b0238", "ECK0239"]	255977	256435	"+"	"EG10414_RNA"
"EG10415"	"greA"	["greA", "b3181", "ECK3170"]	3328239	3328715	"-"	"EG10415_RNA"
"EG10416"	"grpE"	["grpE", "b2614", "ECK2610"]	2750115	2750708	"-"	"EG10416_RNA"
"EG10417"	"grxA"	["grxA", "grx", "b0849", "ECK0840"]	890496	890753	"-"	"EG10417_RNA"
"EG10418"	"gshA"	["gshA", "gsh-I", "b2688", "ECK2683"]	2814883	2816439	"-"	"EG10418_RNA"
"EG10419"	"gshB"	["gshB", "gsh-II", "b2947", "ECK2942"]	3091878	3092828	"+"	"EG10419_RNA"
"EG10420"	"guaA"	["guaA", "b2507", "ECK2503"]	2630958	2632535	"-"	"EG10420_RNA"
"EG10421"	"guaB"	["guaB", "guaR", "b2508", "ECK2504"]	2632604	2634070	"-"	"EG10421_RNA"
"EG10422"	"guaC"	["guaC", "b0104", "ECK0104"]	113444	114487	"+"	"EG10422_RNA"
"EG10423"	"gyrA"	["gyrA", "hisW", "nalA", "nfxA", "norA", "parD", "b2231", "ECK2223"]	2336793	2339420	"-"	"EG10423_RNA"
"EG10424"	"gyrB"	["gyrB", "cou", "hopA", "pcpA", "pcbA", "parA", "nalC", "Cou", "acrB", "himB", "hisU", "b3699", "ECK3691"]	3877705	3880119	"-"	"EG10424_RNA"
"EG10425"	"hdhA"	["hdhA", "hsd", "hsdH", "b1619", "ECK1614"]	1697273	1698040	"-"	"EG10425_RNA"
"EG10426"	"helD"	["helD", "srjB", "b0962", "ECK0953"]	1024471	1026525	"+"	"EG10426_RNA"
"EG10427"	"hemA"	["hemA", "gtrA", "b1210", "ECK1198"]	1263714	1264970	"+"	"EG10427_RNA"
"EG10428"	"hemB"	["hemB", "ncf", "b0369", "ECK0366"]	388753	389727	"-"	"EG10428_RNA"
"EG10429"	"hemC"	["hemC", "popE", "b3805", "ECK3799"]	3989825	3990766	"-"	"EG10429_RNA"
"EG10430"	"hemD"	["hemD", "b3804", "ECK3798"]	3989088	3989828	"-"	"EG10430_RNA"
"EG10431"	"hemH"	["hemH", "popA", "visA", "b0475", "ECK0469"]	498055	499017	"+"	"EG10431_RNA"
"EG10432"	"hemL"	["hemL", "gsa", "popC", "b0154", "ECK0153"]	173602	174882	"-"	"EG10432_RNA"
"EG10433"	"hemX"	["hemX", "b3803", "ECK3797"]	3987885	3989066	"-"	"EG10433_RNA"
"EG10434"	"hemY"	["hemY", "b3802", "ECK3796"]	3986686	3987882	"-"	"EG10434_RNA"
"EG10435"	"hflC"	["hflC", "hflA", "b4175", "ECK4171"]	4403300	4404304	"+"	"EG10435_RNA"
"EG10436"	"hflK"	["hflK", "hslY", "hflA", "b4174", "ECK4170"]	4402038	4403297	"+"	"EG10436_RNA"
"EG10437"	"hflX"	["hflX", "hslX", "hflA", "b4173", "ECK4169"]	4400672	4401952	"+"	"EG10437_RNA"
"EG10438"	"hfq"	["hfq", "b4172", "ECK4168"]	4400288	4400596	"+"	"EG10438_RNA"
"EG10439"	"hha"	["hha", "b0460", "ECK0454"]	480090	480308	"-"	"EG10439_RNA"
"EG10440"	"ihfA"	["ihfA", "hid", "himA", "b1712", "ECK1710"]	1795253	1795552	"-"	"EG10440_RNA"
"EG10441"	"ihfB"	["ihfB", "hip", "himD", "b0912", "ECK0903"]	963828	964112	"+"	"EG10441_RNA"
"EG10442"	"hipB"	["hipB", "b1508", "ECK1501"]	1592176	1592442	"-"	"EG10442_RNA"
"EG10443"	"hipA"	["hipA", "b1507", "ECK1500"]	1590854	1592176	"-"	"EG10443_RNA"
"EG10444"	"hisA"	["hisA", "b2024", "ECK2019"]	2095125	2095862	"+"	"EG10444_RNA"
"EG10445"	"hisB"	["hisB", "b2022", "ECK2017"]	2093468	2094535	"+"	"EG10445_RNA"
"EG10446"	"hisC"	["hisC", "b2021", "ECK2016"]	2092398	2093468	"+"	"EG10446_RNA"
"EG10447"	"hisD"	["hisD", "b2020", "ECK2015"]	2091097	2092401	"+"	"EG10447_RNA"
"EG10448"	"hisF"	["hisF", "b2025", "ECK2020"]	2095844	2096620	"+"	"EG10448_RNA"
"EG10449"	"hisG"	["hisG", "b2019", "ECK2014"]	2090192	2091091	"+"	"EG10449_RNA"
"EG10450"	"hisH"	["hisH", "b2023", "ECK2018"]	2094535	2095125	"+"	"EG10450_RNA"
"EG10451"	"hisI"	["hisI", "hisE", "hisIE", "b2026", "ECK2021"]	2096614	2097225	"+"	"EG10451_RNA"
"EG10452"	"hisP"	["hisP", "b2306", "ECK2300"]	2423736	2424509	"-"	"EG10452_RNA"
"EG10453"	"hisS"	["hisS", "b2514", "ECK2510"]	2639301	2640575	"-"	"EG10453_RNA"
"EG10454"	"truA"	["truA", "asuC", "hisT", "leuK", "b2318", "ECK2312"]	2434824	2435636	"-"	"EG10454_RNA"
"EG10455"	"skp"	["skp", "ompH", "hlpA", "firA", "b0178", "ECK0177"]	200482	200967	"+"	"EG10455_RNA"
"EG10456"	"hmp"	["hmp", "fsrB", "hmpA", "b2552", "ECK2549"]	2685835	2687025	"+"	"EG10456_RNA"
"EG10457"	"hns"	["hns", "B1", "H1", "virR", "topX", "topS", "pilG", "osmZ", "msyA", "irk", "hnsA", "bglY", "cur", "drc", "drdX", "drs", "fimG", "b1237", "ECK1232"]	1292509	1292922	"-"	"EG10457_RNA"
"EG10458"	"hsdM"	["hsdM", "hsm", "hsp", "b4349", "ECK4339"]	4581459	4583048	"-"	"EG10458_RNA"
"EG10459"	"hsdR"	["hsdR", "hsp", "hsr", "b4350", "ECK4340"]	4583249	4586761	"-"	"EG10459_RNA"
"EG10460"	"hsdS"	["hsdS", "hsp", "hss", "rm", "b4348", "ECK4338"]	4580068	4581462	"-"	"EG10460_RNA"
"EG10461"	"htpG"	["htpG", "b0473", "ECK0467"]	495120	496994	"+"	"EG10461_RNA"
"EG10462"	"htpX"	["htpX", "b1829", "ECK1828"]	1911695	1912576	"-"	"EG10462_RNA"
"EG10463"	"degP"	["degP", "htrA", "ptd", "b0161", "ECK0160"]	180884	182308	"+"	"EG10463_RNA"
"EG10464"	"lpxL"	["lpxL", "htrB", "waaM", "b1054", "ECK1039"]	1115662	1116582	"-"	"EG10464_RNA"
"EG10465"	"ribB"	["ribB", "luxH", "htrP", "luxH-l", "b3041", "ECK3032"]	3183813	3184466	"-"	"EG10465_RNA"
"EG10466"	"hupA"	["hupA", "b4000", "ECK3992"]	4200281	4200553	"+"	"EG10466_RNA"
"EG10467"	"hupB"	["hupB", "dpeA", "dbhB", "hopD", "b0440", "ECK0434"]	461451	461723	"+"	"EG10467_RNA"
"EG10468"	"hyaA"	["hyaA", "b0972", "ECK0963"]	1032139	1033257	"+"	"EG10468_RNA"
"EG10469"	"hyaB"	["hyaB", "b0973", "ECK0964"]	1033254	1035047	"+"	"EG10469_RNA"
"EG10470"	"hyaC"	["hyaC", "cybH", "b0974", "ECK0965"]	1035066	1035773	"+"	"EG10470_RNA"
"EG10471"	"hyaD"	["hyaD", "b0975", "ECK0966"]	1035770	1036357	"+"	"EG10471_RNA"
"EG10472"	"hyaE"	["hyaE", "b0976", "ECK0967"]	1036354	1036752	"+"	"EG10472_RNA"
"EG10473"	"hyaF"	["hyaF", "b0977", "ECK0968"]	1036749	1037606	"+"	"EG10473_RNA"
"EG10474"	"hycA"	["hycA", "hevA", "b2725", "ECK2720"]	2849974	2850435	"-"	"EG10474_RNA"
"EG10475"	"hycB"	["hycB", "hevB", "b2724", "ECK2719"]	2849238	2849849	"-"	"EG10475_RNA"
"EG10476"	"hycC"	["hycC", "hevC", "b2723", "ECK2718"]	2847415	2849241	"-"	"EG10476_RNA"
"EG10477"	"hycD"	["hycD", "hevD", "b2722", "ECK2717"]	2846489	2847412	"-"	"EG10477_RNA"
"EG10478"	"hycE"	["hycE", "hevE", "b2721", "ECK2716"]	2844762	2846471	"-"	"EG10478_RNA"
