"id"	"stoichiometry"	"common_name"	
"CPLX0-8553_RXN"	{"CPLX0-8553":1,"CPLX0-1923":null,"EG10155-MONOMER":-1}	"iron-catecholate outer membrane transport complex II"	
"CPLX0-8554_RXN"	{"CPLX0-8554":1,"G6652-MONOMER":-4}	null	
"CPLX0-8555_RXN"	{"CPLX0-8555":1,"EG12256-MONOMER":-2}	"c-di-GMP phosphodiesterase PdeK"	
"CPLX0-8556_RXN"	{"CPLX0-8556":1,"EG11257-MONOMER":-2}	"diguanylate cyclase DgcC"	
"CPLX0-8557_RXN"	{"CPLX0-8557":1,"EG10215-MONOMER":-2}	"ATP-dependent RNA helicase DeaD"	
"CPLX0-8558_RXN"	{"CPLX0-8558":1,"THIF-MONOMER":-2}	"sulfur carrier protein ThiS adenylyltransferase"	
"CPLX0-8560_RXN"	{"CPLX0-8560":1,"EG12690-MONOMER":-4}	"replication-associated recombination protein A"	
"CPLX0-8561_RXN"	{"CPLX0-8561":1,"G6329-MONOMER":-2}	"methionine transaminase"	
"CPLX0-8562_RXN"	{"CPLX0-8562":1,"G7696-MONOMER":-3}	"hexapeptide repeats-containing protein YrdA"	
"CPLX0-8563_RXN"	{"CPLX0-8563":1,"G6882-MONOMER":-2}	"DNA-binding transcriptional dual regulator SlyA"	
"CPLX0-8565_RXN"	{"CPLX0-8565":1,"EG11825-MONOMER":-2}	"PF02567 family protein YddE"	
"CPLX0-861_RXN"	{"CPLX0-861":1,"G7055-MONOMER":-2}	"protein/nucleic acid deglycase 1"	
"CPLX0-881_RXN"	{"CPLX0-881":1,"EG10156-MONOMER":-6}	"ClpA ATP-dependent protease specificity component and chaperone"	
"CPLX0-901_RXN"	{"CPLX0-901":1,"EG11372-MONOMER":-2}	"tRNA adenosine<sup>34</sup> deaminase"	
"CPLX0-902_RXN"	{"CPLX0-902":1,"EG11761-MONOMER":-2}	"tautomerase PptA"	
"CPLX0-921_RXN"	{"CPLX0-921":1,"G6104-MONOMER":-2}	"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme"	
"CPLX0-981_RXN"	{"CPLX0-981":1,"EG12344-MONOMER":-6}	"DNA-binding transcriptional dual regulator PspF"	
"CPLXECOLI-7943_RXN"	{"CPLXECOLI-7943":1,"G7409-MONOMER":-2}	null	
"CREC-CPLX_RXN"	{"CREC-CPLX":1,"CREC-MONOMER":-2}	"sensor histidine kinase CreC"	
"CTPSYN-CPLX_RXN"	{"CTPSYN-CPLX":1,"CTPSYN-MONOMER":-4}	"CTP synthetase"	
"CYANLY-CPLX_RXN"	{"CYANLY-CPLX":1,"CYANLY-MONOMER":-10}	"cyanase"	
"CYSSYNMULTI-CPLX_RXN"	{"CYSSYNMULTI-CPLX":1,"CPLX0-237":-1,"ACSERLYA-CPLX":-1}	"cysteine synthase complex"	
"CYSTATHIONINE-BETA-LYASE-CPLX_RXN"	{"CYSTATHIONINE-BETA-LYASE-CPLX":1,"CYSTATHIONINE-BETA-LYASE-MONOMER":-4}	null	
"CYT-D-UBIOX-CPLX_RXN"	{"CYT-D-UBIOX-CPLX":1,"CYDA-MONOMER":-1,"CYDB-MONOMER":-1,"MONOMER0-2663":-1,"MONOMER0-2822":-1}	"cytochrome <i>bd</i>-I ubiquinol oxidase"	
"CYT-O-UBIOX-CPLX_RXN"	{"CYT-O-UBIOX-CPLX":1,"CYOD-MONOMER":-1,"CYOA-MONOMER":-1,"CYOB-MONOMER":-1,"CYOC-MONOMER":-1}	"cytochrome <i>bo<sub>3</sub></i> ubiquinol oxidase"	
"CYTIDEAM-CPLX_RXN"	{"CYTIDEAM-CPLX":1,"CYTIDEAM-MONOMER":-2}	"cytidine/deoxycytidine deaminase"	
"DALADALALIGB-CPLX_RXN"	{"DALADALALIGB-CPLX":1,"DALADALALIGB-MONOMER":-2}	"D-alanine&mdash;D-alanine ligase B"	
"DALADEHYDROG-CPLX_RXN"	{"DALADEHYDROG-CPLX":1,"DALADEHYDROGA-MONOMER":-2}	"D-amino acid dehydrogenase"	
"DAPASYN-CPLX_RXN"	{"DAPASYN-CPLX":1,"DAPASYN-MONOMER":-2}	"adenosylmethionine-8-amino-7-oxononanoate aminotransferase"	
"DCTP-DEAM-CPLX_RXN"	{"DCTP-DEAM-CPLX":1,"DCTP-DEAM-MONOMER":-3}	null	
"DCYSDESULF-CPLX_RXN"	{"DCYSDESULF-CPLX":1,"DCYSDESULF-MONOMER":-2}	null	
"DEOA-CPLX_RXN"	{"DEOA-CPLX":1,"DEOA-MONOMER":-2}	null	
"DEOD-CPLX_RXN"	{"DEOD-CPLX":1,"DEOD-MONOMER":-6}	"purine nucleoside phosphorylase"	
"DETHIOBIOTIN-SYN-CPLX_RXN"	{"DETHIOBIOTIN-SYN-CPLX":1,"DETHIOBIOTIN-SYN-MONOMER":-2}	null	
"DGTPTRIPHYDRO-CPLX_RXN"	{"DGTPTRIPHYDRO-CPLX":1,"DGTPTRIPHYDRO-MONOMER":-6}	null	
"DHPDIOXYGEN-CPLX_RXN"	{"DHPDIOXYGEN-CPLX":1,"DHPDIOXYGEN-MONOMER":-4}	"3-carboxyethylcatechol 2,3-dioxygenase"	
"DIACYLGLYKIN-CPLX_RXN"	{"DIACYLGLYKIN-CPLX":1,"DIACYLGLYKIN-MONOMER":-3}	null	
"DIAMINOPIMDECARB-CPLX_RXN"	{"DIAMINOPIMDECARB-CPLX":1,"DIAMINOPIMDECARB-MONOMER":-2}	null	
"DIHYDRODIPICSYN-CPLX_RXN"	{"DIHYDRODIPICSYN-CPLX":1,"DIHYDRODIPICSYN-MONOMER":-4}	"4-hydroxy-tetrahydrodipicolinate synthase"	
"DIHYDROOROT-CPLX_RXN"	{"DIHYDROOROT-CPLX":1,"DIHYDROOROT-MONOMER":-2}	null	
"DIHYDROPICRED-CPLX_RXN"	{"DIHYDROPICRED-CPLX":1,"DIHYDROPICRED-MONOMER":-4}	"4-hydroxy-tetrahydrodipicolinate reductase"	
"DIHYDROPTERIREDUCT-CPLX_RXN"	{"DIHYDROPTERIREDUCT-CPLX":1,"DIHYDROPTERIREDUCT-MONOMER":-2}	"NAD(P)H nitroreductase NfsB"	
"DIHYDROXYACIDDEHYDRAT-CPLX_RXN"	{"DIHYDROXYACIDDEHYDRAT-CPLX":1,"DIHYDROXYACIDDEHYDRAT-MONOMER":-2}	"dihydroxy-acid dehydratase"	
"DIMESULFREDUCT-CPLX_RXN"	{"DIMESULFREDUCT-CPLX":1,"DMSA-MONOMER":-1,"DMSB-MONOMER":-1,"DMSC-MONOMER":-1}	null	
"DIOHBUTANONEPSYN-CPLX_RXN"	{"DIOHBUTANONEPSYN-CPLX":1,"DIOHBUTANONEPSYN-MONOMER":-2}	null	
"DMBPPRIBOSYLTRANS-CPLX_RXN"	{"DMBPPRIBOSYLTRANS-CPLX":1,"DMBPPRIBOSYLTRANS-MONOMER":-2}	null	
"DSBC-CPLX_RXN"	{"DSBC-CPLX":1,"DSBC-MONOMER":-2}	"protein disulfide isomerase DsbC"	
"DSBG-CPLX_RXN"	{"DSBG-CPLX":1,"DSBG-MONOMER":-2}	"protein sulfenic acid reductase and chaperone DsbG"	
"DTDPGLUCDEHYDRAT-CPLX_RXN"	{"DTDPGLUCDEHYDRAT-CPLX":1,"DTDPGLUCDEHYDRAT-MONOMER":-2}	"dTDP-glucose 4,6-dehydratase 1"	
"DUTP-PYROP-CPLX_RXN"	{"DUTP-PYROP-CPLX":1,"DUTP-PYROP-MONOMER":-3}	"dUTP diphosphatase"	
"DXPREDISOM-CPLX_RXN"	{"DXPREDISOM-CPLX":1,"DXPREDISOM-MONOMER":-2}	null	
"E1O_RXN"	{"E1O":1,"E1O-MONOMER":-12}	"2-oxoglutarate decarboxylase, thiamine-requiring"	
"E1P-CPLX_RXN"	{"E1P-CPLX":1,"E1P-MONOMER":-2}	"pyruvate dehydrogenase"	
"E2O_RXN"	{"E2O":1,"E2O-MONOMER":-24}	null	
"E3-CPLX_RXN"	{"E3-CPLX":1,"E3-MONOMER":-2}	"lipoamide dehydrogenase"	
"EIISGA_RXN"	{"EIISGA":1,"YJFU-MONOMER":-1,"YJFT-MONOMER":-1,"SGAT-MONOMER":-2}	"L-ascorbate specific PTS enzyme II"	
"EIISGC_RXN"	{"EIISGC":1,"MONOMER0-2121":null,"SGCC-MONOMER":null,"SGCA-MONOMER":null}	"putative PTS enzyme II SgcBCA"	
"ENOLASE-CPLX_RXN"	{"ENOLASE-CPLX":1,"ENOLASE-MONOMER":-2}	null	
"ENTA-CPLX_RXN"	{"ENTA-CPLX":1,"ENTA-MONOMER":-4}	null	
"ENTE-CPLX_RXN"	{"ENTE-CPLX":1,"ENTE-MONOMER":-2}	"2,3-dihydroxybenzoate-[aryl-carrier protein] ligase"	
"ENTMULTI-CPLX_RXN"	{"ENTMULTI-CPLX":1,"ENTB-CPLX":-1,"ENTD-MONOMER":-1,"ENTF-PANT":-1,"ENTE-CPLX":-1}	null	
"ENVZ-CPLX_RXN"	{"ENVZ-CPLX":1,"ENVZ-MONOMER":-2}	"sensor histidine kinase EnvZ"	
"ERYTH4PDEHYDROG-CPLX_RXN"	{"ERYTH4PDEHYDROG-CPLX":1,"ERYTH4PDEHYDROG-MONOMER":-4}	null	
"ETHAMLY-CPLX_RXN"	{"ETHAMLY-CPLX":1,"EUTB-MONOMER":-6,"EUTC-MONOMER":-6}	null	
"F-1-CPLX_RXN"	{"F-1-CPLX":1,"ATPC-MONOMER":-1,"ATPH-MONOMER":-1,"ATPA-CPLX":-1,"ATPG-MONOMER":-1,"ATPD-CPLX":-1}	"ATP synthase F<sub>1</sub> complex"	
"F-O-CPLX_RXN"	{"F-O-CPLX":1,"ATPE-CPLX":-1,"ATPF-CPLX":-1,"ATPB-MONOMER":-1}	"ATP synthase F<sub>o</sub> complex"	
"F16B-CPLX_RXN"	{"F16B-CPLX":1,"F16B-MONOMER":-4}	"fructose-1,6-bisphosphatase 1"	
"FABA-CPLX_RXN"	{"FABA-CPLX":1,"FABA-MONOMER":-2}	"&beta;-hydroxyacyl-acyl carrier protein dehydratase/isomerase"	
"FABB-CPLX_RXN"	{"FABB-CPLX":1,"FABB-MONOMER":-2}	"3-oxoacyl-[acyl carrier protein] synthase 1"	
"FABZ-CPLX_RXN"	{"FABZ-CPLX":1,"FABZ-MONOMER":-6}	"3-hydroxy-acyl-[acyl-carrier-protein] dehydratase"	
"FAO-CPLX_RXN"	{"FAO-CPLX":1,"FADB-MONOMER":-2,"FADA-MONOMER":-2}	"aerobic fatty acid oxidation complex"	
"FHLMULTI-CPLX_RXN"	{"FHLMULTI-CPLX":1,"FORMATEDEHYDROGH-MONOMER":-1,"HYDROG3-CPLX":-1}	null	
"FLAGELLAR-MOTOR-COMPLEX_RXN"	{"FLAGELLAR-MOTOR-COMPLEX":1,"CPLX0-7450":null,"FLGH-FLAGELLAR-L-RING":null,"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN":null,"MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN":null,"FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN":null,"FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN":null,"FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN":null,"FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN":null,"FLGI-FLAGELLAR-P-RING":null,"FLIF-FLAGELLAR-MS-RING":null}	"flagellar basal body"	
"FOLD-CPLX_RXN"	{"FOLD-CPLX":1,"FOLD-MONOMER":-2}	"bifunctional methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase"	
"FOLE-CPLX_RXN"	{"FOLE-CPLX":1,"GTP-CYCLOHYDRO-I-MONOMER":-10}	"GTP cyclohydrolase 1"	
"FOLXTET-CPLX_RXN"	{"FOLXTET-CPLX":1,"H2NTPEPIM-MONOMER":-8}	"dihydroneopterin triphosphate 2'-epimerase"	
"FORMATEDEHYDROGN-CPLX_RXN"	{"FORMATEDEHYDROGN-CPLX":1,"ALPHA-SUBUNIT-CPLX":-3}	null	
"FORMATEDEHYDROGO-CPLX_RXN"	{"FORMATEDEHYDROGO-CPLX":1,"FDOG-MONOMER":-1,"FDOH-MONOMER":-1,"FDOI-MONOMER":-1}	"formate dehydrogenase O"	
"FORMHYDROG2-CPLX_RXN"	{"FORMHYDROG2-CPLX":1,"HYBA-MONOMER":-1,"EG11800-MONOMER":-1,"MONOMER0-145":-1,"HYBC-MONOMER":-1}	"hydrogenase 2"	
"FORMHYDROGI-CPLX_RXN"	{"FORMHYDROGI-CPLX":1,"HYAA-MONOMER":-2,"HYAB-MONOMER":-2,"HYAC-MONOMER":-1}	"hydrogenase 1"	
"FORMYLTHFDEFORMYL-CPLX_RXN"	{"FORMYLTHFDEFORMYL-CPLX":1,"FORMYLTHFDEFORMYL-MONOMER":-6}	null	
"FRUCBISALD-CLASSII_RXN"	{"FRUCBISALD-CLASSII":1,"FRUCTBISALD-CLASSII-MONOMER":-2}	"fructose-bisphosphate aldolase class II"	
"FRUCBISALD-CLASSI_RXN"	{"FRUCBISALD-CLASSI":1,"FRUCBISALD-CLASSI-MONOMER":-10}	"fructose-bisphosphate aldolase class I"	
"FUMARASE-A_RXN"	{"FUMARASE-A":1,"FUMA-MONOMER":-2}	"fumarase A"	
"FUMARASE-B_RXN"	{"FUMARASE-B":1,"FUMB-MONOMER":-2}	"fumarase B"	
"FUMARASE-C_RXN"	{"FUMARASE-C":1,"FUMC-MONOMER":-4}	"fumarase C"	
"FUMARATE-REDUCTASE_RXN"	{"FUMARATE-REDUCTASE":1,"FUM-FLAVO":-1,"FUM-FE-S":-1,"FUM-MEMB1":-1,"FUM-MEMB2":-1}	null	
"GABATRANSAM-CPLX_RXN"	{"GABATRANSAM-CPLX":1,"GABATRANSAM-MONOMER":-2}	"4-aminobutyrate aminotransferase GabT"	
"GALACTOACETYLTRAN-CPLX_RXN"	{"GALACTOACETYLTRAN-CPLX":1,"GALACTOACETYLTRAN-MONOMER":-3}	null	
"GALACTURIDYLYLTRANS-CPLX_RXN"	{"GALACTURIDYLYLTRANS-CPLX":1,"GALACTURIDYLYLTRANS-MONOMER":-2}	"galactose-1-phosphate uridylyltransferase"	
"GAPDH-A-CPLX_RXN"	{"GAPDH-A-CPLX":1,"GAPDH-A-MONOMER":-4}	null	
"GCVMULTI-CPLX_RXN"	{"GCVMULTI-CPLX":1,"E3-CPLX":-1,"GCVP-CPLX":-1,"LIPOYL-GCVH":-1,"GCVT-MONOMER":-1}	"glycine cleavage system"	
"GCVP-CPLX_RXN"	{"GCVP-CPLX":1,"GCVP-MONOMER":-2}	null	
"GDHA-CPLX_RXN"	{"GDHA-CPLX":1,"GDHA-MONOMER":-6}	"glutamate dehydrogenase"	
"GDPMANDEHYDRA-CPLX_RXN"	{"GDPMANDEHYDRA-CPLX":1,"GDPMANDEHYDRA-MONOMER":-2}	null	
"GLNG-CPLX_RXN"	{"GLNG-CPLX":1,"PROTEIN-NRI":-2}	"DNA-binding transcriptional dual regulator NtrC"	
"GLNL-CPLX_RXN"	{"GLNL-CPLX":1,"PROTEIN-NRII":-2}	"protein histidine kinase NtrB"	
"GLUC1PADENYLTRANS-CPLX_RXN"	{"GLUC1PADENYLTRANS-CPLX":1,"GLUC1PADENYLTRANS-MONOMER":-4}	null	
"GLUCONOKINII-CPLX_RXN"	{"GLUCONOKINII-CPLX":1,"GLUCONOKINII-MONOMER":-2}	"D-gluconate kinase, thermostable"	
"GLUCOSAMINE-6-P-DEAMIN-CPLX_RXN"	{"GLUCOSAMINE-6-P-DEAMIN-CPLX":1,"GLUCOSAMINE-6-P-DEAMIN-MONOMER":-6}	null	
"GLUCOSE-1-PHOSPHAT-CPLX_RXN"	{"GLUCOSE-1-PHOSPHAT-CPLX":1,"GLUCOSE-1-PHOSPHAT-MONOMER":-2}	"glucose-1-phosphatase"	
"GLUTAMATESYN-CPLX_RXN"	{"GLUTAMATESYN-CPLX":1,"GLUTAMATESYN-DIMER":-4}	"glutamate synthase"	
"GLUTAMATESYN-DIMER_RXN"	{"GLUTAMATESYN-DIMER":1,"GLUSYNSMALL-MONOMER":-1,"GLUSYNLARGE-MONOMER":-1}	"glutamate synthase"	
"GLUTAMIDOTRANS-CPLX_RXN"	{"GLUTAMIDOTRANS-CPLX":1,"GLUTAMIDOTRANS-MONOMER":-1,"CYCLASE-MONOMER":-1}	null	
"GLUTAMINESYN-OLIGOMER_RXN"	{"GLUTAMINESYN-OLIGOMER":1,"GLUTAMINESYN-MONOMER":-12}	null	
"GLUTATHIONE-REDUCT-NADPH-CPLX_RXN"	{"GLUTATHIONE-REDUCT-NADPH-CPLX":1,"GLUTATHIONE-REDUCT-NADPH-MONOMER":-2}	null	
"GLUTATHIONE-SYN-CPLX_RXN"	{"GLUTATHIONE-SYN-CPLX":1,"GLUTATHIONE-SYN-MONOMER":-4}	null	
"GLUTDECARBOXA-CPLX_RXN"	{"GLUTDECARBOXA-CPLX":1,"GLUTDECARBOXA-MONOMER":-6}	null	
"GLUTDECARBOXB-CPLX_RXN"	{"GLUTDECARBOXB-CPLX":1,"GLUTDECARBOXB-MONOMER":-6}	null	
"GLUTKIN-CPLX_RXN"	{"GLUTKIN-CPLX":1,"GLUTKIN-MONOMER":-4}	"glutamate 5-kinase"	
"GLUTSEMIALDEHYDROG-CPLX_RXN"	{"GLUTSEMIALDEHYDROG-CPLX":1,"GLUTSEMIALDEHYDROG-MONOMER":-4}	null	
"GLYC3PDEHYDROGBIOSYN-CPLX_RXN"	{"GLYC3PDEHYDROGBIOSYN-CPLX":1,"GLYC3PDEHYDROGBIOSYN-MONOMER":-2}	"glycerol-3-phosphate dehydrogenase, biosynthetic"	
"GLYCDEH-CPLX_RXN"	{"GLYCDEH-CPLX":1,"GLYCDEH-MONOMER":-8}	"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase"	
"GLYCEROL-KIN-CPLX_RXN"	{"GLYCEROL-KIN-CPLX":1,"GLYCEROL-KIN-MONOMER":-4}	null	
"GLYCOPHOSPHORYL-CPLX_RXN"	{"GLYCOPHOSPHORYL-CPLX":1,"GLYCOPHOSPHORYL-MONOMER":-2}	null	
"GLYCPDIESTER-PERI-CPLX_RXN"	{"GLYCPDIESTER-PERI-CPLX":1,"GLYCPDIESTER-PERI-MONOMER":-2}	"glycerophosphoryl diester phosphodiesterase, periplasmic"	
"GLYOCARBOLIG-CPLX_RXN"	{"GLYOCARBOLIG-CPLX":1,"GLYOCARBOLIG-MONOMER":-2}	null	
"GLYOHMETRANS-CPLX_RXN"	{"GLYOHMETRANS-CPLX":1,"GLYOHMETRANS-MONOMER":-2}	"serine hydroxymethyltransferase"	
"GLYOXI-CPLX_RXN"	{"GLYOXI-CPLX":1,"GLYOXI-MONOMER":-2}	"glyoxalase I"	
"GLYS-CPLX_RXN"	{"GLYS-CPLX":1,"GLYS-MONOMER":-2,"GLYQ-MONOMER":-2}	"glycine&mdash;tRNA ligase"	
"GMP-REDUCT-CPLX_RXN"	{"GMP-REDUCT-CPLX":1,"GMP-REDUCT-MONOMER":-4}	null	
"GMP-SYN-CPLX_RXN"	{"GMP-SYN-CPLX":1,"GMP-SYN-MONOMER":-2}	"GMP synthetase"	
"GPT-CPLX_RXN"	{"GPT-CPLX":1,"GPT-MONOMER":-4}	"xanthine-guanine phosphoribosyltransferase"	
"GSAAMINOTRANS-CPLX_RXN"	{"GSAAMINOTRANS-CPLX":1,"GSAAMINOTRANS-MONOMER":-2}	null	
"GSP-CPLX_RXN"	{"GSP-CPLX":1,"GSP-MONOMER":-2}	"fused glutathionylspermidine amidase / glutathionylspermidine synthetase"	
"GST-CPLX_RXN"	{"GST-CPLX":1,"GST-MONOMER":-2}	"glutathione <i>S</i>-transferase GstA"	
"GTP-CYCLOHYDRO-II-CPLX_RXN"	{"GTP-CYCLOHYDRO-II-CPLX":1,"GTP-CYCLOHYDRO-II-MONOMER":-2}	"GTP cyclohydrolase 2"	
"GUANYL-KIN-CPLX_RXN"	{"GUANYL-KIN-CPLX":1,"GUANYL-KIN-MONOMER":-2}	"guanylate kinase"	
"H2PTEROATESYNTH-CPLX_RXN"	{"H2PTEROATESYNTH-CPLX":1,"H2PTEROATESYNTH-MONOMER":-2}	null	
"HCAMULTI-CPLX_RXN"	{"HCAMULTI-CPLX":1,"HCAC-MONOMER":null,"HCAD-MONOMER":null,"HCAA2-MONOMER":null,"PHENYLPRODIOXY-MONOMER":null}	"putative 3-phenylpropionate/cinnamate dioxygenase"	
"HISS-CPLX_RXN"	{"HISS-CPLX":1,"HISS-MONOMER":-2}	null	
"HISTDEHYD-CPLX_RXN"	{"HISTDEHYD-CPLX":1,"HISTDEHYD-MONOMER":-2}	null	
"HISTPHOSTRANS-CPLX_RXN"	{"HISTPHOSTRANS-CPLX":1,"HISTPHOSTRANS-MONOMER":-2}	"histidinol-phosphate aminotransferase"	
"HMP-P-KIN-CPLX_RXN"	{"HMP-P-KIN-CPLX":1,"HMP-P-KIN-MONOMER":-4}	null	
"HOLO-ACP-SYNTH-CPLX_RXN"	{"HOLO-ACP-SYNTH-CPLX":1,"HOLO-ACP-SYNTH-MONOMER":-2}	null	
"HOMOSERKIN-CPLX_RXN"	{"HOMOSERKIN-CPLX":1,"HOMOSERKIN-MONOMER":-2}	"homoserine kinase"	
"HOMSUCTRAN-CPLX_RXN"	{"HOMSUCTRAN-CPLX":1,"HOMSUCTRAN-MONOMER":-2}	null	
"HYDROG3-CPLX_RXN"	{"HYDROG3-CPLX":1,"HYCD-MONOMER":null,"HYCC-MONOMER":null,"HYCF-MONOMER":null,"HYCG-MONOMER":null,"HYCBSMALL-MONOMER":null,"HYCELARGE-MONOMER":null}	"hydrogenase 3"	
"HYDROPEROXIDI-CPLX_RXN"	{"HYDROPEROXIDI-CPLX":1,"HYDROPEROXIDI-MONOMER":-4}	"catalase/hydroperoxidase HPI"	
"HYDROPEROXIDII-CPLX_RXN"	{"HYDROPEROXIDII-CPLX":1,"HYDROPEROXIDII-MONOMER":-4}	"catalase HPII"	
"IMIDHISTID-CPLX_RXN"	{"IMIDHISTID-CPLX":1,"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER":-2}	null	
"IMP-DEHYDROG-CPLX_RXN"	{"IMP-DEHYDROG-CPLX":1,"IMP-DEHYDROG-MONOMER":-4}	null	
"ISOCIT-LYASE_RXN"	{"ISOCIT-LYASE":1,"ISOCIT-LYASE-MONOMER":-4}	null	
"ISOCITHASE-CPLX_RXN"	{"ISOCITHASE-CPLX":1,"ISOCITDEH-SUBUNIT":-2}	null	
"KDO-8PPHOSPHAT-CPLX_RXN"	{"KDO-8PPHOSPHAT-CPLX":1,"G7663-MONOMER":-4}	"3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC"	
"KDO-8PSYNTH-CPLX_RXN"	{"KDO-8PSYNTH-CPLX":1,"KDO-8PSYNTH-MONOMER":-4}	"3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase"	
"KDPD-CPLX_RXN"	{"KDPD-CPLX":1,"KDPD-MONOMER":-2}	"sensor histidine kinase KdpD"	
"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX_RXN"	{"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX":1,"KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER":-3}	"KHG/KDPG aldolase"	
"L-GLN-FRUCT-6-P-AMINOTRANS-CPLX_RXN"	{"L-GLN-FRUCT-6-P-AMINOTRANS-CPLX":1,"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER":-2}	"L-glutamine&mdash;D-fructose-6-phosphate aminotransferase"	
"LACTALDREDUCT-CPLX_RXN"	{"LACTALDREDUCT-CPLX":1,"LACTALDREDUCT-MONOMER":-2}	"L-1,2-propanediol oxidoreductase"	
"LDC2-CPLX_RXN"	{"LDC2-CPLX":1,"LDC2-MONOMER":-10}	"lysine decarboxylase 2"	
"LTAA-CPLX_RXN"	{"LTAA-CPLX":1,"LTAA-MONOMER":-4}	"low-specificity L-threonine aldolase"	
"LTARTDEHYDRA-CPLX_RXN"	{"LTARTDEHYDRA-CPLX":1,"TTDA-MONOMER":-2,"TTDB-MONOMER":-2}	null	
"LUMAZINESYN-CPLX_RXN"	{"LUMAZINESYN-CPLX":1,"LUMAZINESYN-MONOMER":-60}	"6,7-dimethyl-8-ribityllumazine synthase"	
"LYSDECARBOX-CPLX_RXN"	{"LYSDECARBOX-CPLX":1,"LYSDECARBOX-MONOMER":-10}	"lysine decarboxylase 1"	
"LYSS-CPLX_RXN"	{"LYSS-CPLX":1,"LYSS-MONOMER":-2}	"lysine&mdash;tRNA ligase, constitutive"	
"LYSU-CPLX_RXN"	{"LYSU-CPLX":1,"LYSU-MONOMER":-2}	null	
"LYXK-CPLX_RXN"	{"LYXK-CPLX":1,"LYXK-MONOMER":-2}	"L-xylulose kinase"	
"MALATE-DEHASE_RXN"	{"MALATE-DEHASE":1,"MALATE-DEHASE-MONOMER":-2}	null	
"MALDEXPHOSPHORYL-CPLX_RXN"	{"MALDEXPHOSPHORYL-CPLX":1,"MALDEXPHOSPHORYL-MONOMER":-2}	null	
"MALIC-NAD-CPLX_RXN"	{"MALIC-NAD-CPLX":1,"MALIC-NAD-MONOMER":-4}	"NAD<sup>+</sup>-dependent malate dehydrogenase"	
"MALIC-NADP-CPLX_RXN"	{"MALIC-NADP-CPLX":1,"MALIC-NADP-MONOMER":-6}	"NADP<sup>+</sup>-dependent malate dehydrogenase"	
"MALTACETYLTRAN-CPLX_RXN"	{"MALTACETYLTRAN-CPLX":1,"MALTACETYLTRAN-MONOMER":-3}	"maltose <i>O</i>-acetyltransferase"	
"MENE-CPLX_RXN"	{"MENE-CPLX":1,"O-SUCCINYLBENZOATE-COA-LIG-MONOMER":-4}	null	
"MENF-CPLX_RXN"	{"MENF-CPLX":1,"MENF-MONOMER":-2}	"isochorismate synthase MenF"	
"METG-CPLX_RXN"	{"METG-CPLX":1,"METG-MONOMER":-2}	null	
"METHGLYSYN-CPLX_RXN"	{"METHGLYSYN-CPLX":1,"METHGLYSYN-MONOMER":-6}	"methylglyoxal synthase"	
"METHYLENETHFREDUCT-CPLX_RXN"	{"METHYLENETHFREDUCT-CPLX":1,"METHYLENETHFREDUCT-MONOMER":-4}	null	
"METNIQ-METHIONINE-ABC-CPLX_RXN"	{"METNIQ-METHIONINE-ABC-CPLX":1,"ABC-MONOMER":-2,"METI-MONOMER":-2,"METQ-MONOMER":-1}	"L-methionine/D-methionine ABC transporter"	
"MUTHLS-CPLX_RXN"	{"MUTHLS-CPLX":1,"EG11281-MONOMER":null,"EG10625-MONOMER":-2,"EG10624-MONOMER":null}	"MutHLS complex, methyl-directed mismatch repair"	
"N-ACETYLTRANSFER-CPLX_RXN"	{"N-ACETYLTRANSFER-CPLX":1,"N-ACETYLTRANSFER-MONOMER":-6}	"N-acetylglutamate synthase"	
"NAD-SYNTH-CPLX_RXN"	{"NAD-SYNTH-CPLX":1,"NAD-SYNTH-MONOMER":-2}	"NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase"	
"NADH-DHI-CPLX_RXN"	{"NADH-DHI-CPLX":1,"NUOA-MONOMER":-1,"NUOH-MONOMER":-1,"NUOJ-MONOMER":-1,"NUOK-MONOMER":-1,"NUOL-MONOMER":-1,"NUOM-MONOMER":-1,"NUON-MONOMER":-1,"CPLX0-3361":-1}	"NADH:quinone oxidoreductase I"	
"NAG1P-URIDYLTRANS-CPLX_RXN"	{"NAG1P-URIDYLTRANS-CPLX":1,"NAG1P-URIDYLTRANS-MONOMER":-3}	"fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase"	
