"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"diguanylate cyclase"		[0.0, 0.0, 0.0, 0.0, 0.0, 67699.068, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7802_RXN"	"CPLX0-7802"
"aldehyde dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 136273.321, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7805_RXN"	"CPLX0-7805"
"disulfide reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 49027.950, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7806_RXN"	"CPLX0-7806"
"SdsRQP multidrug efflux system"		[0.0, 0.0, 0.0, 0.0, 0.0, 166499.888, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7807_RXN"	"CPLX0-7807"
"coproporphyrinogen III oxidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 68633.448, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7808_RXN"	"CPLX0-7808"
"EfeB dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 93502.728, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7810_RXN"	"CPLX0-7810"
"protoporphyrinogen oxidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 84813.616, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7811_RXN"	"CPLX0-7811"
"conserved DNA-binding protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 24021.732, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7816_RXN"	"CPLX0-7816"
"glutaredoxin 4"		[0.0, 0.0, 0.0, 0.0, 0.0, 25747.560, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7817_RXN"	"CPLX0-7817"
"K+ : H+ antiporter KefC"		[0.0, 0.0, 0.0, 0.0, 0.0, 135572.204, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7819_RXN"	"CPLX0-7819"
"lipoate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 72147.888, 0.0, 0.0, 0.0]	["c"]	"CPLX0-782_RXN"	"CPLX0-782"
"predicted class I aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 318898.990, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7820_RXN"	"CPLX0-7820"
"MqsA-MqsR antitoxin/toxin complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 74352.552, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7822_RXN"	"CPLX0-7822"
"DosC-DosP complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 143401.389, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7823_RXN"	"CPLX0-7823"
"Fe-S transport protein in Fe-S cluster assembly"		[0.0, 0.0, 0.0, 0.0, 0.0, 26586.246, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7824_RXN"	"CPLX0-7824"
"dITP/XTP pyrophosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 42063.718, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7826_RXN"	"CPLX0-7826"
"carboxylate-amine ligase"		[0.0, 0.0, 0.0, 0.0, 0.0, 83350.884, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7827_RXN"	"CPLX0-7827"
"predicted structural protein, ethanolamine utilization microcompartment"		[0.0, 0.0, 0.0, 0.0, 0.0, 59187.558, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7835_RXN"	"CPLX0-7835"
"predicted structural protein, ethanolamine utilization microcompartment"		[0.0, 0.0, 0.0, 0.0, 0.0, 69873.492, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7836_RXN"	"CPLX0-7836"
"PEP synthetase regulatory protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 124827.904, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7837_RXN"	"CPLX0-7837"
"cysteine sulfinate desulfinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 86444.520, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7838_RXN"	"CPLX0-7838"
"CSD sulfur transfer protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 31878.652, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7839_RXN"	"CPLX0-7839"
"sulfite reductase, flavoprotein subunit complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 529958.760, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7841_RXN"	"CPLX0-7841"
"formate channel FocA"		[0.0, 0.0, 0.0, 0.0, 0.0, 154784.200, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7843_RXN"	"CPLX0-7843"
"p-aminobenzoyl-glutamate hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 197497.954, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7844_RXN"	"CPLX0-7844"
"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent"		[0.0, 0.0, 0.0, 0.0, 0.0, 70213.760, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7847_RXN"	"CPLX0-7847"
"L-ascorbate 6-phosphate lactonase"		[0.0, 0.0, 0.0, 0.0, 0.0, 240310.674, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7848_RXN"	"CPLX0-7848"
"GadE-RcsB DNA binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 44282.296, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7852_RXN"	"CPLX0-7852"
"GAP-like protein that activates GTPase activity of Der"		[0.0, 0.0, 0.0, 0.0, 0.0, 38116.562, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7853_RXN"	"CPLX0-7853"
"TreR DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 69065.820, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7854_RXN"	"CPLX0-7854"
"AtoS sensory histidine kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 135562.254, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7870_RXN"	"CPLX0-7870"
"phosphoglucose isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 123035.798, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7877_RXN"	"CPLX0-7877"
"oxalyl-CoA decarboxylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 242285.684, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7878_RXN"	"CPLX0-7878"
"NusB-NusE complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 27395.706, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7879_RXN"	"CPLX0-7879"
"1,4-dihydroxy-2-naphthoyl-CoA synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 189781.422, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7882_RXN"	"CPLX0-7882"
"glutamate-pyruvate aminotransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 92434.884, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7887_RXN"	"CPLX0-7887"
"glutamate-pyruvate aminotransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 91021.036, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7888_RXN"	"CPLX0-7888"
"EF-P-lysine lysyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 73922.240, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7889_RXN"	"CPLX0-7889"
"ribonucleoside hydrolase 2 (pyrimidine-specific)"		[0.0, 0.0, 0.0, 0.0, 0.0, 134932.264, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7904_RXN"	"CPLX0-7904"
"L-carnitine : &gamma;-butyrobetaine antiporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 169777.920, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7906_RXN"	"CPLX0-7906"
"iron-sulfur cluster assembly protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 46204.220, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7908_RXN"	"CPLX0-7908"
"RnlA-RnlB toxin-antitoxin complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 53695.921, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7909_RXN"	"CPLX0-7909"
"DNA polymerase III, &psi;-&chi; subunit"		[0.0, 0.0, 0.0, 0.0, 0.0, 31803.218, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7910_RXN"	"CPLX0-7910"
"phosphate acetyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 72129.790, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7912_RXN"	"CPLX0-7912"
"tellurite methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 45061.676, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7913_RXN"	"CPLX0-7913"
"multifunctional nuclease"		[0.0, 0.0, 0.0, 0.0, 0.0, 66397.280, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7914_RXN"	"CPLX0-7914"
"RcsB-BglJ DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 49300.493, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7916_RXN"	"CPLX0-7916"
"disulfide reductase / organic hydroperoxide reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 64775.404, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7917_RXN"	"CPLX0-7917"
"mannose PTS permease - ManX subunit"		[0.0, 0.0, 0.0, 0.0, 0.0, 70023.200, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7921_RXN"	"CPLX0-7921"
"cell division inhibitor, nucleoid occlusion"		[0.0, 0.0, 0.0, 0.0, 0.0, 45676.924, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7922_RXN"	"CPLX0-7922"
"ATP independent periplasmic chaperone"		[0.0, 0.0, 0.0, 0.0, 0.0, 36412.484, 0.0, 0.0, 0.0]	["p"]	"CPLX0-7923_RXN"	"CPLX0-7923"
"NADPH-dependent curcumin/dihydrocurcumin reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 75201.670, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7927_RXN"	"CPLX0-7927"
"RelB-antitoxin and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 36269.932, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7928_RXN"	"CPLX0-7928"
"YefM-antitoxin DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 18609.218, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7929_RXN"	"CPLX0-7929"
"cytosine deaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 285269.964, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7932_RXN"	"CPLX0-7932"
"predicted carbamoyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 132529.701, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7933_RXN"	"CPLX0-7933"
"FtsLBQ cell division complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 56679.847, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7934_RXN"	"CPLX0-7934"
"predicted carbon-phosphorous lyase complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 216456.072, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7935_RXN"	"CPLX0-7935"
"5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase"		[0.0, 0.0, 0.0, 0.0, 0.0, 55681.738, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7936_RXN"	"CPLX0-7936"
"phosphoenolpyruvate-protein phosphotransferase PtsI, PTS enzyme I"		[0.0, 0.0, 0.0, 0.0, 0.0, 127057.664, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7938_RXN"	"CPLX0-7938"
"regulator of KefC-mediated potassium transport and quinone oxidoreductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 40326.042, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7939_RXN"	"CPLX0-7939"
"CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 130101.920, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7940_RXN"	"CPLX0-7940"
"Grx4-BolA complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 24865.491, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7942_RXN"	"CPLX0-7942"
"outer membrane phospholipase"		[0.0, 0.0, 0.0, 0.0, 0.0, 66310.360, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7944_RXN"	"CPLX0-7944"
"zinc-binding phosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 80635.614, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7945_RXN"	"CPLX0-7945"
"ribosomal protein S6 modification protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 129622.384, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7946_RXN"	"CPLX0-7946"
"succinylarginine dihydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 98577.352, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7947_RXN"	"CPLX0-7947"
"2-hydroxy-6-oxononatrienedioate hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 63869.192, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7950_RXN"	"CPLX0-7950"
"2-hydroxypentadienoate hydratase"		[0.0, 0.0, 0.0, 0.0, 0.0, 144404.655, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7951_RXN"	"CPLX0-7951"
"ferric coprogen outer membrane transport complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 149085.575, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7952_RXN"	"CPLX0-7952"
"ferric coprogen transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 380671.208, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7954_RXN"	"CPLX0-7954"
"acetate / glycolate transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 118415.008, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7955_RXN"	"CPLX0-7955"
"CsrA dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 13713.856, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7956_RXN"	"CPLX0-7956"
"selenide, water dikinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 73356.740, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7957_RXN"	"CPLX0-7957"
"methylphosphonate degradation complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 101101.425, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7958_RXN"	"CPLX0-7958"
"adenylosuccinate lyase"		[0.0, 0.0, 0.0, 0.0, 0.0, 206123.588, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7959_RXN"	"CPLX0-7959"
"chaperone, protecting proteins in response to oxidative stress"		[0.0, 0.0, 0.0, 0.0, 0.0, 41544.278, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7960_RXN"	"CPLX0-7960"
"chloride:H+ antiporter ClcA"		[0.0, 0.0, 0.0, 0.0, 0.0, 100714.098, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7961_RXN"	"CPLX0-7961"
"L-amino acid N-acyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 38485.468, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7962_RXN"	"CPLX0-7962"
"multidrug / betaine / choline efflux transporter EmrE"		[0.0, 0.0, 0.0, 0.0, 0.0, 23918.888, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7963_RXN"	"CPLX0-7963"
"TolC outer membrane channel"		[0.0, 0.0, 0.0, 0.0, 0.0, 161207.487, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7964_RXN"	"CPLX0-7964"
"YjiE DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 69405.608, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7970_RXN"	"CPLX0-7970"
"cell division factor ZapD"		[0.0, 0.0, 0.0, 0.0, 0.0, 56579.478, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7973_RXN"	"CPLX0-7973"
"NADH pyrophosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 59360.036, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7974_RXN"	"CPLX0-7974"
"NadR DNA-binding transcriptional repressor and NMN adenylyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 189335.700, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7975_RXN"	"CPLX0-7975"
"translocation and assembly module"		[0.0, 0.0, 0.0, 0.0, 0.0, 201514.426, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7976_RXN"	"CPLX0-7976"
"16S rRNA m4C1402 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 69749.868, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7977_RXN"	"CPLX0-7977"
"monoacetylchitobiose-6-phosphate hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 202018.696, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7979_RXN"	"CPLX0-7979"
"mechanosensitive channel of miniconductance YbdG"		[0.0, 0.0, 0.0, 0.0, 0.0, 326227.118, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7981_RXN"	"CPLX0-7981"
"mechanosensitive channel YnaI"		[0.0, 0.0, 0.0, 0.0, 0.0, 271339.264, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7982_RXN"	"CPLX0-7982"
"mechanosensitive channel YbiO"		[0.0, 0.0, 0.0, 0.0, 0.0, 573399.456, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7983_RXN"	"CPLX0-7983"
"S-glutathionyl-(chloro)hydroquinone reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 74758.304, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7984_RXN"	"CPLX0-7984"
"mechanosensitive channel of miniconductance"		[0.0, 0.0, 0.0, 0.0, 0.0, 867524.329, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7985_RXN"	"CPLX0-7985"
"HypCD complex involved in hydrogenase maturation"		[0.0, 0.0, 0.0, 0.0, 0.0, 51077.507, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7986_RXN"	"CPLX0-7986"
"predicted enamine/imine deaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 42012.609, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7987_RXN"	"CPLX0-7987"
"PaaF-PaaG hydratase-isomerase complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 333853.506, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7988_RXN"	"CPLX0-7988"
"murein tripeptide amidase A"		[0.0, 0.0, 0.0, 0.0, 0.0, 53100.100, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7989_RXN"	"CPLX0-7989"
"dTDP-4-dehydro-6-deoxy-D-glucose transaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 167576.704, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7990_RXN"	"CPLX0-7990"
"lipopolysaccharide transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 286346.575, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7992_RXN"	"CPLX0-7992"
"ureidoglycolate dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 75918.454, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7993_RXN"	"CPLX0-7993"
"poly-&beta;-1,6-N-acetyl-D-glucosamine synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 66861.019, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7994_RXN"	"CPLX0-7994"
"diaminopimelate epimerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 60405.346, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7997_RXN"	"CPLX0-7997"
"RNase adaptor protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 97474.284, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7998_RXN"	"CPLX0-7998"
"3-oxoacyl-[acyl-carrier-protein] reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 102241.672, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8005_RXN"	"CPLX0-8005"
"enoyl-[acyl-carrier-protein] reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 111436.156, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8006_RXN"	"CPLX0-8006"
"UDP-N-acetylglucosamine 2-epimerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 84409.302, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8008_RXN"	"CPLX0-8008"
"outer membrane protein; export and assembly of type 1 fimbriae"		[0.0, 0.0, 0.0, 0.0, 0.0, 192959.398, 0.0, 0.0, 0.0]	["e"]	"CPLX0-8009_RXN"	"CPLX0-8009"
"HdeA dimer, inactive form of acid-resistance protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 23711.320, 0.0, 0.0, 0.0]	["p"]	"CPLX0-801_RXN"	"CPLX0-801"
		[0.0, 0.0, 0.0, 0.0, 0.0, 55533.398, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8010_RXN"	"CPLX0-8010"
		[0.0, 0.0, 0.0, 0.0, 0.0, 81891.152, 0.0, 0.0, 0.0]	["i"]	"CPLX0-8011_RXN"	"CPLX0-8011"
		[0.0, 0.0, 0.0, 0.0, 0.0, 130913.896, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8012_RXN"	"CPLX0-8012"
		[0.0, 0.0, 0.0, 0.0, 0.0, 91649.664, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8013_RXN"	"CPLX0-8013"
		[0.0, 0.0, 0.0, 0.0, 0.0, 107220.124, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8014_RXN"	"CPLX0-8014"
		[0.0, 0.0, 0.0, 0.0, 0.0, 141494.772, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8015_RXN"	"CPLX0-8015"
		[0.0, 0.0, 0.0, 0.0, 0.0, 108106.962, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8016_RXN"	"CPLX0-8016"
		[0.0, 0.0, 0.0, 0.0, 0.0, 12136.771, 297.338, 0.0, 0.0]	["c"]	"CPLX0-8026_RXN"	"CPLX0-8026"
		[0.0, 0.0, 0.0, 0.0, 0.0, 12136.771, 135.130, 0.0, 0.0]	["c"]	"CPLX0-8027_RXN"	"CPLX0-8027"
		[0.0, 0.0, 0.0, 30152.111, 0.0, 13713.856, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8028_RXN"	"CPLX0-8028"
		[0.0, 0.0, 0.0, 0.0, 0.0, 62630.598, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8031_RXN"	"CPLX0-8031"
		[0.0, 0.0, 0.0, 0.0, 0.0, 83323.764, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8032_RXN"	"CPLX0-8032"
		[0.0, 0.0, 0.0, 0.0, 0.0, 72044.306, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8033_RXN"	"CPLX0-8033"
		[0.0, 0.0, 0.0, 0.0, 0.0, 130754.624, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8034_RXN"	"CPLX0-8034"
		[0.0, 0.0, 0.0, 0.0, 0.0, 135179.912, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8043_RXN"	"CPLX0-8043"
		[0.0, 0.0, 0.0, 0.0, 0.0, 38712.820, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8044_RXN"	"CPLX0-8044"
		[0.0, 0.0, 0.0, 0.0, 0.0, 88110.714, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8045_RXN"	"CPLX0-8045"
		[0.0, 0.0, 0.0, 0.0, 0.0, 69053.304, 0.0, 0.0, 0.0]	["c"]	"CPLX0-8046_RXN"	"CPLX0-8046"
"NsrR-nitric oxide"		[0.0, 0.0, 0.0, 0.0, 0.0, 31124.186, 30.006, 0.0, 0.0]	["c"]	"CPLX0-8047_RXN"	"CPLX0-8047"
"Dan-L-tartrate DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 35310.722, 148.070, 0.0, 0.0]	["c"]	"CPLX0-8048_RXN"	"CPLX0-8048"
"CytR-cytidine"		[0.0, 0.0, 0.0, 0.0, 0.0, 75567.796, 243.219, 0.0, 0.0]	["c"]	"CPLX0-8051_RXN"	"CPLX0-8051"
"MurR-N-acetylmuramate 6-phosphate"		[0.0, 0.0, 0.0, 0.0, 0.0, 124783.664, 370.227, 0.0, 0.0]	["c"]	"CPLX0-8054_RXN"	"CPLX0-8054"
"AcrR-ethidium"		[0.0, 0.0, 0.0, 0.0, 0.0, 24761.735, 314.412, 0.0, 0.0]	["c"]	"CPLX0-8055_RXN"	"CPLX0-8055"
"TreR-trehalose 6-phosphate"		[0.0, 0.0, 0.0, 0.0, 0.0, 34532.910, 420.260, 0.0, 0.0]	["c"]	"CPLX0-8056_RXN"	"CPLX0-8056"
"GlpR-glycerol"		[0.0, 0.0, 0.0, 0.0, 0.0, 28039.889, 92.094, 0.0, 0.0]	["c"]	"CPLX0-8057_RXN"	"CPLX0-8057"
"RutR-thymine"		[0.0, 0.0, 0.0, 0.0, 0.0, 23690.753, 126.115, 0.0, 0.0]	["c"]	"CPLX0-8058_RXN"	"CPLX0-8058"
"GcvA-gly"		[0.0, 0.0, 0.0, 0.0, 0.0, 34406.717, 75.067, 0.0, 0.0]	["c"]	"CPLX0-8060_RXN"	"CPLX0-8060"
"NrdR-Zn2+ DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 17230.000, 65.390, 0.0, 0.0]	["c"]	"CPLX0-8061_RXN"	"CPLX0-8061"
"CaiF-L-carnitine DNA-binding Transcriptional Activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 30880.586, 161.201, 0.0, 0.0]	["c"]	"CPLX0-8062_RXN"	"CPLX0-8062"
"YqjI-nickel"		[0.0, 0.0, 0.0, 0.0, 0.0, 23396.370, 58.693, 0.0, 0.0]	["c"]	"CPLX0-8069_RXN"	"CPLX0-8069"
"DksA-ppGpp"		[0.0, 0.0, 0.0, 0.0, 0.0, 17520.778, 598.120, 0.0, 0.0]	["c"]	"CPLX0-8070_RXN"	"CPLX0-8070"
		[0.0, 0.0, 0.0, 0.0, 0.0, 29265.762, 158.117, 0.0, 0.0]	["c"]	"CPLX0-8071-R--ALLANTOIN_RXN"	"CPLX0-8071-R--ALLANTOIN"
		[0.0, 0.0, 0.0, 0.0, 0.0, 29265.762, 158.117, 0.0, 0.0]	["c"]	"CPLX0-8071-S-ALLANTOIN_RXN"	"CPLX0-8071-S-ALLANTOIN"
"ComR-Cu(I)"		[0.0, 0.0, 0.0, 0.0, 0.0, 23360.833, 64.554, 0.0, 0.0]	["c"]	"CPLX0-8074_RXN"	"CPLX0-8074"
"ArgR-arg"		[0.0, 0.0, 0.0, 0.0, 0.0, 16989.545, 175.212, 0.0, 0.0]	["c"]	"CPLX0-8076_RXN"	"CPLX0-8076"
"ChbR-N-monoacetylchitobiose-6-phosphate"		[0.0, 0.0, 0.0, 0.0, 0.0, 32969.756, 502.366, 0.0, 0.0]	["c"]	"CPLX0-8079_RXN"	"CPLX0-8079"
"IscR-2Fe-2S DNA binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 17336.631, 175.820, 0.0, 0.0]	["c"]	"CPLX0-8083_RXN"	"CPLX0-8083"
"PuuR-putrescine"		[0.0, 0.0, 0.0, 0.0, 0.0, 20084.591, 90.170, 0.0, 0.0]	["c"]	"CPLX0-8085_RXN"	"CPLX0-8085"
		[0.0, 0.0, 0.0, 0.0, 0.0, 33794.978, 150.130, 0.0, 0.0]	["c"]	"CPLX0-8088_RXN"	"CPLX0-8088"
