# From Sanchez-Vazquez et al. Genome-wide effects on Escherichia coli transcription from ppGpp binding to its two sites on RNA polymerase. PNAS. 2019. (Dataset S01)
# Downloaded from: https://www.pnas.org/highwire/filestream/859108/field_highwire_adjunct_files/1/pnas.1819682116.sd01.xlsx
"Gene"	"Synonym"	"length"	"Start"	"end"	"Strand"	"1+2+ 5 min"	"1+2+ 5 min Category"	"1+2+ 10 min"	"1+2+ 10 min Category"	"1-2- 5 min"	"1-2- 5 min Category"	"1-2- 10 min"	"1-2- 10 min Category"	"1-2-/1+2+ 0 min"	"1-2-/1+2+ 0 min Category"
"yraQ"	"b3151"	1041	3297098	3298138	"-"	-1.64	"A"	-2.23	"A"	-0.29	"E"	-0.53	"C"	0.54	"D"
"rnt"	"b1652"	648	1728347	1728994	"+"	-1.49	"A"	-1.93	"A"	0.01	"E"	-0.34	"C"	0.71	"D"
"purD"	"b4005"	1290	4204642	4205931	"-"	-1.48	"A"	-1.83	"A"	-0.09	"E"	-0.49	"C"	0.96	"D"
"yfaZ"	"b2250"	543	2363733	2364275	"-"	-1.29	"A"	-1.92	"A"	-0.18	"E"	-0.38	"C"	0.58	"D"
"yfhL"	"b2562"	261	2699663	2699923	"+"	-2.20	"A"	-2.20	"A"	-0.56	"E"	-0.80	"C"	0.94	"D"
"yhiN"	"b3492"	1203	3636208	3637410	"-"	-1.37	"A"	-1.16	"A"	-0.31	"E"	-0.70	"C"	0.83	"D"
"ratB"	"b2618"	291	2754008	2754298	"-"	-1.00	"A"	-1.16	"A"	-0.26	"E"	-0.37	"C"	0.32	"D"
"ycdZ"	"b1036"	492	1100296	1100787	"+"	-1.02	"A"	-1.48	"A"	-0.29	"E"	-0.51	"C"	0.35	"D"
"yecF"	"b1915"	225	1995818	1996042	"+"	-1.08	"A"	-1.99	"A"	-0.27	"E"	-0.51	"C"	0.56	"D"
"ndk"	"b2518"	432	2644433	2644864	"-"	-2.01	"A"	-3.35	"A"	-0.16	"E"	-0.65	"C"	-0.10	"E"
"mrdB"	"b0634"	1113	665201	666313	"-"	-1.70	"A"	-2.27	"A"	-0.09	"E"	-0.22	"C"	0.00	"E"
"ansP"	"b1453"	1500	1524481	1525980	"-"	-2.26	"A"	-3.97	"A"	-0.15	"E"	-0.59	"C"	0.02	"E"
"trmI"	"b2960"	720	3102133	3102852	"-"	-1.65	"A"	-1.92	"A"	-0.14	"E"	-0.32	"C"	0.05	"E"
"sixA"	"b2340"	486	2456327	2456812	"-"	-2.01	"A"	-2.59	"A"	-0.12	"E"	-0.35	"C"	0.04	"E"
"plsX"	"b1090"	1071	1147621	1148691	"+"	-1.33	"A"	-1.99	"A"	-0.16	"E"	-0.40	"C"	-0.06	"E"
"rluC"	"b1086"	960	1144940	1145899	"+"	-1.54	"A"	-2.14	"A"	-0.20	"E"	-0.32	"C"	-0.05	"E"
"ispU"	"b0174"	762	194903	195664	"+"	-1.30	"A"	-1.77	"A"	-0.23	"E"	-0.44	"C"	-0.12	"E"
"rplN"	"b3310"	372	3447778	3448149	"-"	-1.65	"A"	-2.54	"A"	-0.09	"E"	-0.56	"C"	0.02	"E"
"yidD"	"b4557"	258	3884816	3885073	"+"	-3.19	"A"	-4.60	"A"	-0.34	"E"	-0.83	"C"	0.26	"E"
"lepA"	"b2569"	1800	2705325	2707124	"-"	-1.29	"A"	-1.86	"A"	-0.18	"E"	-0.47	"C"	-0.12	"E"
"uup"	"b0949"	1908	1009964	1011871	"+"	-1.45	"A"	-1.87	"A"	-0.14	"E"	-0.30	"C"	0.09	"E"
"rpsN"	"b3307"	306	3446579	3446884	"-"	-2.23	"A"	-2.73	"A"	-0.12	"E"	-0.69	"C"	-0.13	"E"
"era"	"b2566"	906	2702481	2703386	"-"	-1.33	"A"	-1.76	"A"	-0.22	"E"	-0.35	"C"	-0.10	"E"
"rpmE"	"b3936"	213	4127013	4127225	"+"	-1.43	"A"	-1.92	"A"	-0.25	"E"	-0.44	"C"	-0.14	"E"
"cmoB"	"b1871"	972	1953442	1954413	"+"	-1.15	"A"	-1.67	"A"	-0.25	"E"	-0.43	"C"	-0.07	"E"
"cdsA"	"b0175"	858	195677	196534	"+"	-1.34	"A"	-1.74	"A"	-0.18	"E"	-0.39	"C"	-0.11	"E"
"rfbC"	"b2038"	558	2109581	2110138	"-"	-1.30	"A"	-1.86	"A"	-0.14	"E"	-0.37	"C"	-0.13	"E"
"yhhQ"	"b3471"	666	3609217	3609882	"+"	-2.65	"A"	-3.09	"A"	-0.44	"E"	-0.97	"C"	-0.17	"E"
"rpmA"	"b3185"	258	3332862	3333119	"-"	-1.48	"A"	-2.50	"A"	-0.18	"E"	-0.55	"C"	-0.14	"E"
"rplE"	"b3308"	540	3446899	3447438	"-"	-2.11	"A"	-2.62	"A"	-0.13	"E"	-0.57	"C"	-0.08	"E"
"yceD"	"b1088"	522	1146794	1147315	"+"	-1.21	"A"	-2.48	"A"	-0.27	"E"	-0.65	"C"	-0.07	"E"
"yfcJ"	"b2322"	1179	2438942	2440120	"-"	-2.34	"A"	-3.41	"A"	-0.52	"E"	-0.78	"C"	-0.11	"E"
"yhjV"	"b3539"	1272	3700563	3701834	"+"	-1.89	"A"	-2.67	"A"	-0.17	"E"	-0.55	"C"	0.08	"E"
"yhdT"	"b3257"	243	3407375	3407617	"+"	-2.52	"A"	-3.90	"A"	-0.30	"E"	-0.57	"C"	-0.15	"E"
"nudB"	"b1865"	453	1948180	1948632	"-"	-1.22	"A"	-1.99	"A"	-0.11	"E"	-0.39	"C"	0.12	"E"
"ruvC"	"b1863"	522	1946855	1947376	"-"	-1.14	"A"	-2.40	"A"	-0.20	"E"	-0.79	"C"	-0.12	"E"
"apbE"	"b2214"	1056	2310479	2311534	"-"	-1.89	"A"	-2.51	"A"	-0.25	"E"	-0.45	"C"	0.17	"E"
"rplX"	"b3309"	315	3447453	3447767	"-"	-1.65	"A"	-2.52	"A"	-0.10	"E"	-0.51	"C"	-0.09	"E"
"rfbA"	"b2039"	882	2110138	2111019	"-"	-1.03	"A"	-1.50	"A"	-0.19	"E"	-0.32	"C"	-0.13	"E"
"cmoA"	"b1870"	744	1952702	1953445	"+"	-1.11	"A"	-1.60	"A"	-0.23	"E"	-0.27	"C"	-0.13	"E"
"yiiX"	"b3937"	609	4127286	4127894	"-"	-1.89	"A"	-2.72	"A"	-0.49	"E"	-0.89	"C"	-0.19	"E"
"menE"	"b2260"	1356	2373648	2375003	"-"	-1.33	"A"	-1.97	"A"	-0.32	"E"	-0.69	"C"	-0.20	"E"
"ycaD"	"b0898"	1149	945871	947019	"+"	-1.67	"A"	-1.80	"A"	-0.31	"E"	-0.51	"C"	0.13	"E"
"rpsE"	"b3303"	504	3444726	3445229	"-"	-1.56	"A"	-2.71	"A"	-0.02	"E"	-0.62	"C"	-0.17	"E"
"argR"	"b3237"	471	3384703	3385173	"+"	-1.05	"A"	-1.26	"A"	-0.29	"E"	-0.31	"C"	-0.11	"E"
"mnmE"	"b3706"	1365	3886828	3888192	"+"	-1.13	"A"	-1.02	"A"	-0.14	"E"	-0.40	"C"	0.17	"E"
"rplR"	"b3304"	354	3445244	3445597	"-"	-1.70	"A"	-2.58	"A"	-0.09	"E"	-0.66	"C"	-0.13	"E"
"accC"	"b3256"	1350	3405917	3407266	"+"	-1.12	"A"	-2.31	"A"	-0.03	"E"	-0.45	"C"	0.02	"E"
"rpsA"	"b0911"	1674	961995	963668	"+"	-1.07	"A"	-2.49	"A"	-0.02	"E"	-0.66	"C"	-0.15	"E"
"tcdA"	"b2812"	807	2945036	2945842	"-"	-1.11	"A"	-1.67	"A"	-0.34	"E"	-0.64	"C"	-0.10	"E"
"rplO"	"b3301"	435	3444105	3444539	"-"	-1.22	"A"	-2.62	"A"	0.03	"E"	-0.60	"C"	-0.20	"E"
"rplC"	"b3320"	630	3452297	3452926	"-"	-1.49	"A"	-4.00	"A"	-0.28	"E"	-0.77	"C"	-0.14	"E"
"leuE"	"b1798"	639	1880121	1880759	"-"	-1.43	"A"	-2.18	"A"	-0.45	"E"	-0.83	"C"	0.00	"E"
"rplF"	"b3305"	534	3445607	3446140	"-"	-1.99	"A"	-2.70	"A"	-0.07	"E"	-0.61	"C"	-0.19	"E"
"yehU"	"b2126"	1686	2212959	2214644	"-"	-1.50	"A"	-1.90	"A"	-0.23	"E"	-0.61	"C"	-0.21	"E"
"lpxH"	"b0524"	723	553218	553940	"-"	-1.04	"A"	-1.61	"A"	-0.31	"E"	-0.48	"C"	-0.21	"E"
"wecD"	"b3790"	675	3974467	3975141	"+"	-1.02	"A"	-1.65	"A"	-0.36	"E"	-0.64	"C"	-0.23	"E"
"menD"	"b2264"	1671	2377589	2379259	"-"	-1.11	"A"	-1.10	"A"	-0.31	"E"	-0.56	"C"	-0.04	"E"
"infB"	"b3168"	2673	3313342	3316014	"-"	-1.09	"A"	-1.52	"A"	-0.02	"E"	-0.41	"C"	-0.23	"E"
"yneF"	"b1522"	948	1610907	1611854	"-"	-1.62	"A"	-1.69	"A"	-0.33	"E"	-0.63	"C"	0.16	"E"
"yabI"	"b0065"	765	71351	72115	"+"	-1.27	"A"	-1.55	"A"	-0.47	"E"	-0.56	"C"	-0.15	"E"
"rplD"	"b3319"	606	3451681	3452286	"-"	-1.42	"A"	-3.88	"A"	-0.14	"E"	-0.70	"C"	-0.17	"E"
"menH"	"b2263"	759	2376834	2377592	"-"	-1.39	"A"	-1.40	"A"	-0.86	"E"	-0.73	"C"	-0.16	"E"
"yjaZ"	"b3989"	540	4189786	4190325	"+"	-1.26	"A"	-1.88	"A"	-0.80	"E"	-0.97	"C"	-0.26	"E"
"rplB"	"b3317"	822	3450543	3451364	"-"	-1.19	"A"	-3.54	"A"	-0.05	"E"	-0.75	"C"	-0.15	"E"
"rplW"	"b3318"	303	3451382	3451684	"-"	-1.26	"A"	-3.64	"A"	-0.13	"E"	-0.72	"C"	-0.21	"E"
"rpsS"	"b3316"	279	3450248	3450526	"-"	-1.07	"A"	-3.37	"A"	0.00	"E"	-0.70	"C"	-0.20	"E"
"pyrF"	"b1281"	738	1341921	1342658	"+"	-2.15	"A"	-2.47	"A"	0.19	"E"	0.24	"D"	0.82	"D"
"yqgC"	"b2940"	216	3086187	3086402	"+"	-1.54	"A"	-2.33	"A"	0.16	"E"	0.51	"D"	-0.06	"E"
"speA"	"b2938"	1977	3083935	3085911	"-"	-1.00	"A"	-1.12	"A"	0.23	"E"	0.35	"D"	0.01	"E"
"aroE"	"b3281"	819	3430020	3430838	"-"	-1.14	"A"	-1.74	"A"	-0.39	"E"	-0.34	"E"	-1.56	"A"
"uhpA"	"b3669"	591	3850136	3850726	"-"	-1.20	"A"	-2.50	"A"	0.10	"E"	-0.14	"E"	-1.15	"A"
"thiP"	"b0067"	1611	72911	74521	"-"	-1.46	"A"	-1.53	"A"	0.33	"E"	0.51	"E"	-1.32	"A"
"mdtJ"	"b1600"	366	1673136	1673501	"-"	-1.80	"A"	-2.81	"A"	0.51	"E"	-1.47	"E"	-3.51	"A"
"mdtI"	"b1599"	330	1672820	1673149	"-"	-1.41	"A"	-2.33	"A"	-0.98	"E"	-0.66	"E"	-2.29	"A"
"essD"	"b0554"	216	577398	577613	"+"	-2.06	"A"	-2.59	"A"	-0.43	"E"	-0.55	"E"	-1.20	"A"
"tdcA"	"b3118"	939	3266127	3267065	"-"	-1.76	"A"	-2.10	"A"	0.00	"E"	1.80	"E"	-1.22	"A"
"yciH"	"b1282"	327	1342658	1342984	"+"	-1.84	"A"	-2.06	"A"	0.16	"E"	0.03	"E"	1.09	"B"
"srmB"	"b2576"	1335	2712896	2714230	"+"	-1.71	"A"	-1.63	"A"	-0.03	"E"	-0.28	"E"	1.13	"B"
"rlmA"	"b1822"	810	1906251	1907060	"-"	-1.34	"A"	-1.90	"A"	0.07	"E"	0.04	"E"	1.09	"B"
"yeaJ"	"b1786"	1491	1872041	1873531	"+"	-1.37	"A"	-2.16	"A"	0.16	"E"	0.08	"E"	1.69	"B"
"ttcA"	"b1344"	936	1411013	1411948	"-"	-1.41	"A"	-2.31	"A"	-0.03	"E"	-0.13	"E"	-0.16	"C"
"dctA"	"b3528"	1287	3682161	3683447	"-"	-2.18	"A"	-2.65	"A"	0.06	"E"	-0.13	"E"	-0.44	"C"
"aroM"	"b0390"	678	407428	408105	"+"	-1.80	"A"	-1.99	"A"	-0.28	"E"	-0.33	"E"	-0.75	"C"
"tgt"	"b0406"	1128	426137	427264	"+"	-1.07	"A"	-2.14	"A"	0.00	"E"	-0.25	"E"	-0.63	"C"
"prfA"	"b1211"	1083	1265012	1266094	"+"	-1.08	"A"	-1.51	"A"	-0.11	"E"	-0.14	"E"	-0.36	"C"
"infC"	"b1718"	543	1800096	1800638	"-"	-1.06	"A"	-2.15	"A"	-0.07	"E"	-0.27	"E"	-0.52	"C"
"rluD"	"b2594"	981	2735031	2736011	"-"	-1.09	"A"	-1.30	"A"	-0.18	"E"	-0.26	"E"	-0.23	"C"
"lpxT"	"b2174"	714	2268854	2269567	"+"	-1.12	"A"	-1.68	"A"	-0.10	"E"	0.03	"E"	-0.33	"C"
"ybjE"	"b0874"	900	913958	914857	"-"	-1.38	"A"	-2.62	"A"	-0.04	"E"	-0.12	"E"	-0.90	"C"
"yqeF"	"b2844"	1182	2984411	2985592	"-"	-1.17	"A"	-1.41	"A"	0.00	"E"	-0.32	"E"	-0.57	"C"
"yceG"	"b1097"	1023	1154112	1155134	"+"	-1.00	"A"	-1.16	"A"	0.20	"E"	-0.05	"E"	-0.42	"C"
"yfgJ"	"b2510"	216	2635599	2635814	"-"	-1.02	"A"	-1.01	"A"	0.09	"E"	0.01	"E"	-0.40	"C"
"ykfI"	"b0245"	342	263328	263669	"-"	-1.65	"A"	-2.58	"A"	-0.71	"E"	-0.84	"E"	-0.75	"C"
"gntP"	"b4321"	1344	4549953	4551296	"-"	-1.08	"A"	-1.77	"A"	0.01	"E"	-0.26	"E"	-0.76	"C"
"acrS"	"b3264"	663	3412803	3413465	"-"	-2.33	"A"	-2.29	"A"	-0.52	"E"	-0.06	"E"	-0.87	"C"
"ycaM"	"b0899"	1431	947229	948659	"+"	-1.43	"A"	-1.88	"A"	0.04	"E"	-0.23	"E"	-0.86	"C"
"lpxP"	"b2378"	921	2495645	2496565	"+"	-1.30	"A"	-1.01	"A"	-0.38	"E"	-0.29	"E"	-0.86	"C"
"yfaA"	"b2230"	1689	2334956	2336644	"-"	-1.18	"A"	-1.30	"A"	-0.48	"E"	-0.21	"E"	-0.60	"C"
"potI"	"b0857"	846	897084	897929	"+"	-1.15	"A"	-1.20	"A"	-0.31	"E"	0.01	"E"	-0.82	"C"
"mokC"	"b4412"	210	16751	16903	"-"	-1.19	"A"	-1.39	"A"	-0.07	"E"	0.14	"E"	-0.88	"C"
"yceA"	"b1055"	1053	1116807	1117859	"+"	-1.76	"A"	-2.03	"A"	-0.03	"E"	0.12	"E"	0.65	"D"
"udk"	"b2066"	642	2142307	2142948	"-"	-1.82	"A"	-2.21	"A"	-0.17	"E"	-0.23	"E"	0.64	"D"
"gpt"	"b0238"	459	255977	256435	"+"	-1.78	"A"	-1.83	"A"	-0.07	"E"	-0.09	"E"	0.45	"D"
"upp"	"b2498"	627	2620246	2620872	"-"	-1.56	"A"	-1.97	"A"	0.00	"E"	-0.15	"E"	0.29	"D"
"pcnB"	"b0143"	1398	157729	159126	"-"	-1.50	"A"	-2.13	"A"	0.01	"E"	-0.20	"E"	0.37	"D"
"rlmC"	"b0859"	1128	898518	899645	"+"	-1.81	"A"	-2.24	"A"	0.00	"E"	-0.23	"E"	0.90	"D"
"opgC"	"b1047"	1158	1107784	1108941	"-"	-1.99	"A"	-2.79	"A"	-0.03	"E"	-0.25	"E"	0.25	"D"
"yejK"	"b2186"	1008	2282940	2283947	"-"	-1.10	"A"	-1.52	"A"	0.03	"E"	-0.10	"E"	0.25	"D"
"miaB"	"b0661"	1425	693531	694955	"-"	-1.53	"A"	-1.98	"A"	0.01	"E"	-0.07	"E"	0.98	"D"
"pth"	"b1204"	585	1257929	1258513	"-"	-1.47	"A"	-1.88	"A"	-0.07	"E"	-0.25	"E"	0.29	"D"
"recQ"	"b3822"	1830	4005864	4007693	"+"	-1.19	"A"	-1.50	"A"	0.02	"E"	-0.17	"E"	0.47	"D"
"rlmI"	"b0967"	1191	1028779	1029969	"-"	-1.33	"A"	-1.75	"A"	0.09	"E"	-0.02	"E"	0.31	"D"
"dbpA"	"b1343"	1374	1409511	1410884	"+"	-2.09	"A"	-2.29	"A"	-0.11	"E"	-0.37	"E"	0.65	"D"
"mnmA"	"b1133"	1107	1192667	1193773	"-"	-1.76	"A"	-2.05	"A"	0.01	"E"	-0.32	"E"	0.91	"D"
"rsmF"	"b1835"	1440	1920223	1921662	"+"	-1.93	"A"	-2.27	"A"	-0.03	"E"	-0.23	"E"	0.86	"D"
"yccF"	"b0961"	447	1023902	1024348	"-"	-1.42	"A"	-1.75	"A"	0.10	"E"	-0.04	"E"	0.63	"D"
"mltF"	"b2558"	1557	2695801	2697357	"+"	-1.48	"A"	-1.72	"A"	-0.29	"E"	-0.16	"E"	0.44	"D"
"glsB"	"b1524"	927	1612325	1613251	"-"	-1.26	"A"	-1.63	"A"	-0.14	"E"	-0.26	"E"	0.39	"D"
"ydgK"	"b1626"	441	1705250	1705690	"+"	-1.61	"A"	-2.55	"A"	-0.19	"E"	-0.20	"E"	0.59	"D"
"rimI"	"b4373"	447	4608185	4608631	"+"	-1.26	"A"	-1.60	"A"	-0.24	"E"	-0.12	"E"	0.64	"D"
"purC"	"b2476"	714	2596905	2597618	"-"	-1.20	"A"	-1.23	"A"	-0.08	"E"	-0.13	"E"	0.60	"D"
"ispD"	"b2747"	711	2871780	2872490	"-"	-1.00	"A"	-1.43	"A"	-0.12	"E"	-0.18	"E"	0.18	"D"
"ybjS"	"b0868"	1014	905740	906753	"-"	-1.02	"A"	-1.44	"A"	0.05	"E"	-0.03	"E"	0.19	"D"
"yecJ"	"b4537"	252	1987507	1987758	"-"	-1.15	"A"	-2.10	"A"	-0.11	"E"	-0.01	"E"	0.26	"D"
"pyrC"	"b1062"	1047	1121561	1122607	"-"	-1.31	"A"	-2.16	"A"	0.07	"E"	0.06	"E"	0.72	"D"
"pabA"	"b3360"	564	3490266	3490829	"-"	-1.40	"A"	-1.39	"A"	0.12	"E"	-0.11	"E"	0.51	"D"
"purT"	"b1849"	1179	1930881	1932059	"+"	-1.37	"A"	-1.77	"A"	0.07	"E"	-0.05	"E"	0.88	"D"
"yebO"	"b1825"	288	1908261	1908548	"-"	-1.07	"A"	-1.55	"A"	-0.13	"E"	0.01	"E"	0.26	"D"
"clcB"	"b1592"	1257	1665315	1666571	"+"	-1.32	"A"	-1.16	"A"	-0.35	"E"	-0.32	"E"	0.50	"D"
"holD"	"b4372"	414	4607803	4608216	"+"	-1.06	"A"	-1.35	"A"	-0.02	"E"	-0.23	"E"	0.76	"D"
"cspF"	"b1558"	213	1641855	1642067	"+"	-1.50	"A"	-1.98	"A"	-0.39	"E"	0.06	"E"	0.74	"D"
"ydfO"	"b1549"	411	1637047	1637457	"+"	-2.04	"A"	-3.04	"A"	-0.62	"E"	-1.11	"E"	0.92	"D"
"yebQ"	"b1828"	1374	1910276	1911649	"+"	-1.13	"A"	-1.06	"A"	-0.50	"E"	-0.15	"E"	0.93	"D"
"rsfS"	"b0637"	318	668719	669036	"-"	-1.68	"A"	-2.02	"A"	0.01	"E"	-0.08	"E"	0.02	"E"
"atpI"	"b3739"	381	3922060	3922440	"-"	-1.45	"A"	-2.02	"A"	-0.10	"E"	-0.10	"E"	-0.12	"E"
"rlmH"	"b0636"	468	668248	668715	"-"	-1.69	"A"	-2.21	"A"	0.11	"E"	-0.16	"E"	0.04	"E"
"yqeG"	"b2845"	1230	2985847	2987076	"+"	-1.28	"A"	-2.22	"A"	-0.04	"E"	-0.13	"E"	0.09	"E"
"waaA"	"b3633"	1278	3808540	3809817	"+"	-1.08	"A"	-1.27	"A"	0.00	"E"	0.02	"E"	0.03	"E"
"tyrP"	"b1907"	1212	1989681	1990892	"+"	-1.64	"A"	-2.23	"A"	-0.02	"E"	-0.26	"E"	0.12	"E"
"rpmB"	"b3637"	237	3811438	3811674	"-"	-1.23	"A"	-2.01	"A"	-0.08	"E"	-0.15	"E"	0.06	"E"
"truC"	"b2791"	783	2923002	2923784	"-"	-2.01	"A"	-2.31	"A"	-0.01	"E"	-0.09	"E"	0.02	"E"
"rfaH"	"b3842"	489	4024333	4024821	"-"	-1.55	"A"	-1.74	"A"	-0.03	"E"	-0.11	"E"	0.20	"E"
"fadL"	"b2344"	1341	2461306	2462646	"+"	-2.34	"A"	-2.93	"A"	0.04	"E"	-0.20	"E"	0.22	"E"
"tolQ"	"b0737"	693	775153	775845	"+"	-1.06	"A"	-1.81	"A"	-0.02	"E"	-0.20	"E"	-0.15	"E"
"rpsH"	"b3306"	393	3446153	3446545	"-"	-2.18	"A"	-2.73	"A"	-0.05	"E"	-0.53	"E"	-0.18	"E"
"yejL"	"b2187"	228	2284129	2284356	"+"	-1.21	"A"	-1.68	"A"	-0.13	"E"	0.00	"E"	0.13	"E"
"yhfZ"	"b3383"	906	3511439	3512344	"-"	-2.48	"A"	-2.33	"A"	-0.53	"E"	-0.43	"E"	-0.10	"E"
"folA"	"b0048"	480	49823	50302	"+"	-1.46	"A"	-1.66	"A"	-0.05	"E"	-0.08	"E"	-0.12	"E"
"ansA"	"b1767"	1017	1850860	1851876	"+"	-1.38	"A"	-2.00	"A"	-0.11	"E"	-0.33	"E"	0.03	"E"
"ycbZ"	"b0955"	1761	1016539	1018299	"-"	-1.03	"A"	-1.30	"A"	-0.05	"E"	-0.26	"E"	0.15	"E"
"znuC"	"b1858"	756	1942662	1943417	"+"	-1.05	"A"	-1.17	"A"	-0.14	"E"	-0.05	"E"	-0.18	"E"
"rpsF"	"b4200"	396	4425118	4425513	"+"	-2.36	"A"	-2.86	"A"	-0.06	"E"	-0.60	"E"	-0.15	"E"
"ybfE"	"b0685"	294	711605	711898	"-"	-1.32	"A"	-1.70	"A"	-0.20	"E"	-0.36	"E"	0.19	"E"
"hcaT"	"b2536"	1140	2666707	2667846	"-"	-1.60	"A"	-2.06	"A"	-0.10	"E"	-0.42	"E"	0.20	"E"
"recO"	"b2565"	729	2701741	2702469	"-"	-1.09	"A"	-1.59	"A"	-0.12	"E"	-0.23	"E"	0.12	"E"
"yqcC"	"b2792"	330	2923784	2924113	"-"	-1.61	"A"	-2.01	"A"	0.02	"E"	0.21	"E"	-0.03	"E"
"atpB"	"b3738"	816	3921236	3922051	"-"	-1.17	"A"	-1.68	"A"	0.07	"E"	-0.02	"E"	-0.16	"E"
"priB"	"b4201"	315	4425520	4425834	"+"	-2.26	"A"	-2.79	"A"	-0.02	"E"	-0.54	"E"	-0.16	"E"
"yehS"	"b2124"	471	2211726	2212196	"-"	-1.15	"A"	-1.65	"A"	-0.25	"E"	-0.19	"E"	-0.07	"E"
"rpsR"	"b4202"	228	4425839	4426066	"+"	-2.17	"A"	-2.66	"A"	-0.05	"E"	-0.47	"E"	-0.22	"E"
"rsmB"	"b3289"	1290	3435207	3436496	"+"	-1.08	"A"	-1.20	"A"	-0.05	"E"	-0.22	"E"	0.05	"E"
"nupC"	"b2393"	1203	2513042	2514244	"+"	-1.39	"A"	-1.86	"A"	0.14	"E"	-0.06	"E"	0.05	"E"
"yadS"	"b0157"	624	177001	177624	"-"	-1.01	"A"	-1.64	"A"	-0.15	"E"	-0.27	"E"	-0.03	"E"
"znuB"	"b1859"	786	1943414	1944199	"+"	-1.21	"A"	-1.48	"A"	-0.48	"E"	-0.30	"E"	-0.12	"E"
"yfiP"	"b2583"	699	2719223	2719921	"+"	-1.12	"A"	-1.58	"A"	-0.34	"E"	-0.26	"E"	-0.07	"E"
"nusA"	"b3169"	1488	3316039	3317526	"-"	-1.40	"A"	-1.71	"A"	-0.09	"E"	-0.38	"E"	-0.13	"E"
"ymfA"	"b1122"	462	1181264	1181725	"-"	-2.59	"A"	-3.63	"A"	-0.03	"E"	-0.56	"E"	0.17	"E"
"accB"	"b3255"	471	3405436	3405906	"+"	-1.04	"A"	-2.09	"A"	0.04	"E"	-0.39	"E"	0.03	"E"
"ycfZ"	"b1121"	789	1180479	1181267	"-"	-2.05	"A"	-2.15	"A"	0.20	"E"	-0.13	"E"	0.43	"E"
"ygcN"	"b2766"	1272	2892657	2893928	"+"	-1.68	"A"	-2.13	"A"	-0.17	"E"	-0.36	"E"	0.01	"E"
"tusA"	"b3470"	246	3608751	3608996	"-"	-1.20	"A"	-1.36	"A"	-0.06	"E"	-0.24	"E"	0.31	"E"
"yjfZ"	"b4204"	795	4426628	4427422	"-"	-1.29	"A"	-1.74	"A"	-0.36	"E"	-0.45	"E"	-0.15	"E"
"flhD"	"b1892"	351	1977847	1978197	"-"	-1.24	"A"	-1.54	"A"	0.01	"E"	0.18	"E"	0.18	"E"
"flhC"	"b1891"	579	1977266	1977844	"-"	-1.16	"A"	-1.87	"A"	-0.27	"E"	0.23	"E"	0.10	"E"
"mglA"	"b2149"	1521	2237769	2239289	"-"	-1.21	"A"	-1.73	"A"	-0.07	"E"	0.16	"E"	-0.23	"E"
"ychQ"	"b1213"	393	1266924	1267316	"+"	-1.14	"A"	-1.60	"A"	-0.33	"E"	-0.15	"E"	-0.33	"E"
"rpsD"	"b3296"	621	3441055	3441675	"-"	-1.27	"A"	-2.84	"A"	0.00	"E"	-0.53	"E"	-0.26	"E"
"gntU"	"b4476"	1341	3575721	3577061	"-"	-1.07	"A"	-1.56	"A"	-0.09	"E"	-0.27	"E"	-0.13	"E"
"endA"	"b2945"	708	3090347	3091054	"+"	-1.67	"A"	-2.33	"A"	-0.46	"E"	-0.53	"E"	-0.03	"E"
"yghD"	"b2968"	537	3110590	3111126	"-"	-1.56	"A"	-1.43	"A"	-0.68	"E"	-0.63	"E"	-0.46	"E"
"ybcI"	"b0527"	522	556032	556553	"-"	-1.72	"A"	-1.79	"A"	-0.43	"E"	-0.61	"E"	0.06	"E"
"yafT"	"b0217"	786	237335	238120	"+"	-1.39	"A"	-2.02	"A"	-0.09	"E"	-0.14	"E"	-0.46	"E"
"yjjZ"	"b4567"	237	4605804	4606040	"+"	-2.47	"A"	-2.97	"A"	-0.41	"E"	-0.60	"E"	-0.61	"E"
"mglC"	"b2148"	1011	2236743	2237753	"-"	-1.13	"A"	-1.70	"A"	0.00	"E"	-0.02	"E"	-0.09	"E"
"rpoB"	"b3987"	4029	4181245	4185273	"+"	-1.08	"A"	-1.67	"A"	0.13	"E"	-0.35	"E"	0.09	"E"
"marR"	"b1530"	435	1619120	1619554	"+"	-1.06	"A"	-1.08	"A"	-0.11	"E"	0.00	"E"	0.18	"E"
"yfcC"	"b2298"	1521	2417081	2418601	"+"	-1.31	"A"	-1.45	"A"	0.23	"E"	0.07	"E"	-0.42	"E"
"yqhH"	"b3014"	258	3158627	3158884	"+"	-2.04	"A"	-1.91	"A"	-0.35	"E"	-0.69	"E"	0.33	"E"
"gfcC"	"b0985"	747	1047945	1048691	"-"	-1.31	"A"	-2.72	"A"	-0.93	"E"	-0.77	"E"	-0.13	"E"
"ccmB"	"b2200"	663	2296362	2297024	"-"	-1.02	"A"	-1.06	"A"	-0.05	"E"	-0.25	"E"	0.28	"E"
"yehL"	"b2119"	1089	2204596	2205684	"+"	-1.99	"A"	-2.85	"A"	-0.45	"E"	-1.82	"E"	-0.51	"E"
"ydfV"	"b1565"	306	1645897	1646202	"+"	-1.38	"A"	-1.25	"A"	-0.46	"E"	-0.50	"E"	0.37	"E"
"chiQ"	"b0682"	327	709790	710116	"+"	-1.32	"A"	-1.83	"A"	-0.72	"E"	-0.43	"E"	-0.14	"E"
