Frame ID	Name	Process	EC	Stoichiometry (pH 7.2)	Enzyme	Direction	Comments
FEIST_3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	Metabolism	1.1.1.100	[c] : 3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp	3-OXOACYL-ACP-REDUCT-MONOMER	forward only	
FEIST_3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	Metabolism	1.1.1.100	[c] : actACP + h + nadph <==> 3haACP + nadp	3-OXOACYL-ACP-REDUCT-MONOMER	reversible	
FEIST_3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	Metabolism	1.1.1.100	[c] : 3ohexACP + h + nadph <==> 3hhexACP + nadp	3-OXOACYL-ACP-REDUCT-MONOMER	reversible	
FEIST_3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	Metabolism	1.1.1.100	[c] : 3ooctACP + h + nadph <==> 3hoctACP + nadp	3-OXOACYL-ACP-REDUCT-MONOMER	reversible	
FEIST_3OAS100_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	Metabolism	2.3.1.41	[c] : h + malACP + ocACP --> 3odecACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS100_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	Metabolism	2.3.1.41	[c] : h + malACP + ocACP --> 3odecACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS120_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	Metabolism	2.3.1.41	[c] : dcaACP + h + malACP --> 3oddecACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS120_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	Metabolism	2.3.1.41	[c] : dcaACP + h + malACP --> 3oddecACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	Metabolism	2.3.1.41	[c] : cdec3eACP + h + malACP --> 3ocddec5eACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS140_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	Metabolism	2.3.1.41	[c] : ddcaACP + h + malACP --> 3omrsACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS140_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	Metabolism	2.3.1.41	[c] : ddcaACP + h + malACP --> 3omrsACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	Metabolism	2.3.1.41	[c] : cddec5eACP + h + malACP --> 3ocmrs7eACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS160_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	Metabolism	2.3.1.41	[c] : h + malACP + myrsACP --> 3opalmACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS160_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	Metabolism	2.3.1.41	[c] : h + malACP + myrsACP --> 3opalmACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	Metabolism	2.3.1.41	[c] : h + malACP + tdeACP --> 3ocpalm9eACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS180_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	Metabolism	2.3.1.41	[c] : h + malACP + palmACP --> 3ooctdACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS180_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	Metabolism	2.3.1.41	[c] : h + malACP + palmACP --> 3ooctdACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	Metabolism	2.3.1.41	[c] : h + hdeACP + malACP --> 3ocvac11eACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS60_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	Metabolism	2.3.1.41	[c] : butACP + h + malACP --> 3ohexACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS60_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	Metabolism	2.3.1.41	[c] : butACP + h + malACP --> 3ohexACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3OAS80_0	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	Metabolism	2.3.1.41	[c] : h + hexACP + malACP --> 3ooctACP + ACP + co2	FABB-MONOMER	forward only	
FEIST_3OAS80_1	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	Metabolism	2.3.1.41	[c] : h + hexACP + malACP --> 3ooctACP + ACP + co2	3-OXOACYL-ACP-SYNTHII-MONOMER	forward only	
FEIST_3PEPTabcpp	tripeptide (LalaDgluMdap) transport via ABC system (periplasm)	Metabolism		LalaDgluMdap[p] + atp[c] + h2o[c] --> LalaDgluMdap[c] + adp[c] + h[c] + pi[c]	CPLX0-3970	forward only	
FEIST_3PEPTtex_0	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdap[e] <==> LalaDgluMdap[p]	MONOMER0-282	reversible	
FEIST_3PEPTtex_1	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdap[e] <==> LalaDgluMdap[p]	EG10671-MONOMER	reversible	
FEIST_3PEPTtex_2	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdap[e] <==> LalaDgluMdap[p]	G6700-MONOMER	reversible	
FEIST_3PEPTtex_3	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdap[e] <==> LalaDgluMdap[p]	EG10670-MONOMER	reversible	
FEIST_3UMPtex_0	3UMP transport via diffusion (extracellular to periplasm)	Metabolism		3ump[e] <==> 3ump[p]	MONOMER0-282	reversible	
FEIST_3UMPtex_1	3UMP transport via diffusion (extracellular to periplasm)	Metabolism		3ump[e] <==> 3ump[p]	EG10671-MONOMER	reversible	
FEIST_3UMPtex_2	3UMP transport via diffusion (extracellular to periplasm)	Metabolism		3ump[e] <==> 3ump[p]	G6700-MONOMER	reversible	
FEIST_3UMPtex_3	3UMP transport via diffusion (extracellular to periplasm)	Metabolism		3ump[e] <==> 3ump[p]	EG10670-MONOMER	reversible	
FEIST_42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	Metabolism	1.4.3.6	[p] : dopa + h2o + o2 --> 34dhpac + h2o2 + nh4	AMINEOXID-MONOMER	forward only	
FEIST_4HOXPACDtex_0	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		4hoxpacd[e] <==> 4hoxpacd[p]	MONOMER0-282	reversible	
FEIST_4HOXPACDtex_1	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		4hoxpacd[e] <==> 4hoxpacd[p]	EG10671-MONOMER	reversible	
FEIST_4HOXPACDtex_2	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		4hoxpacd[e] <==> 4hoxpacd[p]	G6700-MONOMER	reversible	
FEIST_4HOXPACDtex_3	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		4hoxpacd[e] <==> 4hoxpacd[p]	EG10670-MONOMER	reversible	
FEIST_4HTHRS	4-Hydroxy-L-threonine synthase	Metabolism		[c] : h2o + phthr --> 4hthr + pi	THRESYN-MONOMER	forward only	
FEIST_4PCP	tetrapeptide L,D-carboxypeptidase	Metabolism		[c] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D	G6621-MONOMER	forward only	
FEIST_4PCPpp	tetrapeptide L,D-carboxypeptidase (periplasm)	Metabolism		[p] : LalaDgluMdapDala + h2o --> LalaDgluMdap + ala-D		forward only	
FEIST_4PEPTabcpp	tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	Metabolism		LalaDgluMdapDala[p] + atp[c] + h2o[c] --> LalaDgluMdapDala[c] + adp[c] + h[c] + pi[c]	ABC-22-CPLX	forward only	
FEIST_4PEPTtex_0	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]	MONOMER0-282	reversible	
FEIST_4PEPTtex_1	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]	EG10671-MONOMER	reversible	
FEIST_4PEPTtex_2	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]	G6700-MONOMER	reversible	
FEIST_4PEPTtex_3	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	Metabolism		LalaDgluMdapDala[e] <==> LalaDgluMdapDala[p]	EG10670-MONOMER	reversible	
FEIST_5DGLCNR	5-dehydro-D-gluconate reductase	Metabolism	1.1.1.69	[c] : 5dglcn + h + nadph <==> glcn + nadp	GLUCONREDUCT-MONOMER	reversible	
FEIST_5DGLCNt2rpp	5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)	Metabolism		5dglcn[p] + h[p] <==> 5dglcn[c] + h[c]	YJGT-MONOMER	reversible	
FEIST_5DGLCNtex_0	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Metabolism		5dglcn[e] <==> 5dglcn[p]	MONOMER0-282	reversible	
FEIST_5DGLCNtex_1	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Metabolism		5dglcn[e] <==> 5dglcn[p]	G6700-MONOMER	reversible	
FEIST_5DGLCNtex_2	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Metabolism		5dglcn[e] <==> 5dglcn[p]	EG10671-MONOMER	reversible	
FEIST_5DGLCNtex_3	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	Metabolism		5dglcn[e] <==> 5dglcn[p]	EG10670-MONOMER	reversible	
FEIST_5DOAN	5'-deoxyadenosine nuclosidase	Metabolism		[c] : dad-5 + h2o --> 5drib + ade	EG11090-MONOMER	forward only	
FEIST_A5PISO_0	arabinose-5-phosphate isomerase	Metabolism	5.3.1.13	[c] : ru5p-D <==> ara5p	EG10973-MONOMER	reversible	
FEIST_A5PISO_1	arabinose-5-phosphate isomerase	Metabolism	5.3.1.13	[c] : ru5p-D <==> ara5p	G7662-MONOMER	reversible	
FEIST_AACPS1	acyl-[acyl-carrier-protein] synthetase (n-C14:0)	Metabolism	6.2.1.20	[c] : ACP + atp + ttdca --> amp + myrsACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS2	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	Metabolism	6.2.1.20	[c] : ACP + atp + ttdcea --> amp + ppi + tdeACP	AAS-MONOMER	forward only	
FEIST_AACPS3	acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	Metabolism	6.2.1.20	[c] : ACP + atp + hdca --> amp + palmACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS4	acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	Metabolism	6.2.1.20	[c] : ACP + atp + hdcea --> amp + hdeACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS5	acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	Metabolism	6.2.1.20	[c] : ACP + atp + ocdcea --> amp + octeACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS6	acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	Metabolism	6.2.1.20	[c] : ACP + atp + ocdca --> amp + ocdcaACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS7	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	Metabolism	6.2.1.20	[c] : ACP + atp + ddca --> amp + ddcaACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS8	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	Metabolism	6.2.1.20	[c] : ACP + atp + dca --> amp + dcaACP + ppi	AAS-MONOMER	forward only	
FEIST_AACPS9	acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	Metabolism	6.2.1.20	[c] : ACP + atp + octa --> amp + ocACP + ppi	AAS-MONOMER	forward only	
FEIST_AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	Metabolism		[c] : aact + h2o + o2 --> h2o2 + mthgxl + nh4		forward only	
FEIST_AADDGT	dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	Metabolism		[c] : dtdp4aaddg + unagamu --> dtdp + h + unagamuf	G7800-MONOMER	forward only	
FEIST_AAMYL	alpha-amylase	Metabolism		[c] : 14glucan --> malthx	ALPHA-AMYL-CYTO-MONOMER	forward only	
FEIST_AAMYLpp	alpha-amylase (periplasm)	Metabolism		[p] : 14glucan --> malthx	ALPHA-AMYL-PERI-MONOMER	forward only	
FEIST_AB6PGH	Arbutin 6-phosphate glucohydrolase	Metabolism	3.2.1.86	[c] : arbt6p + h2o --> g6p + hqn	G495-MONOMER	forward only	
FEIST_ABTA_0	4-aminobutyrate transaminase	Metabolism	2.6.1.19	[c] : 4abut + akg --> glu-L + sucsal	GABATRANSAM-MONOMER	forward only	
FEIST_ABTA_1	4-aminobutyrate transaminase	Metabolism	2.6.1.19	[c] : 4abut + akg --> glu-L + sucsal	G6646-MONOMER	forward only	
FEIST_ABUTD	Aminobutyraldehyde dehydrogenase	Metabolism	1.2.1.19	[c] : 4abutn + h2o + nad --> 4abut + (2) h + nadh	G6755-MONOMER	forward only	
FEIST_ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	Metabolism		4abut[p] + h[p] --> 4abut[c] + h[c]	GABP-MONOMER	forward only	
FEIST_ABUTtex_0	4-aminobutyrate transport via diffusion (extracellular to periplasm)	Metabolism		4abut[e] <==> 4abut[p]	MONOMER0-282	reversible	
FEIST_ABUTtex_1	4-aminobutyrate transport via diffusion (extracellular to periplasm)	Metabolism		4abut[e] <==> 4abut[p]	EG10671-MONOMER	reversible	
FEIST_ABUTtex_2	4-aminobutyrate transport via diffusion (extracellular to periplasm)	Metabolism		4abut[e] <==> 4abut[p]	G6700-MONOMER	reversible	
FEIST_ABUTtex_3	4-aminobutyrate transport via diffusion (extracellular to periplasm)	Metabolism		4abut[e] <==> 4abut[p]	EG10670-MONOMER	reversible	
FEIST_ACACCT	acetyl-CoA:acetoacetyl-CoA transferase	Metabolism		[c] : acac + accoa --> aacoa + ac	ACETOACETYL-COA-TRANSFER-CPLX	forward only	
FEIST_ACACT1r	acetyl-CoA C-acetyltransferase	Metabolism	2.3.1.9	[c] : (2) accoa <==> aacoa + coa	ACETYL-COA-ACETYLTRANSFER-MONOMER	reversible	
FEIST_ACACt2pp	acetoacetate transport via proton symport  (periplasm)	Metabolism		acac[p] + h[p] <==> acac[c] + h[c]	EG11671-MONOMER	reversible	
FEIST_ACACtex_0	acetoacetate transport via diffusion (extracellular to periplasm)	Metabolism		acac[e] <==> acac[p]	MONOMER0-282	reversible	
FEIST_ACACtex_1	acetoacetate transport via diffusion (extracellular to periplasm)	Metabolism		acac[e] <==> acac[p]	EG10671-MONOMER	reversible	
FEIST_ACACtex_2	acetoacetate transport via diffusion (extracellular to periplasm)	Metabolism		acac[e] <==> acac[p]	G6700-MONOMER	reversible	
FEIST_ACACtex_3	acetoacetate transport via diffusion (extracellular to periplasm)	Metabolism		acac[e] <==> acac[p]	EG10670-MONOMER	reversible	
FEIST_ACALD_0	acetaldehyde dehydrogenase (acetylating)	Metabolism	1.2.1.10	[c] : acald + coa + nad <==> accoa + h + nadh	ADHE-MONOMER	reversible	
FEIST_ACALD_1	acetaldehyde dehydrogenase (acetylating)	Metabolism	1.2.1.10	[c] : acald + coa + nad <==> accoa + h + nadh	MHPF-MONOMER	reversible	
FEIST_ACALDtex_0	acetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		acald[e] <==> acald[p]	MONOMER0-282	reversible	
FEIST_ACALDtex_1	acetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		acald[e] <==> acald[p]	EG10671-MONOMER	reversible	
FEIST_ACALDtex_2	acetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		acald[e] <==> acald[p]	G6700-MONOMER	reversible	
FEIST_ACALDtex_3	acetaldehyde transport via diffusion (extracellular to periplasm)	Metabolism		acald[e] <==> acald[p]	EG10670-MONOMER	reversible	
FEIST_ACALDtpp	acetaldehyde reversible transport (periplasm)	Metabolism		acald[p] <==> acald[c]		reversible	
FEIST_ACANTHAT	acetyl-CoA:anthranilate acetyltransferase	Metabolism	2.3.1.118	[c] : accoa + anth --> acanth + coa	G6770-MONOMER	forward only	
FEIST_ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	Metabolism		[c] : adocbip + gtp + h --> agdpcbi + ppi	COBU-MONOMER	forward only	
FEIST_ACCOAC	acetyl-CoA carboxylase	Metabolism	6.4.1.2	[c] : accoa + atp + hco3 --> adp + h + malcoa + pi	['ACETYL-COA-CARBOXYLMULTI-CPLX']	forward only	
FEIST_ACCOAL	acetate-CoA ligase (ADP-forming)	Metabolism	6.2.1.13	[c] : atp + coa + ppa --> adp + pi + ppcoa	G6200-MONOMER	forward only	
FEIST_ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)	Metabolism	3.1.3.10	[p] : acgal1p + h2o --> acgal + pi		forward only	
FEIST_ACGAL1Ptex_0	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgal1p[e] <==> acgal1p[p]	MONOMER0-282	reversible	
FEIST_ACGAL1Ptex_1	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgal1p[e] <==> acgal1p[p]	EG10671-MONOMER	reversible	
FEIST_ACGAL1Ptex_2	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgal1p[e] <==> acgal1p[p]	G6700-MONOMER	reversible	
FEIST_ACGAL1Ptex_3	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgal1p[e] <==> acgal1p[p]	EG10670-MONOMER	reversible	
FEIST_ACGALtex_0	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgal[e] <==> acgal[p]	MONOMER0-282	reversible	
FEIST_ACGALtex_1	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgal[e] <==> acgal[p]	EG10671-MONOMER	reversible	
FEIST_ACGALtex_2	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgal[e] <==> acgal[p]	G6700-MONOMER	reversible	
FEIST_ACGALtex_3	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgal[e] <==> acgal[p]	EG10670-MONOMER	reversible	
FEIST_ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)	Metabolism	3.1.3.10	[p] : acgam1p + h2o --> acgam + pi		forward only	
FEIST_ACGAM1Ptex_0	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgam1p[e] <==> acgam1p[p]	MONOMER0-282	reversible	
FEIST_ACGAM1Ptex_1	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgam1p[e] <==> acgam1p[p]	EG10671-MONOMER	reversible	
FEIST_ACGAM1Ptex_2	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgam1p[e] <==> acgam1p[p]	G6700-MONOMER	reversible	
FEIST_ACGAM1Ptex_3	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		acgam1p[e] <==> acgam1p[p]	EG10670-MONOMER	reversible	
FEIST_ACGAMK	N-acetylglucosamine kinase	Metabolism	2.7.1.59	[c] : acgam + atp --> acgam6p + adp + h	G6576-MONOMER	forward only	
FEIST_ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	Metabolism		[c] : uacgam + udcpp --> ump + unaga	GLCNACPTRANS-MONOMER	forward only	
FEIST_ACGAptspp_0	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	Metabolism		acgam[p] + pep[c] --> acgam6p[c] + pyr[c]	['CPLX-167']	forward only	
FEIST_ACGAptspp_1	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	Metabolism		acgam[p] + pep[c] --> acgam6p[c] + pyr[c]	['CPLX-157', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_ACGAtex_0	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgam[e] <==> acgam[p]	MONOMER0-282	reversible	
FEIST_ACGAtex_1	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgam[e] <==> acgam[p]	EG10671-MONOMER	reversible	
FEIST_ACGAtex_2	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgam[e] <==> acgam[p]	G6700-MONOMER	reversible	
FEIST_ACGAtex_3	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	Metabolism		acgam[e] <==> acgam[p]	EG10670-MONOMER	reversible	
FEIST_ACGK	acetylglutamate kinase	Metabolism	2.7.2.8	[c] : acglu + atp --> acg5p + adp	ACETYLGLUTKIN-MONOMER	forward only	
FEIST_ACGS	N-acetylglutamate synthase	Metabolism	2.3.1.1	[c] : accoa + glu-L --> acglu + coa + h	N-ACETYLTRANSFER-MONOMER	forward only	
FEIST_ACHBS_0	2-aceto-2-hydroxybutanoate synthase	Metabolism		[c] : 2obut + h + pyr --> 2ahbut + co2	ACETOLACTSYNI-CPLX	forward only	
FEIST_ACHBS_1	2-aceto-2-hydroxybutanoate synthase	Metabolism		[c] : 2obut + h + pyr --> 2ahbut + co2	ACETOLACTSYNIII-CPLX	forward only	
FEIST_ACKr_0	acetate kinase	Metabolism	2.7.2.1	[c] : ac + atp <==> actp + adp	PROPKIN-MONOMER	reversible	
FEIST_ACKr_1	acetate kinase	Metabolism	2.7.2.1	[c] : ac + atp <==> actp + adp	ACETATEKINA-MONOMER	reversible	
FEIST_ACKr_2	acetate kinase	Metabolism	2.7.2.1	[c] : ac + atp <==> actp + adp	GARTRANSFORMYL2-MONOMER	reversible	
FEIST_ACLS_0	acetolactate synthase	Metabolism	4.1.3.18	[c] : h + (2) pyr --> alac-S + co2	ACETOLACTSYNIII-CPLX	forward only	
FEIST_ACLS_1	acetolactate synthase	Metabolism	4.1.3.18	[c] : h + (2) pyr --> alac-S + co2	ACETOLACTSYNI-CPLX	forward only	
FEIST_ACM6PH	N-acetylmuramate 6-phosphate hydrolase	Metabolism		[c] : acmum6p + h2o --> acgam6p + lac-D		forward only	
FEIST_ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	Metabolism		[c] : uacmamu + unaga --> h + udp + unagamu	UDPMANACATRANS-MONOMER	forward only	
FEIST_ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)	Metabolism		acmana[p] + pep[c] --> acmanap[c] + pyr[c]	['CPLX-165', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_ACMANAtex_0	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	Metabolism		acmana[e] <==> acmana[p]	MONOMER0-282	reversible	
FEIST_ACMANAtex_1	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	Metabolism		acmana[e] <==> acmana[p]	EG10671-MONOMER	reversible	
FEIST_ACMANAtex_2	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	Metabolism		acmana[e] <==> acmana[p]	G6700-MONOMER	reversible	
FEIST_ACMANAtex_3	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	Metabolism		acmana[e] <==> acmana[p]	EG10670-MONOMER	reversible	
FEIST_ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	Metabolism		acmum[p] + pep[c] --> acmum6p[c] + pyr[c]	['CPLX0-7', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_ACMUMtex_0	N-acetylmuramate transport via diffusion (extracellular to periplasm)	Metabolism		acmum[e] --> acmum[p]	MONOMER0-282	forward only	
FEIST_ACMUMtex_1	N-acetylmuramate transport via diffusion (extracellular to periplasm)	Metabolism		acmum[e] --> acmum[p]	EG10671-MONOMER	forward only	
FEIST_ACMUMtex_2	N-acetylmuramate transport via diffusion (extracellular to periplasm)	Metabolism		acmum[e] --> acmum[p]	G6700-MONOMER	forward only	
FEIST_ACMUMtex_3	N-acetylmuramate transport via diffusion (extracellular to periplasm)	Metabolism		acmum[e] --> acmum[p]	EG10670-MONOMER	forward only	
FEIST_ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	Metabolism		acnam[p] + h[p] --> acnam[c] + h[c]	NANT-MONOMER	forward only	
FEIST_ACNAMtex_0	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	Metabolism		acnam[e] <==> acnam[p]	G7921-MONOMER	reversible	
FEIST_ACNAMtex_1	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	Metabolism		acnam[e] <==> acnam[p]	EG10671-MONOMER	reversible	
FEIST_ACNAMtex_2	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	Metabolism		acnam[e] <==> acnam[p]	EG10670-MONOMER	reversible	
FEIST_ACNML	N-Acetylneuraminate lyase	Metabolism	4.1.3.3	[c] : acnam --> acmana + pyr	ACNEULY-MONOMER	forward only	
FEIST_ACOAD1f	acyl-CoA dehydrogenase (butanoyl-CoA)	Metabolism	1.3.99.2	[c] : btcoa + fad <==> b2coa + fadh2	ACYLCOADEHYDROG-MONOMER	reversible	
FEIST_ACOAD2f	acyl-CoA dehydrogenase (hexanoyl-CoA)	Metabolism	1.3.99.3	[c] : fad + hxcoa <==> fadh2 + hx2coa	ACYLCOADEHYDROG-MONOMER	reversible	
FEIST_ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	Metabolism	1.3.99.3	[c] : fad + occoa <==> fadh2 + oc2coa	ACYLCOADEHYDROG-MONOMER	reversible	
