Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
205	GSM157448	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		luc	U	r1	1	0	0	0	1	0
206	GSM157449	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		luc	U	r2	1	0	0	0	1	0
207	GSM157450	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		luc	U	r3	1	0	0	0	1	0
208	GSM157451	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		zipA	U	r1	1	0	1	0	1	0
209	GSM157452	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		zipA	U	r2	1	0	1	0	1	0
210	GSM157453	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		zipA	U	r3	1	0	1	0	1	0
211	GSM157454	GSE6836	J. Faith	20070122	MG1655	LB				luc	U	r1	1	0	0	0	1	0
212	GSM157455	GSE6836	J. Faith	20070122	MG1655	LB				luc	U	r2	1	0	0	0	1	0
213	GSM157456	GSE6836	J. Faith	20070122	MG1655	LB				luc	U	r3	1	0	0	0	1	0
214	GSM157457	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		b2618	U	r1	1	0	1	0	1	0
215	GSM157458	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		b2618	U	r2	1	0	1	0	1	0
216	GSM157459	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		b2618	U	r3	1	0	1	0	1	0
217	GSM157460	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		bcp	U	r1	1	0	1	0	1	0
218	GSM157461	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		bcp	U	r2	1	0	1	0	1	0
219	GSM157462	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		bcp	U	r3	1	0	1	0	1	0
220	GSM157463	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cpxR	U	r1	1	0	1	0	1	0
221	GSM157464	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cpxR	U	r2	1	0	1	0	1	0
222	GSM157465	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cpxR	U	r3	1	0	1	0	1	0
223	GSM157466	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crcB	U	r1	1	0	1	0	1	0
224	GSM157467	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crcB	U	r2	1	0	1	0	1	0
225	GSM157468	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crcB	U	r3	1	0	1	0	1	0
226	GSM157469	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crp	U	r1	1	0	1	0	1	0
227	GSM157470	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crp	U	r2	1	0	1	0	1	0
228	GSM157471	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		crp	U	r3	1	0	1	0	1	0
229	GSM157472	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cspF	U	r1	1	0	1	0	1	0
230	GSM157473	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cspF	U	r2	1	0	1	0	1	0
231	GSM157474	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		cspF	U	r3	1	0	1	0	1	0
232	GSM157475	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dam	U	r1	1	0	1	0	1	0
233	GSM157476	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dam	U	r2	1	0	1	0	1	0
234	GSM157477	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dam	U	r3	1	0	1	0	1	0
235	GSM157478	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaA	U	r1	1	0	1	0	1	0
236	GSM157479	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaA	U	r2	1	0	1	0	1	0
237	GSM157480	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaA	U	r3	1	0	1	0	1	0
238	GSM157481	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaN	U	r1	1	0	1	0	1	0
239	GSM157482	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaN	U	r2	1	0	1	0	1	0
240	GSM157483	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaN	U	r3	1	0	1	0	1	0
241	GSM157484	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaT	U	r1	1	0	1	0	1	0
242	GSM157485	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaT	U	r2	1	0	1	0	1	0
243	GSM157486	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		dnaT	U	r3	1	0	1	0	1	0
244	GSM157487	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		emrR	U	r1	1	0	1	0	1	0
245	GSM157488	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		emrR	U	r3	1	0	1	0	1	0
246	GSM157489	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		era	U	r1	1	0	1	0	1	0
247	GSM157490	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		era	U	r2	1	0	1	0	1	0
248	GSM157491	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		era	U	r3	1	0	1	0	1	0
249	GSM157492	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fis	U	r1	1	0	1	0	1	0
250	GSM157493	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fis	U	r2	1	0	1	0	1	0
251	GSM157494	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fis	U	r3	1	0	1	0	1	0
252	GSM157495	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fklB	U	r1	1	0	1	0	1	0
253	GSM157496	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fklB	U	r2	1	0	1	0	1	0
254	GSM157497	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		fklB	U	r3	1	0	1	0	1	0
255	GSM157498	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		folA	U	r1	1	0	1	0	1	0
256	GSM157499	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		folA	U	r2	1	0	1	0	1	0
257	GSM157500	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		folA	U	r3	1	0	1	0	1	0
258	GSM157501	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		galF	U	r1	1	0	1	0	1	0
259	GSM157502	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		galF	U	r2	1	0	1	0	1	0
260	GSM157503	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		galF	U	r3	1	0	1	0	1	0
261	GSM157504	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gcvR	U	r1	1	0	1	0	1	0
262	GSM157505	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gcvR	U	r2	1	0	1	0	1	0
263	GSM157506	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gcvR	U	r3	1	0	1	0	1	0
264	GSM157507	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrA	U	r1	1	0	1	0	1	0
265	GSM157508	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrA	U	r2	1	0	1	0	1	0
266	GSM157509	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrA	U	r3	1	0	1	0	1	0
267	GSM157510	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrI	U	r1	1	0	1	0	1	0
268	GSM157511	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrI	U	r2	1	0	1	0	1	0
269	GSM157512	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		gyrI	U	r3	1	0	1	0	1	0
270	GSM157513	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hlpA	U	r1	1	0	1	0	1	0
271	GSM157514	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hlpA	U	r2	1	0	1	0	1	0
272	GSM157515	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hlpA	U	r3	1	0	1	0	1	0
273	GSM157516	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		holD	U	r1	1	0	1	0	1	0
274	GSM157517	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		holD	U	r2	1	0	1	0	1	0
275	GSM157518	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		holD	U	r3	1	0	1	0	1	0
276	GSM157519	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hscA	U	r1	1	0	1	0	1	0
277	GSM157520	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hscA	U	r2	1	0	1	0	1	0
278	GSM157521	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		hscA	U	r3	1	0	1	0	1	0
279	GSM157522	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		IHF	U	r1	1	0	0	0	1	0
280	GSM157523	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		IHF	U	r3	1	0	0	0	1	0
281	GSM157524	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ldrA	U	r1	1	0	0	0	1	0
282	GSM157525	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ldrA	U	r2	1	0	0	0	1	0
283	GSM157526	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ldrA	U	r3	1	0	0	0	1	0
284	GSM157527	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrB	U	r1	1	0	1	0	1	0
285	GSM157528	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrB	U	r2	1	0	1	0	1	0
286	GSM157529	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrB	U	r3	1	0	1	0	1	0
287	GSM157530	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrC	U	r1	1	0	1	0	1	0
288	GSM157531	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrC	U	r2	1	0	1	0	1	0
289	GSM157532	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		mcrC	U	r3	1	0	1	0	1	0
290	GSM157533	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menB	U	r1	1	0	1	0	1	0
291	GSM157534	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menB	U	r2	1	0	1	0	1	0
292	GSM157535	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menB	U	r3	1	0	1	0	1	0
293	GSM157536	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menC	U	r1	1	0	1	0	1	0
294	GSM157537	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menC	U	r2	1	0	1	0	1	0
295	GSM157538	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		menC	U	r3	1	0	1	0	1	0
296	GSM157539	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minD	U	r1	1	0	1	0	1	0
297	GSM157540	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minD	U	r2	1	0	1	0	1	0
298	GSM157541	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minD	U	r3	1	0	1	0	1	0
299	GSM157542	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minE	U	r1	1	0	1	0	1	0
300	GSM157543	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minE	U	r2	1	0	1	0	1	0
301	GSM157544	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		minE	U	r3	1	0	1	0	1	0
302	GSM157545	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		murI	U	r1	1	0	1	0	1	0
303	GSM157546	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		murI	U	r2	1	0	1	0	1	0
304	GSM157547	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		murI	U	r3	1	0	1	0	1	0
305	GSM157548	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		yoeB	U	r1	1	0	0	0	1	0
306	GSM157549	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		yoeB	U	r2	1	0	0	0	1	0
307	GSM157550	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		yoeB	U	r3	1	0	0	0	1	0
308	GSM157551	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nrdA	U	r1	1	0	1	0	1	0
309	GSM157552	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nrdA	U	r2	1	0	1	0	1	0
310	GSM157553	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nrdA	U	r3	1	0	1	0	1	0
311	GSM157554	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nrdB	U	r1	1	0	1	0	1	0
312	GSM157555	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nrdB	U	r3	1	0	1	0	1	0
313	GSM157556	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nupC	U	r1	1	0	1	0	1	0
314	GSM157557	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nupC	U	r2	1	0	1	0	1	0
315	GSM157558	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		nupC	U	r3	1	0	1	0	1	0
316	GSM157559	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		pyrC	U	r1	1	0	1	0	1	0
317	GSM157560	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		pyrC	U	r2	1	0	1	0	1	0
318	GSM157561	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		pyrC	U	r3	1	0	1	0	1	0
319	GSM157562	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rimI	U	r1	1	0	1	0	1	0
320	GSM157563	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rimI	U	r2	1	0	1	0	1	0
321	GSM157564	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rimI	U	r3	1	0	1	0	1	0
322	GSM157565	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rstB	U	r1	1	0	1	0	1	0
323	GSM157566	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rstB	U	r2	1	0	1	0	1	0
324	GSM157567	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		rstB	U	r3	1	0	1	0	1	0
325	GSM157568	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ruvC	U	r1	1	0	1	0	1	0
326	GSM157569	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ruvC	U	r2	1	0	1	0	1	0
327	GSM157570	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		ruvC	U	r3	1	0	1	0	1	0
328	GSM157571	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		sbcB	U	r1	1	0	1	0	1	0
329	GSM157572	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		sbcB	U	r2	1	0	1	0	1	0
330	GSM157573	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		sbcB	U	r3	1	0	1	0	1	0
331	GSM157574	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		uspA	U	r1	1	0	1	0	1	0
332	GSM157575	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		uspA	U	r2	1	0	1	0	1	0
333	GSM157576	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		uspA	U	r3	1	0	1	0	1	0
334	GSM157577	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r1	0	0	0	1	1	0
335	GSM157578	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r2	0	0	0	1	1	0
336	GSM157579	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r1	0	0	0	1	1	0
337	GSM157580	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r2	0	0	0	1	1	0
338	GSM157581	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r1	0	0	0	1	1	0
339	GSM157582	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r2	0	0	0	1	1	0
340	GSM157583	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r1	0	0	0	1	1	0
341	GSM157584	GSE6836	J. Faith	20070122	MG1655	LB	0.075ug/mL	nor		WT		r2	0	0	0	1	1	0
342	GSM157585	GSE6836	J. Faith	20070122	MG1655	LB				recA	D	r1	1	0	1	0	1	0
343	GSM157586	GSE6836	J. Faith	20070122	MG1655	LB				recA	D	r2	1	0	1	0	1	0
344	GSM157587	GSE6836	J. Faith	20070122	MG1655	LB	0.05ug/mL	nor		recA	D	r1	1	0	1	0	1	0
345	GSM157588	GSE6836	J. Faith	20070122	MG1655	LB	0.05ug/mL	nor		recA	D	r2	1	0	1	0	1	0
346	GSM157589	GSE6836	J. Faith	20070122	MG1655	LB	1ug/mL	nor		recA	D	r1	1	0	1	0	1	0
347	GSM157590	GSE6836	J. Faith	20070122	MG1655	LB	1ug/mL	nor		recA	D	r2	1	0	1	0	1	0
348	GSM157591	GSE6836	J. Faith	20070122	MG1655	LB	1ug/mL	nor		WT		r1	0	0	0	1	1	0
349	GSM157592	GSE6836	J. Faith	20070122	MG1655	LB	1ug/mL	nor		WT		r2	0	0	0	1	1	0
350	GSM157593	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor		luc2	U	r1	1	0	0	0	1	0
351	GSM157594	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor		luc2	U	r2	1	0	0	0	1	0
352	GSM157595	GSE6836	J. Faith	20070122	MG1655	LB				luc2	U	r1	1	0	0	0	1	0
353	GSM157596	GSE6836	J. Faith	20070122	MG1655	LB				luc2	U	r2	1	0	0	0	1	0
354	GSM157597	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	0	WT		r1	0	0	0	1	1	0
355	GSM157598	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	0	WT		r2	0	0	0	1	1	0
356	GSM157599	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	0	WT		r3	0	0	0	1	1	0
357	GSM157600	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	12	WT		r1	0	0	0	0	1	0
358	GSM157601	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	12	WT		r2	0	0	0	0	1	0
359	GSM157602	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	12	WT		r3	0	0	0	0	1	0
360	GSM157603	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	24	WT		r1	0	0	0	0	1	0
361	GSM157604	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	24	WT		r2	0	0	0	0	1	0
362	GSM157605	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	24	WT		r3	0	0	0	0	1	0
363	GSM157606	GSE6836	J. Faith	20070122	MG1655	LB			24	WT		r1	0	0	0	0	1	0
364	GSM157607	GSE6836	J. Faith	20070122	MG1655	LB			24	WT		r2	0	0	0	0	1	0
365	GSM157608	GSE6836	J. Faith	20070122	MG1655	LB			24	WT		r3	0	0	0	0	1	0
366	GSM157609	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	36	WT		r1	0	0	0	0	1	0
367	GSM157610	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	36	WT		r2	0	0	0	0	1	0
368	GSM157611	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	36	WT		r3	0	0	0	0	1	0
369	GSM157612	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	48	WT		r1	0	0	0	0	1	0
370	GSM157613	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	48	WT		r2	0	0	0	0	1	0
371	GSM157614	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	48	WT		r3	0	0	0	0	1	0
372	GSM157615	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	60	WT		r1	0	0	0	0	1	0
373	GSM157616	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	60	WT		r2	0	0	0	0	1	0
374	GSM157617	GSE6836	J. Faith	20070122	MG1655	LB	0.025ug/mL	nor	60	WT		r3	0	0	0	0	1	0
375	GSM157618	GSE6836	J. Faith	20070122	MG1655	LB			60	WT		r1	0	0	0	0	1	0
376	GSM157619	GSE6836	J. Faith	20070122	MG1655	LB			60	WT		r2	0	0	0	0	1	0
377	GSM157620	GSE6836	J. Faith	20070122	MG1655	LB			60	WT		r3	0	0	0	0	1	0
378	GSM157621	GSE6836	J. Faith	20070122	MG1655	LB			0	ccdB	U	r1	1	0	0	0	1	0
379	GSM157622	GSE6836	J. Faith	20070122	MG1655	LB			30	ccdB	U	r1	1	0	0	0	1	0
380	GSM157623	GSE6836	J. Faith	20070122	MG1655	LB			60	ccdB	U	r1	1	0	0	0	1	0
381	GSM157624	GSE6836	J. Faith	20070122	MG1655	LB			90	ccdB	U	r1	1	0	0	0	1	0
382	GSM157625	GSE6836	J. Faith	20070122	MG1655	LB			120	ccdB	U	r1	1	0	0	0	1	0
383	GSM157626	GSE6836	J. Faith	20070122	MG1655	LB			0	lacZ	U	r1	1	0	1	0	1	0
384	GSM157627	GSE6836	J. Faith	20070122	MG1655	LB			30	lacZ	U	r1	1	0	1	0	1	0
385	GSM157628	GSE6836	J. Faith	20070122	MG1655	LB			60	lacZ	U	r1	1	0	1	0	1	0
386	GSM157629	GSE6836	J. Faith	20070122	MG1655	LB			90	lacZ	U	r1	1	0	1	0	1	0
387	GSM157630	GSE6836	J. Faith	20070122	MG1655	LB			120	lacZ	U	r1	1	0	1	0	1	0
388	GSM157631	GSE6836	J. Faith	20070122	MG1063	LB			0	lacZ	U	r1	1	0	1	0	1	0
389	GSM157632	GSE6836	J. Faith	20070122	MG1063	LB			0	lacZ	U	r2	1	0	1	0	1	0
390	GSM157633	GSE6836	J. Faith	20070122	MG1063	LB			30	lacZ	U	r1	1	0	1	0	1	0
391	GSM157634	GSE6836	J. Faith	20070122	MG1063	LB			30	lacZ	U	r2	1	0	1	0	1	0
392	GSM157635	GSE6836	J. Faith	20070122	MG1063	LB			60	lacZ	U	r1	1	0	1	0	1	0
393	GSM157636	GSE6836	J. Faith	20070122	MG1063	LB			60	lacZ	U	r2	1	0	1	0	1	0
394	GSM157637	GSE6836	J. Faith	20070122	MG1063	LB			90	lacZ	U	r1	1	0	1	0	1	0
395	GSM157638	GSE6836	J. Faith	20070122	MG1063	LB			90	lacZ	U	r2	1	0	1	0	1	0
396	GSM157639	GSE6836	J. Faith	20070122	MG1063	LB			0	ccdB	U	r1	1	0	0	0	1	0
397	GSM157640	GSE6836	J. Faith	20070122	MG1063	LB			0	ccdB	U	r2	1	0	0	0	1	0
398	GSM157641	GSE6836	J. Faith	20070122	MG1063	LB			30	ccdB	U	r1	1	0	0	0	1	0
399	GSM157642	GSE6836	J. Faith	20070122	MG1063	LB			30	ccdB	U	r2	1	0	0	0	1	0
400	GSM157643	GSE6836	J. Faith	20070122	MG1063	LB			60	ccdB	U	r1	1	0	0	0	1	0
401	GSM157644	GSE6836	J. Faith	20070122	MG1063	LB			60	ccdB	U	r2	1	0	0	0	1	0
402	GSM157645	GSE6836	J. Faith	20070122	MG1063	LB			90	ccdB	U	r1	1	0	0	0	1	0
403	GSM157646	GSE6836	J. Faith	20070122	MG1063	LB			90	ccdB	U	r2	1	0	0	0	1	0
404	GSM157647	GSE6836	J. Faith	20070122	W1863	LB			0	lacZ	U	r1	1	0	1	0	1	0
405	GSM157648	GSE6836	J. Faith	20070122	W1863	LB			30	lacZ	U	r1	1	0	1	0	1	0
406	GSM157649	GSE6836	J. Faith	20070122	W1863	LB			60	lacZ	U	r1	1	0	1	0	1	0
407	GSM157650	GSE6836	J. Faith	20070122	W1863	LB			90	lacZ	U	r1	1	0	1	0	1	0
408	GSM157651	GSE6836	J. Faith	20070122	W1863	LB			0	ccdB	U	r1	1	0	0	0	1	0
409	GSM157652	GSE6836	J. Faith	20070122	W1863	LB			30	ccdB	U	r1	1	0	0	0	1	0
410	GSM157653	GSE6836	J. Faith	20070122	W1863	LB			60	ccdB	U	r1	1	0	0	0	1	0
411	GSM157654	GSE6836	J. Faith	20070122	W1863	LB			90	ccdB	U	r1	1	0	0	0	1	0
412	GSM157655	GSE6836	J. Faith	20070122	MG1063	LB			120	lacZ	U	r1	1	0	1	0	1	0
413	GSM157656	GSE6836	J. Faith	20070122	MG1063	LB			120	ccdB	U	r1	1	0	0	0	1	0
414	GSM157657	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	150	WT		r1	0	0	0	0	1	0
415	GSM157658	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	180	WT		r1	0	0	0	0	1	0
416	GSM157659	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	210	WT		r1	0	0	0	0	1	0
417	GSM157660	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	240	WT		r1	0	0	0	0	1	0
418	GSM157661	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	270	WT		r1	0	0	0	0	1	0
419	GSM157662	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	300	WT		r1	0	0	0	0	1	0
420	GSM157663	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	330	WT		r1	0	0	0	0	1	0
421	GSM157664	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	360	WT		r1	0	0	0	0	1	0
422	GSM157665	GSE6836	J. Faith	20070122	EMG2	LB	2g/L	glu	480	WT		r1	0	0	0	0	1	0
423	GSM157666	GSE6836	J. Faith	20070122	EMG2	LB	4g/L	glu	150	WT		r1	-1	1	0	0	1	0
424	GSM157667	GSE6836	J. Faith	20070122	EMG2	LB	4g/L	glu	180	WT		r1	-1	1	0	0	1	0
425	GSM157668	GSE6836	J. Faith	20070122	EMG2	LB	4g/L	glu	210	WT		r1	-1	1	0	0	1	0
426	GSM157669	GSE6836	J. Faith	20070122	EMG2	LB	4g/L	glu	240	WT		r1	-1	1	0	0	1	0
