EG10001	4263805..4264884
G6701	(complement(1438808..1435284))
G6702	(complement(1439767..1439345))
G6703	1441075..1443714
G6704	1443711..1443896
G6705	1443904..1444230
G6706	(complement(1445307..1444402))
G6708	(complement(1451666..1449621))
G6709	1451951..1452880
G6710	1452892..1453179
G6711	1453188..1453934
G6712	1453949..1454446
G6713	1454454..1455524
G6714	1455521..1456288
G6715	1456288..1457076
G6716	1457078..1458505
G6717	1458495..1458917
G6718	1458917..1460122
G6719	1460149..1461462
G6720	1461563..1462513
G6721	1462495..1463085
G6722	1463416..1465974
G6724	(complement(1467218..1466808))
G6725	1467382..1468533
G6727	1475645..1476250
G6728	1476250..1477146
G6729	1477162..1478919
G6730	1478933..1480225
G6731	(complement(1480884..1480279))
G6732	1481142..1484987
G6736	(complement(1490153..1489986))
G6737	(complement(1493095..1492172))
G6738	1493312..1494655
G6741	(complement(1498473..1497493))
G6742	1500481..1501149
G6743	1501681..1502889
G6744	(complement(1504104..1502929))
G6745	1504196..1504732
G6746	1504805..1506766
G6747	(complement(1507088..1506858))
G6749	1507511..1507948
G6750	1508027..1509433
G6751	1509678..1510823
G6752	1510841..1511854
G6753	1511855..1512796
G6754	1512786..1513580
G6755	1513602..1515026
G6756	1515413..1515586
G6757	1515672..1515905
G6758	(complement(1516355..1515906))
G6759	(complement(1516870..1516352))
G6760	1517051..1518088
G6761	1518286..1518951
G6762	(complement(1521089..1518987))
G6763	1521331..1522392
G6764	(complement(1524004..1522505))
G6765	1524271..1524888
G6766	1524964..1525176
G6767	1528610..1529356
G6768	1529400..1529600
G6769	(complement(1531875..1531306))
G6770	1532048..1532893
G6771	(complement(1542743..1542408))
G6772	(complement(1543738..1542782))
G6773	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6773 yddL ""G6773-MONOMER"" (complement(1544052..1543762))"
G6774	(complement(1550784..1550422))
G6775	(complement(1551862..1550852))
G6776	(complement(1554304..1554089))
G6777	(complement(1556062..1555136))
G6778	(complement(1557041..1556055))
G6779	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6779 ddpC ""YDDQ-MONOMER"" (complement(1557934..1557038))"
G6780	(complement(1558953..1557931))
G6781	(complement(1560505..1558955))
G6782	(complement(1561100..1560519))
G6783	(complement(1563757..1561358))
G6784	(complement(1565164..1563782))
G6785	(complement(1566847..1565528))
G6786	(complement(1568513..1566978))
G6787	(complement(1578814..1577657))
G6788	(complement(1580548..1578866))
G6789	(complement(1581711..1580950))
G6790	(complement(1581983..1581786))
G6791	(complement(1584510..1582231))
G6792	(complement(1585758..1584844))
G6793	(complement(1586320..1585817))
G6794	(complement(1586863..1586333))
G6795	(complement(1588025..1586877))
G6796	(complement(1588560..1588381))
G6797	(complement(1592089..1590689))
G6798	(complement(1598233..1596641))
G6799	(complement(1599265..1598312))
G6800	1599514..1601049
G6801	1601043..1602071
G6802	1602071..1603063
G6803	1603075..1604097
G6804	1604124..1604999
G6805	1605023..1605313
G6806	1605370..1606128
G6807	(complement(1607046..1606132))
G6808	(complement(1609878..1608931))
G6809	(complement(1610349..1609990))
G6810	(complement(1611275..1610349))
G6811	(complement(1612727..1611339))
G6812	1612828..1613709
G6813	1613787..1614902
G6814	1626376..1627062
G6815	1627239..1627442
G6816	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6816 ydfI ""G6816-MONOMER"" (complement(1628937..1627477))"
G6817	(complement(1630309..1629026))
G6818	1631096..1631329
G6819	1631646..1632236
G6820	(complement(1632909..1632334))
G6821	(complement(1633871..1632909))
G6822	1635071..1635481
G6823	(complement(1635806..1635633))
G6824	(complement(1636133..1635978))
G6825	(complement(1636691..1636479))
G6826	(complement(1637551..1637054))
G6827	(complement(1638081..1637548))
G6828	(complement(1638389..1638078))
G6829	(complement(1638609..1638394))
G6830	(complement(1641265..1640513))
G6831	(complement(1642328..1641279))
G6832	1643921..1644226
G6833	1644429..1644761
G6834	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6834 ydfW ""G6834-MONOMER"" (complement(1645347..1645198))"
G6835	(complement(1645660..1645370))
G6836	1648905..1649561
G6837	1649536..1650732
G6838	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6838 rspB ""G6838-MONOMER"" (complement(1651939..1650920))"
G6839	(complement(1653165..1651951))
G6840	(complement(1653697..1653371))
G6841	1653832..1654173
G6842	1654208..1654768
G6843	(complement(1655481..1654771))
G6844	1655589..1655894
G6845	1656093..1658519
G6846	1658580..1661003
G6847	1661014..1661631
G6848	1661633..1662487
G6849	1662530..1663144
G6850	1663339..1664595
G6851	(complement(1665243..1664548))
G6852	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6852 mlc ""PD01896"" (complement(1666588..1665368))"
G6853	(complement(1667616..1666723))
G6854	1667723..1668976
G6855	1669400..1669708
G6856	1669984..1670805
G6857	(complement(1671173..1670844))
G6858	(complement(1671525..1671160))
G6859	1671937..1672971
G6860	1676451..1677395
G6861	1677581..1678963
G6862	1679000..1679722
G6863	(complement(1680054..1679719))
G6864	1680174..1680902
G6865	1687876..1689384
G6866	(complement(1690875..1689610))
G6867	(complement(1695076..1694486))
G6868	(complement(1702332..1701292))
G6869	1702973..1703188
G6870	1703274..1703714
G6871	1703791..1704372
G6872	1704372..1704950
G6873	1704943..1707165
G6874	1707166..1708224
G6875	1708228..1708848
G6876	1708852..1709547
G6877	1710793..1712295
G6878	1712401..1713006
G6879	(complement(1713913..1713050))
G6880	(complement(1717626..1716517))
G6881	1717900..1718367
G6882	(complement(1718848..1718414))
G6883	1719049..1719285
G6884	1719288..1720145
G6885	1720145..1722157
G6886	(complement(1722679..1722158))
G6887	(complement(1723656..1722760))
G6888	(complement(1723944..1723705))
G6889	1724047..1724646
G6890	1724683..1725780
G6891	1725861..1726268
G6892	1732459..1733274
G6893	(complement(1735314..1734145))
G6894	(complement(1744151..1742895))
G6895	1744724..1745029
G6896	1745155..1746759
G6897	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6897 ydhT ""G6897-MONOMER"" (complement(1747583..1746771))"
G6898	(complement(1748372..1747587))
G6899	(complement(1749088..1748369))
G6900	(complement(1749748..1749101))
G6901	(complement(1751854..1749752))
G6902	(complement(1752501..1751875))
G6903	(complement(1753165..1752956))
G6904	(complement(1756749..1755745))
G6905	(complement(1757314..1756898))
G6906	(complement(1758547..1757327))
G6907	(complement(1759815..1758544))
G6908	(complement(1760536..1759790))
G6909	(complement(1762033..1760546))
G6911	(complement(1763227..1762958))
G6912	(complement(1763656..1763246))
G6913	(complement(1766709..1763653))
G6914	1767098..1768210
G6915	1768639..1768995
G6916	1769095..1770309
G6917	1770536..1771801
G6918	1775220..1776371
G6919	(complement(1777325..1776414))
G6920	1777641..1778405
G6921	1778425..1779363
G6922	1779419..1780708
G6923	1780705..1780998
G6924	(complement(1789268..1787832))
G6925	(complement(1790044..1789331))
G6926	1801118..1801591
G6927	1801602..1803017
G6928	(complement(1804107..1803349))
G6929	1805424..1805714
G6930	1805820..1806680
G6931	(complement(1807257..1806721))
G6932	1807404..1808072
G6933	1808235..1808825
G6934	1808958..1810349
G6935	(complement(1811168..1810353))
G6936	(complement(1811687..1811445))
G6937	1821539..1822426
G6938	(complement(1822961..1822386))
G6939	(complement(1823649..1823164))
G6940	(complement(1824947..1823979))
G6941	(complement(1826283..1824940))
G6942	(complement(1827758..1826280))
G6943	(complement(1828789..1827755))
G6944	(complement(1830006..1828786))
G6945	1831425..1832135
G6946	1832140..1832817
G6947	1832832..1833539
G6948	1833539..1834087
G6949	1834097..1835263
G6950	1835281..1836771
G6951	1836771..1837424
G6952	1837491..1838798
G6953	(complement(1839427..1838807))
G6954	1839514..1839921
G6955	(complement(1840159..1839887))
G6956	(complement(1842895..1841855))
G6957	(complement(1852878..1852120))
G6958	(complement(1853995..1853015))
G6959	(complement(1854952..1854005))
G6960	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G6960 ydjI ""G6960-MONOMER"" (complement(1855793..1854957))"
G6961	(complement(1856857..1855814))
G6962	(complement(1858253..1856874))
G6963	(complement(1859356..1858280))
G6964	(complement(1859998..1859726))
G6966	1861874..1862758
G6967	(complement(1863660..1862806))
G6968	(complement(1864496..1863750))
G6969	1864932..1866866
G6970	1866979..1868262
G6971	1868409..1869884
G6972	1870065..1871555
G6973	1871598..1872101
G6974	(complement(1872206..1872102))
G6975	1872376..1872822
G6976	(complement(1873600..1872779))
G6977	1873697..1874878
G6978	1874933..1875280
G6979	(complement(1875556..1875302))
G6980	1875739..1876764
G6981	(complement(1877279..1877031))
G6982	(complement(1877609..1877427))
G6983	(complement(1877972..1877613))
G6984	(complement(1878783..1878145))
G6985	(complement(1879833..1878910))
G6986	1879936..1881021
G6987	1881212..1882657
G6988	1882689..1883813
G6989	1883869..1884834
G6990	(complement(1888556..1887975))
G6991	(complement(1889291..1888596))
G6992	(complement(1891259..1889349))
G6993	1891391..1891735
G6994	1892097..1892456
G6995	(complement(1892755..1892576))
G6996	1896451..1898049
G6997	(complement(1899609..1898053))
G6998	1902825..1903283
G6999	1903712..1904278
G7000	(complement(1905615..1905472))
G7001	(complement(1906572..1906285))
G7002	(complement(1906790..1906647))
G7003	(complement(1908123..1907332))
G7004	1908300..1909673
G7005	(complement(1914206..1913655))
G7006	1914282..1915565
G7007	1915534..1918167
G7008	1918247..1919686
G7009	1919804..1920040
G7010	1920145..1920336
G7011	(complement(1920993..1920337))
G7012	(complement(1921730..1921389))
G7013	(complement(1922615..1921743))
G7014	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7014 yobA ""G7014-MONOMER"" (complement(1922993..1922619))"
G7015	1923464..1924120
G7016	1924144..1924806
G7017	(complement(1940607..1939675))
G7018	1940686..1941441
G7019	1950290..1950685
G7020	1950726..1951469
G7021	1951466..1952437
G7022	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7022 torZ ""G7022-MONOMER"" (complement(1955031..1952602))"
G7023	(complement(1956156..1955056))
G7024	(complement(1956984..1956544))
G7025	(complement(1957870..1957304))
G7026	1959996..1960484
G7027	(complement(1960996..1960604))
G7028	(complement(1964215..1963067))
G7030	(complement(1977239..1976964))
G7031	1977777..1978205
G7033	1984949..1985452
G7035	1986246..1986569
G7036	(complement(1987514..1987275))
G7037	(complement(1996503..1995835))
G7038	(complement(1997504..1996518))
G7039	(complement(1998409..1997609))
G7040	2008624..2009103
G7041	(complement(2009563..2009372))
G7042	(complement(2009893..2009573))
G7043	(complement(2010375..2010025))
G7044	2010526..2010804
G7045	(complement(2022847..2022659))
G7046	2023010..2023237
G7047	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7047 dsrA ""DSRA-RNA"" (complement(2023337..2023251))"
G7048	2023535..2024350
G7049	(complement(2026041..2024347))
G7050	(complement(2026394..2026212))
G7051	(complement(2031508..2031143))
G7052	2032075..2032560
G7053	2032570..2032779
G7054	2032863..2033267
G7055	2033859..2034710
G7056	(complement(2036176..2034818))
G7057	(complement(2036847..2036176))
G7058	2036980..2037393
G7059	2037502..2038506
G7060	2038507..2039142
G7061	2039399..2040049
G7062	2040392..2040922
G7063	2041675..2042472
G7064	2042935..2050038
G7065	(complement(2050626..2050300))
G7066	(complement(2051352..2050648))
G7067	2051667..2052983
G7068	2054882..2055598
G7069	(complement(2056126..2056051))
G7070	(complement(2057870..2056227))
G7071	(complement(2058938..2057988))
G7072	(complement(2059957..2059040))
G7073	(complement(2061347..2060415))
G7074	(complement(2065345..2064329))
G7075	2066659..2067051
G7077	(complement(2068249..2067839))
G7078	2068268..2068528
G7079	2068810..2069235
G7080	2069563..2072682
G7081	2072803..2074335
G7082	2074332..2074778
G7083	2074841..2075062
G7084	2075136..2075504
G7085	2075593..2075967
G7086	2075964..2076158
G7087	(complement(2077385..2077056))
G7088	(complement(2086282..2085353))
G7089	(complement(2087152..2086328))
G7090	(complement(2096325..2095345))
G7091	(complement(2097637..2096471))
G7092	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7092 insH-7 ""MONOMER0-4237"" (complement(2100935..2099919))"
G7093	(complement(2112351..2111458))
G7094	(complement(2113920..2112526))
G7095	(complement(2115151..2113931))
G7096	(complement(2116428..2115148))
G7097	(complement(2118182..2116704))
G7098	(complement(2119578..2118184))
G7099	(complement(2126912..2126364))
G7100	(complement(2127674..2126928))
G7101	(complement(2128902..2127685))
G7102	(complement(2130094..2128877))
G7103	(complement(2130579..2130091))
G7104	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7104 wcaA ""G7104-MONOMER"" (complement(2131421..2130582))"
G7105	(complement(2133676..2131514))
G7106	(complement(2134122..2133679))
G7107	(complement(2135267..2134128))
G7108	2135926..2137509
G7109	(complement(2149009..2147063))
G7110	2149209..2149670
G7111	(complement(2150496..2149735))
G7112	(complement(2151152..2150493))
G7113	2152040..2153287
G7114	2153287..2156409
G7115	2156410..2159487
G7117	2163213..2163545
G7118	2163692..2165053
G7119	(complement(2165544..2165326))
G7120	(complement(2165844..2165626))
G7122	(complement(2166330..2166013))
G7123	2166736..2167635
G7125	2168251..2168559
G7128	(complement(2174343..2173081))
G7129	(complement(2176586..2175534))
G7130	2176843..2178120
G7131	2178117..2179121
G7132	2179118..2180083
G7133	(complement(2180803..2180057))
G7134	(complement(2181673..2180855))
G7135	(complement(2182538..2181738))
G7137	(complement(2183818..2183546))
G7138	2183939..2184763
G7139	2184982..2185320
G7144	2231622..2231861
G7145	2232055..2233293
G7146	2266876..2267589
G7147	2268001..2268567
G7148	2268748..2270304
G7150	(complement(2288103..2287087))
G7152	(complement(2326165..2325389))
G7153	(complement(2327819..2326170))
G7154	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7154 yfaS_2 ""G7154-MONOMER"" (complement(2328305..2327820))"
G7155	(complement(2332424..2328321))
G7156	(complement(2332981..2332358))
G7158	(complement(2356867..2356064))
G7159	(complement(2358174..2356885))
G7160	(complement(2359448..2358231))
G7161	(complement(2360233..2359451))
G7162	(complement(2361655..2360453))
G7163	(complement(2362297..2361755))
G7164	2362576..2363001
G7165	(complement(2363642..2363040))
G7166	2363932..2365089
G7167	2365093..2366061
G7168	2366061..2368043
G7169	2368040..2368930
G7170	2368930..2370582
G7171	2370914..2371300
G7172	(complement(2371560..2371294))
G7173	(complement(2379049..2378744))
G7174	(complement(2379565..2379104))
G7175	2379630..2380547
G7176	2380735..2381946
G7177	(complement(2383744..2382017))
G7178	2383882..2384853
G7179	2384956..2385459
G7180	(complement(2386448..2385732))
G7181	2386603..2387079
G7182	2387138..2387986
G7184	2405583..2406800
G7185	2406884..2407483
G7186	(complement(2409374..2407542))
G7187	(complement(2410111..2409461))
G7188	(complement(2410616..2410122))
G7189	(complement(2411154..2410699))
G7190	2415103..2416623
G7191	(complement(2417198..2416656))
G7192	(complement(2417810..2417256))
G7193	(complement(2418507..2417863))
G7194	2418643..2419290
G7195	2419347..2419709
G7196	2419730..2420623
G7197	(complement(2421561..2420671))
G7198	(complement(2438142..2436964))
G7199	2439786..2441792
G7200	(complement(2442191..2441913))
G7201	(complement(2442773..2442225))
G7202	2446628..2447179
G7203	(complement(2448071..2447250))
G7204	(complement(2448612..2448073))
G7205	(complement(2449097..2448609))
G7206	(complement(2449606..2449094))
G7207	(complement(2450358..2449606))
G7208	(complement(2451274..2450378))
G7209	(complement(2453023..2451287))
G7210	(complement(2453668..2453105))
G7211	(complement(2454834..2454349))
G7212	(complement(2457181..2455037))
G7213	(complement(2458491..2457181))
G7214	(complement(2458956..2458672))
G7215	2461034..2462092
G7216	(complement(2463029..2462274))
G7217	2463323..2464255
G7218	2464567..2465724
G7219	2465877..2466239
G7220	2466236..2467156
G7221	2467153..2468484
G7222	2468825..2469127
G7223	(complement(2469539..2469099))
G7224	(complement(2470084..2469566))
G7225	(complement(2470409..2470134))
G7226	(complement(2470903..2470409))
G7227	(complement(2471268..2470900))
G7228	2471542..2471988
G7229	2472054..2472878
G7230	2473006..2473542
G7231	2473533..2473895
G7232	2473895..2474200
G7233	(complement(2481361..2480198))
G7234	(complement(2487190..2486045))
G7235	(complement(2488208..2487264))
G7236	(complement(2489972..2488278))
G7237	(complement(2491276..2490026))
G7238	(complement(2492424..2491789))
G7239	2492720..2492995
G7240	(complement(2493314..2493072))
G7241	2493667..2494587
G7242	(complement(2496317..2495079))
G7243	2496693..2498390
G7244	2498405..2499139
G7245	2499152..2500009
G7246	(complement(2502507..2500012))
G7247	(complement(2503569..2502532))
G7248	(complement(2504654..2503569))
G7249	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7249 fryC ""MONOMER0-6"" (complement(2505916..2504669))"
G7250	(complement(2506264..2505938))
G7251	2507652..2508908
G7252	2509023..2509349
G7254	(complement(2510728..2509490))
G7255	2512353..2513465
G7256	2523149..2523913
G7257	(complement(2524878..2523952))
G7258	(complement(2529255..2528269))
G7259	(complement(2535259..2534408))
G7260	2535364..2535738
G7261	2535771..2536505
G7262	(complement(2543631..2542774))
G7263	2543795..2544691
G7264	2544695..2546119
G7265	2546124..2547428
G7266	(complement(2548567..2547668))
G7267	(complement(2549238..2548663))
G7268	(complement(2549748..2549299))
G7269	(complement(2550160..2549735))
G7270	(complement(2553750..2553250))
G7271	(complement(2554422..2553763))
G7272	2556793..2558088
G7273	2558279..2558920
G7274	2559390..2559635
G7275	2559632..2560015
G7276	2560133..2560549
G7277	2560546..2561139
G7278	2561599..2561991
G7279	2562002..2562394
G7280	2562515..2563354
G7281	(complement(2564906..2563503))
G7282	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7282 eutH ""G7282-MONOMER"" (complement(2566129..2564903))"
G7283	(complement(2567533..2566346))
G7284	(complement(2568359..2567523))
G7285	(complement(2569773..2568370))
G7286	(complement(2570072..2569785))
G7287	(complement(2570472..2570179))
G7288	(complement(2571527..2570511))
G7289	(complement(2572327..2571524))
G7290	(complement(2573025..2572324))
G7291	(complement(2573479..2573000))
G7292	(complement(2573827..2573492))
G7293	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7293 maeB ""MALIC-NADP-MONOMER"" (complement(2576399..2574120))"
G7295	(complement(2580799..2579756))
G7296	(complement(2591792..2591094))
G7297	(complement(2593881..2591866))
G7298	(complement(2594759..2593896))
G7300	2601869..2602816
G7301	2602833..2604272
G7302	2604284..2604934
G7303	2604939..2606519
G7304	2606509..2608176
G7305	2608186..2608731
G7306	2608728..2609486
G7307	2609479..2609892
G7308	2609922..2611934
G7309	2611956..2612804
G7310	(complement(2613903..2612842))
G7311	2614116..2615579
G7312	2615600..2615959
G7313	(complement(2616798..2616097))
G7314	(complement(2626960..2624717))
G7315	2627312..2627503
G7316	2627814..2628332
G7317	2628348..2628887
G7318	(complement(2633836..2633621))
G7319	(complement(2635378..2633906))
G7320	(complement(2636674..2635496))
G7321	(complement(2637305..2636685))
G7322	(complement(2645347..2643035))
G7323	(complement(2650309..2645348))
G7324	(complement(2658311..2657925))
G7325	(complement(2659553..2658339))
G7326	(complement(2660153..2659665))
G7327	(complement(2661345..2660605))
G7328	2662385..2663266
G7329	2663457..2664737
G7330	(complement(2665868..2664729))
G7331	(complement(2666918..2666028))
G7334	2668930..2669250
G7335	2669247..2670059
G7336	2670069..2671271
G7337	2671296..2671790
G7338	(complement(2672710..2671838))
G7339	(complement(2673783..2672722))
G7340	(complement(2674847..2673849))
G7341	(complement(2676383..2674872))
G7342	(complement(2677389..2676406))
G7343	(complement(2680767..2677486))
G7344	2680885..2682078
G7345	(complement(2689120..2687693))
G7346	2697685..2697945
G7347	(complement(2705823..2705344))
G7348	(complement(2706776..2705820))
G7349	2717245..2717943
G7350	2717975..2720635
G7352	2734168..2734905
G7354	2739897..2740415
G7355	2745909..2746775
G7357	(complement(2752320..2752030))
G7358	(complement(2752786..2752310))
G7359	(complement(2756622..2755666))
G7360	2757007..2758416
G7361	2758569..2759195
G7362	(complement(2761562..2759373))
G7363	(complement(2763175..2761559))
G7364	(complement(2763798..2763535))
G7365	2763940..2765013
G7366	2765006..2765377
G7367	2765732..2766595
G7368	2766687..2767508
G7369	2767725..2768426
G7370	2768467..2768703
G7371	2768703..2769146
G7372	2769170..2769637
G7373	(complement(2770176..2769862))
G7374	(complement(2770707..2770189))
G7375	(complement(2771058..2770858))
G7376	(complement(2771180..2770998))
G7377	2771340..2773043
G7378	2773941..2774399
G7379	2774408..2774890
G7380	2775137..2775454
G7381	2775475..2775804
G7382	(complement(2780748..2776168))
G7383	(complement(2781230..2781087))
G7384	(complement(2782451..2781660))
G7385	(complement(2783033..2782551))
G7387	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7387 ileY ""RNA0-305"" (complement(2783859..2783784))"
G7389	2784419..2784751
G7391	2784770..2785456
G7392	2785664..2786260
G7393	2786399..2786671
G7394	2787007..2787984
G7395	(complement(2794808..2794359))
G7396	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7396 yqaE ""G7396-MONOMER"" (complement(2795050..2794892))"
G7397	2795233..2795532
G7398	2795542..2796066
G7399	2797186..2797635
G7400	2798168..2798497
G7401	2798745..2798990
G7402	2798987..2799397
G7403	2806338..2806604
G7404	2806634..2807515
G7405	2807639..2808376
G7406	2808366..2808701
G7407	(complement(2814962..2814534))
G7408	(complement(2815525..2814959))
G7409	(complement(2822368..2821871))
G7410	(complement(2823598..2822513))
G7413	2830498..2831937
G7414	(complement(2841065..2840595))
G7415	2857782..2858438
G7416	(complement(2859286..2858489))
G7417	2859452..2860360
G7418	2860357..2861523
G7419	2861615..2862253
G7420	2862258..2863034
G7421	2863123..2864487
G7422	(complement(2869326..2868277))
G7423	(complement(2870512..2869802))
G7424	(complement(2870842..2870531))
G7425	(complement(2877794..2876877))
G7426	(complement(2878409..2877810))
G7427	(complement(2879070..2878396))
G7428	(complement(2880164..2879073))
G7429	(complement(2880659..2880177))
G7430	(complement(2882160..2880652))
G7431	2890236..2890601
G7432	2890679..2891950
G7433	2891941..2892201
G7434	2892218..2892793
G7435	(complement(2893801..2892941))
G7436	(complement(2894577..2893798))
G7437	(complement(2895892..2894555))
G7439	(complement(2897440..2895986))
G7440	(complement(2898295..2897510))
G7442	2899918..2901396
G7443	(complement(2903440..2902769))
G7444	2903733..2904605
G7445	(complement(2917407..2916067))
G7446	(complement(2918768..2917428))
G7447	(complement(2920122..2918770))
G7448	(complement(2921006..2920557))
G7449	(complement(2921806..2921024))
G7450	(complement(2922135..2921806))
G7451	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7451 syd ""G7451-MONOMER"" (complement(2923302..2922757))"
G7452	2923370..2924218
G7453	(complement(2941167..2940940))
G7454	2941359..2942564
G7455	2942564..2943007
G7456	(complement(2943864..2943058))
G7457	(complement(2945200..2944103))
G7458	(complement(2947032..2945779))
G7459	(complement(2966999..2966469))
G7460	2968442..2969155
G7461	2969293..2969511
G7462	2969619..2970659
G7463	(complement(2982146..2981310))
G7464	(complement(2983614..2982433))
G7465	2983869..2985098
G7466	2985558..2986190
G7467	2986524..2987333
G7468	2987326..2987808
G7469	(complement(2988382..2987957))
G7470	2988576..2989022
G7471	2989290..2989781
G7472	2990116..2991492
G7473	2991660..2991878
G7474	2992063..2992437
G7475	(complement(2992925..2992482))
G7476	(complement(2993114..2992959))
G7477	(complement(2993767..2993336))
G7478	(complement(2994042..2993770))
G7479	(complement(2994409..2993984))
G7481	(complement(2995667..2995257))
G7482	(complement(2996010..2995711))
G7483	(complement(2996850..2996056))
G7484	(complement(2997913..2997158))
G7485	2998367..3000625
G7486	3000636..3001514
G7487	3001511..3001990
G7488	(complement(3003808..3002030))
G7489	3004284..3005474
G7490	3005532..3006728
G7491	3006786..3007997
G7492	3008050..3009435
G7493	3009483..3010415
G7494	(complement(3012261..3010636))
G7495	(complement(3013079..3012309))
G7496	3013182..3013760
G7497	3014082..3017180
G7498	3017183..3018511
G7499	3018562..3019341
G7500	3019338..3022208
G7501	3022373..3023773
G7502	3023788..3025107
G7503	3025143..3026510
G7505	(complement(3027034..3026546))
G7506	(complement(3028953..3027034))
G7507	3029389..3030837
G7508	3031087..3031635
G7509	(complement(3038845..3038438))
G7510	(complement(3039092..3038826))
G7511	3039335..3040315
G7512	(complement(3041170..3040511))
G7513	(complement(3041645..3041334))
G7514	(complement(3043923..3043180))
G7515	(complement(3057633..3057403))
G7516	3062015..3062800
G7517	3062824..3064302
G7518	(complement(3065195..3064299))
G7520	(complement(3075478..3074201))
G7521	(complement(3084073..3083942))
G7522	3084209..3084424
G7523	(complement(3084672..3084421))
G7524	3090959..3091522
G7525	3091522..3091938
G7526	(complement(3093102..3092122))
G7527	3093120..3093824
G7528	3093842..3094408
G7529	3094405..3094695
G7530	3094703..3095296
G7531	3095289..3096425
G7532	3102115..3102390
G7533	3102455..3103534
G7534	3107575..3108282
G7535	(complement(3109148..3108612))
G7536	(complement(3110010..3109150))
G7537	(complement(3110942..3110076))
G7538	(complement(3111499..3111089))
G7539	(complement(3112374..3111565))
G7541	(complement(3117134..3112572))
G7542	(complement(3119301..3117619))
G7543	(complement(3122253..3121849))
G7544	(complement(3124544..3123492))
G7545	(complement(3126043..3124544))
G7546	3126294..3127058
G7547	(complement(3128237..3127065))
G7548	3128200..3129216
G7549	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7549 yghQ ""G7549-MONOMER"" (complement(3130430..3129363))"
G7550	(complement(3131234..3130476))
G7551	(complement(3131979..3131266))
G7552	3132153..3132845
G7553	3136749..3137615
G7554	(complement(3144283..3143165))
G7555	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7555 yghW ""G7555-MONOMER"" (complement(3144759..3144472))"
G7556	(complement(3145288..3144878))
G7557	(complement(3145641..3145288))
G7558	3145919..3146959
G7559	(complement(3147493..3146999))
G7563	(complement(3153240..3152284))
G7564	3153377..3154540
G7565	3154645..3155472
G7566	3155672..3156598
G7567	3156649..3156906
G7568	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7568 ygiQ ""G7568-MONOMER"" (complement(3159168..3156949))"
G7570	(complement(3165740..3164133))
G7571	(complement(3166268..3165873))
G7572	(complement(3166566..3166270))
G7573	(complement(3167253..3166771))
G7574	(complement(3167698..3167306))
G7575	3167850..3168509
G7577	(complement(3170233..3169901))
G7578	(complement(3174028..3173447))
G7579	(complement(3174855..3174028))
G7580	(complement(3175302..3174880))
G7582	3182862..3183152
G7583	3184164..3184574
G7585	3185422..3187887
G7586	3187903..3188652
G7587	3188654..3189718
G7588	3190230..3190859
G7589	3190886..3192547
G7590	(complement(3194775..3193342))
G7593	(complement(3214513..3213749))
G7594	3214801..3215424
G7595	(complement(3217098..3215578))
G7596	3217516..3218895
G7597	(complement(3219269..3218937))
G7598	3225823..3226893
G7599	3226910..3229261
G7601	(complement(3232166..3231750))
G7602	(complement(3232477..3232163))
G7603	(complement(3233897..3232761))
G7604	3233982..3234485
G7605	3234562..3235254
G7606	3235315..3236319
G7607	3236602..3237567
G7608	(complement(3239766..3239215))
G7609	3245795..3246457
G7610	3246461..3246844
G7611	3246991..3247359
G7612	3247397..3247702
G7613	3247705..3248109
G7614	3248099..3248398
G7615	3248584..3248976
G7616	3249046..3250032
G7617	3250326..3250691
G7618	3250933..3251289
G7619	(complement(3252236..3251340))
G7620	3252341..3253042
G7621	3253065..3253229
G7622	(complement(3254673..3253363))
G7624	(complement(3257671..3256307))
G7626	(complement(3258132..3257743))
