"Enzyme Frame ID"	"EC"	"Reaction ID"	"Reaction stoichiometry"	"Direction"	"Turnover Forward (s^-1)"	"Turnover Reverse (s^-1)"	"Comments"
"[""EG12115-MONOMER""]"	"3.1.3.5"	"NTD1"	"[c] : dump + h2o --> duri + pi"	"forward only"		0	
"[""EG12115-MONOMER""]"	"3.1.3.5"	"NTD2"	"[c] : h2o + ump --> pi + uri"	"forward only"		0	
"[""EG12115-MONOMER""]"	"3.1.3.5"	"NTD5"	"[c] : dtmp + h2o --> pi + thymd"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD1"	"[c] : dump + h2o --> duri + pi"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD12"	"[c] : dimp + h2o --> din + pi"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD3"	"[c] : dcmp + h2o --> dcyt + pi"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD5"	"[c] : dtmp + h2o --> pi + thymd"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD6"	"[c] : damp + h2o --> dad-2 + pi"	"forward only"		0	
"[""G7185-MONOMER""]"	"3.1.3.5"	"NTD8"	"[c] : dgmp + h2o --> dgsn + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD10pp"	"[p] : h2o + xmp --> pi + xtsn"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD11pp"	"[p] : h2o + imp --> ins + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD12pp"	"[p] : dimp + h2o --> din + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD1pp"	"[p] : dump + h2o --> duri + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD2pp"	"[p] : h2o + ump --> pi + uri"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD3pp"	"[p] : dcmp + h2o --> dcyt + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD4pp"	"[p] : cmp + h2o --> cytd + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD5pp"	"[p] : dtmp + h2o --> pi + thymd"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD6pp"	"[p] : damp + h2o --> dad-2 + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD7pp"	"[p] : amp + h2o --> adn + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD8pp"	"[p] : dgmp + h2o --> dgsn + pi"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.1.3.5"	"NTD9pp"	"[p] : gmp + h2o --> gsn + pi"	"forward only"		0	
"[""G6425-MONOMER""]"	"3.1.3.9"	"G6PP"	"[c] : g6p + h2o --> glc-D + pi"	"forward only"		0	
"[""CPDB-MONOMER""]"	"3.1.4.16"	"23PDE2pp"	"[p] : 23cump + h2o --> 3ump + h"	"forward only"		0	
"[""CPDB-MONOMER""]"	"3.1.4.16"	"23PDE4pp"	"[p] : 23ccmp + h2o --> 3cmp + h"	"forward only"		0	
"[""CPDB-MONOMER""]"	"3.1.4.16"	"23PDE7pp"	"[p] : 23camp + h2o --> 3amp + h"	"forward only"		0	
"[""CPDB-MONOMER""]"	"3.1.4.16"	"23PDE9pp"	"[p] : 23cgmp + h2o --> 3gmp + h"	"forward only"		0	
"[""G6783-MONOMER""]"	"3.1.4.17"	"PDE1"	"[c] : camp + h2o --> amp + h"	"forward only"		0	
"[""GLYCPDIESTER-CYTO-MONOMER""]"	"3.1.4.46"	"GPDDA1"	"[c] : g3pc + h2o --> chol + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-CYTO-MONOMER""]"	"3.1.4.46"	"GPDDA2"	"[c] : g3pe + h2o --> etha + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-CYTO-MONOMER""]"	"3.1.4.46"	"GPDDA3"	"[c] : g3ps + h2o --> glyc3p + h + ser-L"	"forward only"		0	
"[""GLYCPDIESTER-CYTO-MONOMER""]"	"3.1.4.46"	"GPDDA4"	"[c] : g3pg + h2o --> glyc + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-CYTO-MONOMER""]"	"3.1.4.46"	"GPDDA5"	"[c] : g3pi + h2o --> glyc3p + h + inost"	"forward only"		0	
"[""GLYCPDIESTER-PERI-MONOMER""]"	"3.1.4.46"	"GPDDA1pp"	"[p] : g3pc + h2o --> chol + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-PERI-MONOMER""]"	"3.1.4.46"	"GPDDA2pp"	"[p] : g3pe + h2o --> etha + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-PERI-MONOMER""]"	"3.1.4.46"	"GPDDA3pp"	"[p] : g3ps + h2o --> glyc3p + h + ser-L"	"forward only"		0	
"[""GLYCPDIESTER-PERI-MONOMER""]"	"3.1.4.46"	"GPDDA4pp"	"[p] : g3pg + h2o --> glyc + glyc3p + h"	"forward only"		0	
"[""GLYCPDIESTER-PERI-MONOMER""]"	"3.1.4.46"	"GPDDA5pp"	"[p] : g3pi + h2o --> glyc3p + h + inost"	"forward only"		0	
"[""DGTPTRIPHYDRO-MONOMER""]"	"3.1.5.1"	"NTPTP1"	"[c] : dgtp + h2o --> dgsn + pppi"	"forward only"		0	
"[""DGTPTRIPHYDRO-MONOMER""]"	"3.1.5.1"	"NTPTP2"	"[c] : gtp + h2o --> gsn + pppi"	"forward only"		0	
"[""SPOT-MONOMER""]"	"3.1.7.2"	"PPGPPDP"	"[c] : h2o + ppgpp --> gdp + ppi"	"forward only"		0	
"[""EG12013-MONOMER""]"	"3.2.1.108"	"LACZpp"	"[p] : h2o + lcts --> gal + glc-D"	"forward only"		0	
"[""ALPHAGALACTOSID-MONOMER""]"	"3.2.1.22"	"GALS3"	"[c] : h2o + melib --> gal + glc-D"	"forward only"		0	
"[""BETAGALACTOSID-MONOMER""]"	"3.2.1.23"	"LACZ"	"[c] : h2o + lcts --> gal + glc-D"	"forward only"		0	
"[""TREHALACYTO-MONOMER""]"	"3.2.1.28"	"TREH"	"[c] : h2o + tre --> (2) glc-D"	"forward only"		0	
"[""TREHALAPERI-MONOMER""]"	"3.2.1.28"	"TREHpp"	"[p] : h2o + tre --> (2) glc-D"	"forward only"		0	
"[""G495-MONOMER""]"	"3.2.1.86"	"AB6PGH"	"[c] : arbt6p + h2o --> g6p + hqn"	"forward only"		0	
"[""TRE6PHYDRO-MONOMER""]"	"3.2.1.93"	"TRE6PH"	"[c] : h2o + tre6p --> g6p + glc-D"	"forward only"		0	
"[""EG11090-MONOMER""]"	"3.2.2.16"	"MTAN"	"[c] : 5mta + h2o --> 5mtr + ade"	"forward only"		0	
"[""AMP-NUCLEOSID-MONOMER""]"	"3.2.2.4"	"AMPN"	"[c] : amp + h2o --> ade + r5p"	"forward only"		0	
"[""EG11082-MONOMER""]"	"3.2.2.8"	"ADNUC"	"[c] : adn + h2o --> ade + rib-D"	"forward only"		0	
"[""EG11082-MONOMER""]"	"3.2.2.8"	"CYTDH"	"[c] : cytd + h2o --> csn + rib-D"	"forward only"		0	
"[""EG11082-MONOMER""]"	"3.2.2.8"	"INSH"	"[c] : h2o + ins --> hxan + rib-D"	"forward only"		0	
"[""EG11082-MONOMER""]"	"3.2.2.8"	"URIH"	"[c] : h2o + uri --> rib-D + ura"	"forward only"		0	
"[""EG11082-MONOMER""]"	"3.2.2.8"	"XTSNH"	"[c] : h2o + xtsn --> rib-D + xan"	"forward only"		0	
"[""EG12030-MONOMER""]"	"3.2.2.8"	"CYTDH"	"[c] : cytd + h2o --> csn + rib-D"	"forward only"		0	
"[""EG12030-MONOMER""]"	"3.2.2.8"	"URIH"	"[c] : h2o + uri --> rib-D + ura"	"forward only"		0	
"[""G6358-MONOMER""]"	"3.2.2.8"	"CYTDH"	"[c] : cytd + h2o --> csn + rib-D"	"forward only"		0	
"[""G6358-MONOMER""]"	"3.2.2.8"	"URIH"	"[c] : h2o + uri --> rib-D + ura"	"forward only"		0	
"[""EG11090-MONOMER""]"	"3.2.2.9"	"AHCYSNS"	"[c] : ahcys + h2o --> ade + rhcys"	"forward only"		0	
"[""ENTB-MONOMER""]"	"3.3.2.1"	"ICHORT"	"[c] : h2o + ichor --> 23ddhb + pyr"	"forward only"		0	
"[""EG10694-MONOMER""]"	"3.4.11.2"	"AMPTASECG"	"[c] : cgly + h2o --> cys-L + gly"	"forward only"		0	
"[""EG10694-MONOMER""]"	"3.4.11.2"	"AMPTASEPG"	"[c] : h2o + progly --> gly + pro-L"	"forward only"		0	
"[""EG10695-MONOMER""]"	"3.4.11.2"	"AMPTASECG"	"[c] : cgly + h2o --> cys-L + gly"	"forward only"		0	
"[""EG10695-MONOMER""]"	"3.4.11.2"	"AMPTASEPG"	"[c] : h2o + progly --> gly + pro-L"	"forward only"		0	
"[""EG10696-MONOMER""]"	"3.4.11.2"	"AMPTASECG"	"[c] : cgly + h2o --> cys-L + gly"	"forward only"		0	
"[""EG10696-MONOMER""]"	"3.4.11.2"	"AMPTASEPG"	"[c] : h2o + progly --> gly + pro-L"	"forward only"		0	
"[""EG12310-MONOMER""]"	"3.4.11.2"	"AMPTASECG"	"[c] : cgly + h2o --> cys-L + gly"	"forward only"		0	
"[""EG12310-MONOMER""]"	"3.4.11.2"	"AMPTASEPG"	"[c] : h2o + progly --> gly + pro-L"	"forward only"		0	
"[""EG10201-MONOMER""]"	"3.4.16.4"	"MDDCP1pp"	"[p] : h2o + murein5px4p --> ala-D + murein4px4p"	"forward only"		0	
"[""EG10201-MONOMER""]"	"3.4.16.4"	"MDDCP2pp"	"[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p"	"forward only"		0	
"[""EG10201-MONOMER""]"	"3.4.16.4"	"MDDCP3pp"	"[p] : h2o + murein5p5p --> ala-D + murein5p4p"	"forward only"		0	
"[""EG10201-MONOMER""]"	"3.4.16.4"	"MDDCP4pp"	"[p] : h2o + murein5p4p --> ala-D + murein4p4p"	"forward only"		0	
"[""EG10201-MONOMER""]"	"3.4.16.4"	"MDDCP5pp"	"[p] : h2o + murein5p3p --> ala-D + murein4p3p"	"forward only"		0	
"[""EG10202-MONOMER""]"	"3.4.16.4"	"MDDCP1pp"	"[p] : h2o + murein5px4p --> ala-D + murein4px4p"	"forward only"		0	
"[""EG10202-MONOMER""]"	"3.4.16.4"	"MDDCP2pp"	"[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p"	"forward only"		0	
"[""EG10202-MONOMER""]"	"3.4.16.4"	"MDDCP3pp"	"[p] : h2o + murein5p5p --> ala-D + murein5p4p"	"forward only"		0	
"[""EG10202-MONOMER""]"	"3.4.16.4"	"MDDCP4pp"	"[p] : h2o + murein5p4p --> ala-D + murein4p4p"	"forward only"		0	
"[""EG10202-MONOMER""]"	"3.4.16.4"	"MDDCP5pp"	"[p] : h2o + murein5p3p --> ala-D + murein4p3p"	"forward only"		0	
"[""EG10203-MONOMER""]"	"3.4.16.4"	"MDDCP1pp"	"[p] : h2o + murein5px4p --> ala-D + murein4px4p"	"forward only"		0	
"[""EG10203-MONOMER""]"	"3.4.16.4"	"MDDCP2pp"	"[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p"	"forward only"		0	
"[""EG10203-MONOMER""]"	"3.4.16.4"	"MDDCP3pp"	"[p] : h2o + murein5p5p --> ala-D + murein5p4p"	"forward only"		0	
"[""EG10203-MONOMER""]"	"3.4.16.4"	"MDDCP4pp"	"[p] : h2o + murein5p4p --> ala-D + murein4p4p"	"forward only"		0	
"[""EG10203-MONOMER""]"	"3.4.16.4"	"MDDCP5pp"	"[p] : h2o + murein5p3p --> ala-D + murein4p3p"	"forward only"		0	
"[""RPOA-MONOMER""]"	"3.4.16.4"	"MDDCP1pp"	"[p] : h2o + murein5px4p --> ala-D + murein4px4p"	"forward only"		0	
"[""RPOA-MONOMER""]"	"3.4.16.4"	"MDDCP2pp"	"[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p"	"forward only"		0	
"[""RPOA-MONOMER""]"	"3.4.16.4"	"MDDCP3pp"	"[p] : h2o + murein5p5p --> ala-D + murein5p4p"	"forward only"		0	
"[""RPOA-MONOMER""]"	"3.4.16.4"	"MDDCP4pp"	"[p] : h2o + murein5p4p --> ala-D + murein4p4p"	"forward only"		0	
"[""RPOA-MONOMER""]"	"3.4.16.4"	"MDDCP5pp"	"[p] : h2o + murein5p3p --> ala-D + murein4p3p"	"forward only"		0	
"[""G6782-MONOMER""]"	"3.4.17.14"	"RXN_WC_3"	"[p] : alaala + h2o --> (2) ala-D"	"forward only"		0	
"[""ANSA-MONOMER""]"	"3.5.1.1"	"ASNN"	"[c] : asn-L + h2o --> asp-L + nh4"	"forward only"		0	
"[""ANSB-MONOMER""]"	"3.5.1.1"	"ASNNpp"	"[p] : asn-L + h2o --> asp-L + nh4"	"forward only"		0	
"[""EG12407-MONOMER""]"	"3.5.1.1"	"ASNN"	"[c] : asn-L + h2o --> asp-L + nh4"	"forward only"		0	
"[""FORMYLTHFDEFORMYL-MONOMER""]"	"3.5.1.10"	"FTHFD"	"[c] : 10fthf + h2o --> for + h + thf"	"forward only"		0	
"[""ACETYLORNDEACET-MONOMER""]"	"3.5.1.16"	"ACODA"	"[c] : acorn + h2o --> ac + orn"	"forward only"		0	
"[""MONOMER0-1981""]"	"3.5.1.18"	"SDPDS"	"[c] : h2o + sl26da --> 26dap-LL + succ"	"forward only"		0	
"[""NICOTINAMID-MONOMER""]"	"3.5.1.19"	"NNAM"	"[c] : h2o + ncam --> nac + nh4"	"forward only"		0	
"[""ANSB-MONOMER""]"	"3.5.1.2"	"GLUNpp"	"[p] : gln-L + h2o --> glu-L + nh4"	"forward only"		0	
"[""G6261-MONOMER""]"	"3.5.1.2"	"GLUN"	"[c] : gln-L + h2o --> glu-L + nh4"	"forward only"		0	
"[""G6810-MONOMER""]"	"3.5.1.2"	"GLUN"	"[c] : gln-L + h2o --> glu-L + nh4"	"forward only"		0	
"[""PABASYN-COMPI-MONOMER""]"	"3.5.1.2"	"GLUN"	"[c] : gln-L + h2o --> glu-L + nh4"	"forward only"		0	
"[""NAG6PDEACET-MONOMER""]"	"3.5.1.25"	"AGDC"	"[c] : acgam6p + h2o --> ac + gam6p"	"forward only"		0	
"[""GSP-MONOMER""]"	"3.5.1.78"	"GSPMDA"	"[c] : gtspmd + h2o --> gthrd + spmd"	"forward only"		0	
"[""DIHYDROOROT-MONOMER""]"	"3.5.2.3"	"DHORTS"	"[c] : dhor-S + h2o <==> cbasp + h"	"reversible"			
"[""G6281-MONOMER""]"	"3.5.2.5"	"ALLTN"	"[c] : alltn + h2o --> alltt + h"	"forward only"		0	
"[""AGMATIN-MONOMER""]"	"3.5.3.11"	"AGMT"	"[c] : agm + h2o --> ptrc + urea"	"forward only"		0	
"[""G6275-MONOMER""]"	"3.5.3.19"	"UGLYCH"	"[c] : (2) h + h2o + urdglyc --> co2 + glx + (2) nh4"	"forward only"		0	
"[""G6285-MONOMER""]"	"3.5.3.9"	"ALLTAMH"	"[c] : alltt + (2) h + (2) h2o --> co2 + (2) nh4 + urdglyc"	"forward only"		0	
"[""CYTDEAM-MONOMER""]"	"3.5.4.1"	"CSND"	"[c] : csn + h + h2o --> nh4 + ura"	"forward only"		0	
"[""AICARTRANSIMPCYCLO-CPLX""]"	"3.5.4.10"	"IMPC"	"[c] : h2o + imp <==> fprica"	"reversible"			
"[""DCTP-DEAM-MONOMER""]"	"3.5.4.13"	"DCTPD"	"[c] : dctp + h + h2o --> dutp + nh4"	"forward only"		0	
"[""CYTIDEAM-MONOMER""]"	"3.5.4.14"	"DCYTD"	"[c] : dcyt + h + h2o --> duri + nh4"	"forward only"		0	
"[""GTP-CYCLOHYDRO-I-MONOMER""]"	"3.5.4.16"	"GTPCI"	"[c] : gtp + h2o --> ahdt + for + h"	"forward only"		0	
"[""HISTCYCLOPRATPPHOS""]"	"3.5.4.19"	"PRAMPC"	"[c] : h2o + prbamp --> prfp"	"forward only"		0	
"[""EG11692-MONOMER""]"	"3.5.4.2"	"ADD"	"[c] : ade + h + h2o --> hxan + nh4"	"forward only"		0	
"[""RIBOFLAVINSYNDEAM-MONOMER""]"	"3.5.4.26"	"DHPPDA2"	"[c] : 25drapp + h + h2o --> 5apru + nh4"	"forward only"		0	
"[""G7502-MONOMER""]"	"3.5.4.3"	"GUAD"	"[c] : gua + h + h2o --> nh4 + xan"	"forward only"		0	
"[""ADENODEAMIN-MONOMER""]"	"3.5.4.4"	"ADA"	"[c] : adn + h + h2o --> ins + nh4"	"forward only"		0	
"[""CYTIDEAM-MONOMER""]"	"3.5.4.5"	"CYTD"	"[c] : cytd + h + h2o --> nh4 + uri"	"forward only"		0	
"[""FOLD-MONOMER""]"	"3.5.4.9"	"MTHFC"	"[c] : h2o + methf <==> 10fthf + h"	"reversible"			
"[""GLUCOSAMINE-6-P-DEAMIN-MONOMER""]"	"3.5.99.6"	"G6PDA"	"[c] : gam6p + h2o --> f6p + nh4"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.6.1.1"	"PPA"	"[c] : h2o + ppi --> h + (2) pi"	"forward only"		0	
"[""EG11817-MONOMER""]"	"3.6.1.1"	"PPA2"	"[c] : h2o + pppi --> h + pi + ppi"	"forward only"		0	
"[""INORGPYROPHOSPHAT-MONOMER""]"	"3.6.1.1"	"PPA"	"[c] : h2o + ppi --> h + (2) pi"	"forward only"		0	
"[""PPX-MONOMER""]"	"3.6.1.1"	"PPA"	"[c] : h2o + ppi --> h + (2) pi"	"forward only"		0	
"[""PPX-MONOMER""]"	"3.6.1.1"	"PPA2"	"[c] : h2o + pppi --> h + pi + ppi"	"forward only"		0	
"[""G7740-MONOMER""]"	"3.6.1.13"	"ADPRDP"	"[c] : adprib + h2o --> amp + (2) h + r5p"	"forward only"		0	
"[""APPA-MONOMER""]"	"3.6.1.15"	"NTP3pp"	"[p] : gtp + h2o --> gdp + h + pi"	"forward only"		0	
"[""EG12600-MONOMER""]"	"3.6.1.15"	"NTP10"	"[c] : h2o + itp --> h + idp + pi"	"forward only"		0	
"[""EG12600-MONOMER""]"	"3.6.1.15"	"NTP11"	"[c] : ditp + h2o --> didp + h + pi"	"forward only"		0	
"[""EG12600-MONOMER""]"	"3.6.1.15"	"NTP12"	"[c] : h2o + xtp --> h + pi + xdp"	"forward only"		0	
"[""G6357-MONOMER""]"	"3.6.1.15"	"NTP1"	"[c] : atp + h2o --> adp + h + pi"	"forward only"		0	
"[""G6580-MONOMER""]"	"3.6.1.15"	"TDP"	"[c] : h2o + thmpp --> h + pi + thmmp"	"forward only"		0	
"[""G7841-MONOMER""]"	"3.6.1.15"	"NTP1"	"[c] : atp + h2o --> adp + h + pi"	"forward only"		0	
"[""G7841-MONOMER""]"	"3.6.1.15"	"NTP10"	"[c] : h2o + itp --> h + idp + pi"	"forward only"		0	
"[""G7841-MONOMER""]"	"3.6.1.15"	"NTP3"	"[c] : gtp + h2o --> gdp + h + pi"	"forward only"		0	
"[""G7841-MONOMER""]"	"3.6.1.15"	"NTP5"	"[c] : ctp + h2o --> cdp + h + pi"	"forward only"		0	
"[""G7530-MONOMER""]"	"3.6.1.19"	"NTPP10"	"[c] : ditp + h2o --> dimp + h + ppi"	"forward only"		0	
"[""G7530-MONOMER""]"	"3.6.1.19"	"NTPP11"	"[c] : h2o + xtp --> h + ppi + xmp"	"forward only"		0	
"[""G7530-MONOMER""]"	"3.6.1.19"	"NTPP9"	"[c] : h2o + itp --> h + imp + ppi"	"forward only"		0	
"[""EG10534-MONOMER""]"	"3.6.1.22"	"NADDP"	"[c] : h2o + nad --> amp + (2) h + nmn"	"forward only"		0	
"[""EG11702-MONOMER""]"	"3.6.1.22"	"NADDP"	"[c] : h2o + nad --> amp + (2) h + nmn"	"forward only"		0	
"[""DUTP-PYROP-MONOMER""]"	"3.6.1.23"	"DUTPDP"	"[c] : dutp + h2o --> dump + h + ppi"	"forward only"		0	
"[""G7164-MONOMER""]"	"3.6.1.23"	"DUTPDP"	"[c] : dutp + h2o --> dump + h + ppi"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA120"	"[c] : cdpdddecg + h2o --> cmp + (2) h + pa120"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA140"	"[c] : cdpdtdecg + h2o --> cmp + (2) h + pa140"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA141"	"[c] : cdpdtdec7eg + h2o --> cmp + (2) h + pa141"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA160"	"[c] : cdpdhdecg + h2o --> cmp + (2) h + pa160"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA161"	"[c] : cdpdhdec9eg + h2o --> cmp + (2) h + pa161"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA180"	"[c] : cdpdodecg + h2o --> cmp + (2) h + pa180"	"forward only"		0	
"[""CDPDIGLYPYPHOSPHA-MONOMER""]"	"3.6.1.26"	"CDAPPA181"	"[c] : cdpdodec11eg + h2o --> cmp + (2) h + pa181"	"forward only"		0	
"[""EG11665-MONOMER""]"	"3.6.1.27"	"UDCPDP"	"[c] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""EG11665-MONOMER""]"	"3.6.1.27"	"UDCPDPpp"	"[p] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""G6439-MONOMER""]"	"3.6.1.27"	"UDCPDP"	"[c] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""G6439-MONOMER""]"	"3.6.1.27"	"UDCPDPpp"	"[p] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.6.1.27"	"UDCPDP"	"[c] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""PGPPHOSPHAB-MONOMER""]"	"3.6.1.27"	"UDCPDPpp"	"[p] : h2o + udcpdp --> h + pi + udcpp"	"forward only"		0	
"[""HISTCYCLOPRATPPHOS""]"	"3.6.1.31"	"PRATPP"	"[c] : h2o + prbatp --> h + ppi + prbamp"	"forward only"		0	
"[""PPPGPPHYDRO-MONOMER""]"	"3.6.1.40"	"GTPDPDP"	"[c] : gdptp + h2o --> h + pi + ppgpp"	"forward only"		0	
"[""EG10048-MONOMER""]"	"3.6.1.41"	"AP4AH"	"[c] : ap4a + h2o --> (2) adp + (2) h"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.6.1.45"	"UACGALPpp"	"[p] : h2o + udpacgal --> acgal1p + (2) h + ump"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.6.1.45"	"UACGAMPpp"	"[p] : h2o + uacgam --> acgam1p + (2) h + ump"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.6.1.45"	"UDPGALPpp"	"[p] : h2o + udpgal --> gal1p + (2) h + ump"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.6.1.45"	"UDPGPpp"	"[p] : h2o + udpg --> g1p + (2) h + ump"	"forward only"		0	
"[""USHA-MONOMER""]"	"3.6.1.45"	"UGLCURPpp"	"[p] : h2o + udpglcur --> glcur1p + (2) h + ump"	"forward only"		0	
"[""ATPSYN-CPLX""]"	"3.6.3.14"	"ATPS4rpp"	"adp[c] + (4) h[p] + pi[c] <==> atp[c] + (3) h[c] + h2o[c]"	"reversible"			
"[""ATPSYN-CPLX"", ""EG10106-MONOMER""]"	"3.6.3.14"	"ATPS4rpp"	"adp[c] + (4) h[p] + pi[c] <==> atp[c] + (3) h[c] + h2o[c]"	"reversible"			
"[""ASPDECARBOX-MONOMER""]"	"4.1.1.11"	"ASP1DC"	"[c] : asp-L + h --> ala-B + co2"	"forward only"		0	
"[""G7454-MONOMER""]"	"4.1.1.12"	"CYSSADS"	"[c] : 3sala + (2) h --> ala-L + so2"	"forward only"		0	
"[""GLUTDECARBOXA-MONOMER""]"	"4.1.1.15"	"GLUDC"	"[c] : glu-L + h --> 4abut + co2"	"forward only"		0	
"[""GLUTDECARBOXB-MONOMER""]"	"4.1.1.15"	"GLUDC"	"[c] : glu-L + h --> 4abut + co2"	"forward only"		0	
"[""ORNDECARBOX-BIO-MONOMER""]"	"4.1.1.17"	"ORNDC"	"[c] : h + orn --> co2 + ptrc"	"forward only"		0	
"[""ORNDECARBOXDEG-MONOMER""]"	"4.1.1.17"	"ORNDC"	"[c] : h + orn --> co2 + ptrc"	"forward only"		0	
"[""LDC2-MONOMER""]"	"4.1.1.18"	"LYSDC"	"[c] : h + lys-L --> 15dap + co2"	"forward only"		0	
"[""LYSDECARBOX-MONOMER""]"	"4.1.1.18"	"LYSDC"	"[c] : h + lys-L --> 15dap + co2"	"forward only"		0	
"[""ARGDECARBOXBIO-MONOMER""]"	"4.1.1.19"	"ARGDCpp"	"[p] : arg-L + h --> agm + co2"	"forward only"		0	
"[""ARGDECARBOXDEG-MONOMER""]"	"4.1.1.19"	"ARGDC"	"[c] : arg-L + h --> agm + co2"	"forward only"		0	
"[""DIAMINOPIMDECARB-MONOMER""]"	"4.1.1.20"	"DAPDC"	"[c] : 26dap-M + h --> co2 + lys-L"	"forward only"		0	
"[""OROTPDECARB-MONOMER""]"	"4.1.1.23"	"OMPDC"	"[c] : h + orot5p --> co2 + ump"	"forward only"		0	
"[""KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER""]"	"4.1.1.3"	"OAADC"	"[c] : h + oaa --> co2 + pyr"	"forward only"		0	
"[""PEPCARBOX-MONOMER""]"	"4.1.1.31"	"PPC"	"[c] : co2 + h2o + pep --> h + oaa + pi"	"forward only"		0	
"[""EG10004-MONOMER""]"	"4.1.1.36"	"PPCDC"	"[c] : 4ppcys + h --> co2 + pan4p"	"forward only"		0	
"[""UROGENDECARBOX-MONOMER""]"	"4.1.1.37"	"UPPDC1"	"[c] : (4) h + uppg3 --> (4) co2 + cpppg3"	"forward only"		0	
"[""G7516-MONOMER""]"	"4.1.1.41"	"MMCD"	"[c] : h + mmcoa-S --> co2 + ppcoa"	"forward only"		0	
"[""GLYOCARBOLIG-MONOMER""]"	"4.1.1.47"	"GLXCL"	"[c] : (2) glx + h --> 2h3oppan + co2"	"forward only"		0	
"[""PRAI-IGPS""]"	"4.1.1.48"	"IGPS"	"[c] : 2cpr5p + h --> 3ig3p + co2 + h2o"	"forward only"		0	
"[""PEPCARBOXYKIN-MONOMER""]"	"4.1.1.49"	"PPCK"	"[c] : atp + oaa --> adp + co2 + pep"	"forward only"		0	
"[""SPED-MONOMER""]"	"4.1.1.50"	"ADMDC"	"[c] : amet + h --> ametam + co2"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD120"	"[c] : h + ps120 --> co2 + pe120"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD140"	"[c] : h + ps140 --> co2 + pe140"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD141"	"[c] : h + ps141 --> co2 + pe141"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD160"	"[c] : h + ps160 --> co2 + pe160"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD161"	"[c] : h + ps161 --> co2 + pe161"	"forward only"		0	
